"﻿""Any""","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Persones","Nombre"
2020,7,"Horta-Guinardó",35,"el Guinardó","4 o més persones",18
2020,7,"Horta-Guinardó",36,"la Font d'en Fargues","4 o més persones",4
2020,7,"Horta-Guinardó",37,"el Carmel","4 o més persones",1
2020,7,"Horta-Guinardó",38,"la Teixonera","4 o més persones",2
2020,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","4 o més persones",6
2020,7,"Horta-Guinardó",40,"Montbau","4 o més persones",11
2020,7,"Horta-Guinardó",41,"la Vall d'Hebron","4 o més persones",6
2020,7,"Horta-Guinardó",42,"la Clota","4 o més persones",0
2020,7,"Horta-Guinardó",43,"Horta","4 o més persones",28
2020,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","4 o més persones",14
2020,8,"Nou Barris",45,"Porta","4 o més persones",4
2020,8,"Nou Barris",46,"el Turó de la Peira","4 o més persones",3
2020,8,"Nou Barris",47,"Can Peguera","4 o més persones",0
2020,8,"Nou Barris",48,"la Guineueta","4 o més persones",3
2020,8,"Nou Barris",49,"Canyelles","4 o més persones",1
2020,8,"Nou Barris",50,"les Roquetes","4 o més persones",1
2020,8,"Nou Barris",51,"Verdun","4 o més persones",1
2020,8,"Nou Barris",52,"la Prosperitat","4 o més persones",6
2020,8,"Nou Barris",53,"la Trinitat Nova","4 o més persones",1
2020,8,"Nou Barris",54,"Torre Baró","4 o més persones",0
2020,8,"Nou Barris",55,"Ciutat Meridiana","4 o més persones",0
2020,8,"Nou Barris",56,"Vallbona","4 o més persones",1
2020,9,"Sant Andreu",57,"la Trinitat Vella","4 o més persones",1
2020,9,"Sant Andreu",58,"Baró de Viver","4 o més persones",0
2020,9,"Sant Andreu",59,"el Bon Pastor","4 o més persones",3
2020,9,"Sant Andreu",60,"Sant Andreu","4 o més persones",8
2020,9,"Sant Andreu",61,"la Sagrera","4 o més persones",4
2020,9,"Sant Andreu",62,"el Congrés i els Indians","4 o més persones",2
2020,9,"Sant Andreu",63,"Navas","4 o més persones",5
2020,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","4 o més persones",10
2020,10,"Sant Martí",65,"el Clot","4 o més persones",6
2020,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","4 o més persones",3
2020,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","4 o més persones",0
2020,10,"Sant Martí",68,"el Poblenou","4 o més persones",11
2020,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","4 o més persones",2
2020,10,"Sant Martí",70,"el Besòs i el Maresme","4 o més persones",4
2020,10,"Sant Martí",71,"Provençals del Poblenou","4 o més persones",1
2020,10,"Sant Martí",72,"Sant Martí de Provençals","4 o més persones",4
