"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecopyright","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcdisposal","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifiercitation","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasversion","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationisreferencedby","dcrelationisrequiredby","dcrelationisversionof","dcrelationreferences","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsholder","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 49"
"","","Institut d'Estudis Regionals i Metropolitans de Barcelona | Àrea d'Economia, Empresa i Ocupació | Àrea de Cultura, Coneixement, Creativitat i Innovació","Boix, Rafael | Galletto, Vittorio | Trullén Thomàs, Joan","Barcelona | Barcelona | Barcelona","2013","","","2014-05-09","2013","Informe presentat al Consell Municipal del 09-05-2014, per la Sra. Sònia Recasens i Alsina (Segona Tinent d'Alcalde, Àrea d'Economia, Empresa i Ocupació), el Sr. Jaume Ciurana i Llevadot (5è tinent d'Alcalde. Àrea de cultura, coneixement, creativitat i Innovació) i el Sr. Vittorio Galletto (Director econòmic de l'Institut d'Estudis Regionals i Metropolitans de Barcelona, IERMB) | El present informe ha estat dirigit pel doctor Vittorio Galletto de l'Institut d'Estudis Regionals i Metropolitans de Barcelona (IERMB), per encàrrec de la Direcció d'Estudis de l'Àrea d'Economia, Empresa i Ocupació i amb la participació de l'Institut de Cultura de Barcelona.","","","","","application/pdf","24 p.","application/pdf","13694","","","Mandat 2011-2015","http://hdl.handle.net/11703/90202","cat","Ajuntament de Barcelona","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Empreses | Indústries d'alta tecnologia | Innovacions tecnològiques | Business enterprises | High technology industries | Technological innovations | Empresas | Industria de alta tecnología | Innovaciones tecnológicas","Economia","informes als òrgans de govern","","Informe Barcelona Metròpoli Creativa 2013 : Economia del coneixement i economia creativa a Barcelona : document de síntesi","Barcelona metròpoli creativa","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"Anual","Oberta","Sindicatura de Greuges de Barcelona","","Barcelona | Barcelona | Barcelona","2011","No","","2012","2012","Podeu consultar la versió en català a: http://hdl.handle.net/11703/87760 | Informe presentat al Plenari del Consell Municipal","","","","","application/pdf","197 p.","application/pdf","10742","","","Mandat 2007-2011","http://hdl.handle.net/11703/87815","spa","Ajuntament de Barcelona","http://hdl.handle.net/11703/87760","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Sindicatura de Greuges de Barcelona | Responsabilitat administrativa | Sindicatura de Greuges de Barcelona | Government liability | Sindicatura de Greuges de Barcelona | Responsabilidad del Estado","Societat i benestar","informes d'avaluació i de seguiment | informes als òrgans de govern | memòries","","Actividad de la Sindicatura de Greuges de Barcelona: Informe 2011","Informe al Plenario del Consejo Municipal sobre la actividad de la Sindicatura de Greuges de Barcelona 2011","text","info:eu-repo/semantics/other | info:eu-repo/semantics/report | info:eu-repo/semantics/report | info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"","","Institut Municipal d'Educació (Barcelona) | Àrea de Drets Socials","","Barcelona | Barcelona | Barcelona","2015","","","2016-06-21","2016-06-21","Informe presentat a la Comissió de Drets Socials, Cultura i Esports de 21-06-2016","","","","","application/pdf","11 p.","application/pdf","","","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/97524","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Institut Municipal d'Educació (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","Integració social | Ocupació | Discapacitats | Mercat de treball | Política laboral | Social integration | Employment (Economic theory) | People with disabilities | Labor market | Labor policy | Integración social | Empleo | Personas con discapacidad | Mercado de trabajo | Política laboral","Ocupació | Societat i benestar","informes als òrgans de govern","","Xarxa d'inclusió laboral en el mercat ordinari de les persones amb discapacitat de Barcelona (xarxa XIB): informe","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Àrea de Drets de Ciutadania, Cultura, Participació i Transparència | Consell Municipal d'Immigració (Barcelona)","","Barcelona | Barcelona | Barcelona","2016 | 2017 | 2018 | 2019 | 2020 | 2021 | 2022 | 2023 | 2024 | 2025","","","2018-06-25","2018-06-25","","","","","","application/pdf","17 p.","application/pdf","","","","Mandat 2015-2019","http://hdl.handle.net/11703/112656","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Política de l'habitatge | Habitatge públic | Dret a l'habitatge | Política social | Housing policy | Public housing | Right to housing | Social policy | Política de vivienda | Viviendas de protección oficial | Derecho a la vivienda | Política social","Habitatge | Societat i benestar","informes als òrgans de govern","Pla pel Dret a l'Habitatge de Barcelona 2016-2025","Les polítiques d'habitatge 2016-2025","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Alcaldia","","Barcelona | Barcelona | Barcelona","2012 | 2013 | 2014 | 2015","","","2015-01-30","2015-01-30","Informe presentat al Plenari del Consell Municipal el 30-01-2015","","","","","application/pdf","120 p.","application/pdf","17618","","","Mandat 2011-2015","http://hdl.handle.net/11703/86764","cat","Ajuntament de Barcelona","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Planificació estratègica | Desenvolupament econòmic | Assistència social | Qualitat de vida | Strategic planning | Economic development | Public welfare | Quality of life | Planificación estratégica | Desarrollo económico | Bienestar social | Calidad de vida","Societat i benestar | Sector públic | Economia","informes als òrgans de govern | informes d'avaluació i de seguiment","Programa d'Actuació Municipal (PAM) 2012-2015 (Barcelona)","Marc estratègic de l'Ajuntament de Barcelona: balanç 2014","Barcelona 2015 : impuls a la recuperació econòmica i compromís amb el benestar de les persones : informe","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other | info:eu-repo/semantics/other | info:eu-repo/semantics/report",""
"","","Àrea d'Acció Social i Ciutadania","","Barcelona | Barcelona | Barcelona","2005 | 2006 | 2007 | 2008 | 2009 | 2010","","","2006-10-06","2006-10-06","Informe presentat al Plenari del Consell Municipal el 06-10-2006","","","","","application/pdf","27 p.","application/pdf","610 | PMIS2","","","Mandat 2003-2007","http://hdl.handle.net/11703/89206","cat","Ajuntament de Barcelona","http://hdl.handle.net/11703/88743","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Política social | Integració social | Serveis socials | Assistència social | Social policy | Social integration | Human services | Public welfare | Política social | Integración social | Servicios sociales | Bienestar social","Societat i benestar","informes als òrgans de govern | informes d'avaluació i de seguiment","Pla Municipal per a la Inclusió Social 2005-2010 (Barcelona)","Pla Municipal per a la Inclusió Social : I informe de seguiment","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other | info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Direcció de Serveis de Mobilitat | Gerència de Prevenció, Seguretat i Mobilitat","","Barcelona | Barcelona | Barcelona","","","","2015-02-19","2015","Informe presentat a la Comissió de Seguretat i Mobilitat del 19-02-2015","","","","","application/pdf","13 p.","application/pdf","17922 | 17922orig","","","Mandat 2011-2015","http://hdl.handle.net/11703/89216","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Zones de vianants | Carreteres | Rehabilitació urbana | Pedestrian zones | Roads | Urban renewal | Zonas peatonales | Carreteras | Rehabilitación urbana","Seguretat","informes als òrgans de govern","","Informe sobre plataformes úniques","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Districte 8. Nou Barris","","Barcelona. Districte 8. Nou Barris | Barcelona. District 8. Nou Barris | Barcelona. Distrito 8. Nou Barris","2016","","","2016-03-02","2016-03","Informe presentat al Consell Plenari del Districte de Nou Barris de 02-03-2016","","","","","application/pdf","27 p.","application/pdf","","","districtes","Mandat 2015-2019","http://hdl.handle.net/11703/117934","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Participació ciutadana | Citizen participation | Participación ciudadana | Política de l'habitatge | Housing policy | Política de vivienda | Política econòmica | Economic policy | Política económica","Sector públic | Habitatge | Economia","informes als òrgans de govern | informes d'avaluació i de seguiment","Programa d'Actuació del Districte de Nou Barris (PAD) 2016-2019 (Barcelona) | Pla de Barris 2016-2026 (Barcelona)","Informe regidora Plenari 02-03-2016 [versió presentació]","","text","info:eu-repo/semantics/report",""
"","","Institut de Cultura de Barcelona","","Barcelona | Barcelona | Barcelona","2007 | 2008 | 2009 | 2010 | 2011","","","2010-11-30","2011","Informe presentat a la Comissió de Cultura, Educació i Benestar Social de 30-11-2010 | Citat a la Gaseta Municipal de Barcelona, núm. 5 (10-02-2011)","","","","","application/pdf","28 p.","application/pdf","8099","","entitats públiques empresarials","Mandat 2007-2011","http://hdl.handle.net/11703/88685","cat","","","","","","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Equipaments culturals | Museus | Política cultural | Arts facilities | Museums | Cultural policy | Equipamientos culturales | Museos | Política cultural","Cultura i oci","informes als òrgans de govern | informes d'avaluació i de seguiment","Pla Estratègic de Cultura de Barcelona. Nous Accents 2006","Barcelona: museus i patrimoni cultural 2007-2011 : informe","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/report | info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","","","","2010-11-20","2010","Informe presentat a la Comissió de Presidència, Territori i Funció Pública de 20-11-2010 | També disponible en format paper | Citat a la  Gaseta Municipal de Barcelona, núm. 34 (10-12-2010)","","","","","application/pdf","15 p.","application/pdf","8136","","","Mandat 2007-2011","http://hdl.handle.net/11703/90203","cat","Ajuntament de Barcelona","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Xarxes d'empreses | Organismes internacionals | Relacions internacionals | Business networks | International agencies | International relations | Redes de empresas | Organismos internacionales | Relaciones internacionales","Economia","informes als òrgans de govern","","Barcelona, lideratge en xarxes internacionals : informe","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Àrea de Benestar i Cohesió Territorial","","Barcelona | Barcelona | Barcelona","2006 | 2007 | 2008 | 2009 | 2010 | 2011","","","2009-11-17","2009","Informe presentat a la Comissió de Cultura, Educació i Benestar de 17-11-2009 | Citat a la Gaseta Municipal de Barcelona, núm. 3 (20-01-2010), p. 286-290","","","","","application/pdf","16 p.","application/pdf","4615","","","Mandat 2007-2011","http://hdl.handle.net/11703/88682","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Política cultural | Cultural policy | Política cultural","","informes als òrgans de govern","Pla Estratègic de Cultura de Barcelona. Nous Accents 2006","Nous públics per a la cultura : informe","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"","","Consell de Ciutat de Barcelona","","Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","2004 | 2005 | 2006 | 2007","","","2006-09","2006-09","A portada: Document provisional sotmès a consideració del Consell de Ciutat i Audiència Pública. | Informe presentat al Consell de Ciutat i la Audiència Pública al setembre de 2006","","","","","application/pdf","35 p.","application/pdf","PAD_2004_2007_TOTS_INF | 1594","","districtes","Mandat 2003-2007","http://hdl.handle.net/11703/96337","cat","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Planificació estratègica | Estadístiques | Strategic planning | Statistics | Planificación estratégica | Estadísticas","Sector públic","informes als òrgans de govern | informes d'avaluació i de seguiment","Programa d'Actuació dels Districtes (PADs) 2004-2007 (Barcelona) | Programa d'Actuació del Districte de Ciutat Vella (PAD) 2004-2007 (Barcelona) | Programa d'Actuació del Districte de l'Eixample (PAD) 2004-2007 (Barcelona) | Programa d'Actuació del Districte d'Horta-Guinardó (PAD) 2004-2007 (Barcelona) | Programa d'Actuació del Districte de Gràcia (PAD) 2004-2007 (Barcelona) | Programa d'Actuació del Districte de Les Corts (PAD) 2004-2007 (Barcelona) | Programa d'Actuació del Districte de Nou Barris (PAD) 2004-2007 (Barcelona) | Programa d'Actuació del Districte de Sant Andreu (PAD) 2004-2007 (Barcelona) | Programa d'Actuació del Districte de Sant Martí (PAD) 2004-2007 (Barcelona) | Programa d'Actuació del Districte de Sants-Montjuïc (PAD) 2004-2007 (Barcelona) | Programa d'Actuació del Districte de Sarrià-Sant Gervasi (PAD) 2004-2007 (Barcelona)","Pla d'Actuació dels Districtes 2004-2007: informe de seguiment","","text","info:eu-repo/semantics/report | info:eu-repo/semantics/other | info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
