"dcAccrualPeriodicity","dccontributorauthor","dccoveragespatial","dccoveragetemporal","dcdatecreated","dcdateissued","dcdescription","dcdescriptionabstract","dcdescriptiontableofcontents","dcformat","dcformatextent","dcidentifierBG","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationisbasedon","dcrelationisbasisfor","dcrelationreferences","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","Unnamed: 33"
"","Servei de Premsa","Barcelona","","2017-03-15","2017-03-15","","L’Ajuntament de Barcelona, a través de l’empresa municipal BCASA, s’adhereix a l’Associació d’Operadors Públics d’Aigua “Aqua Publica Europa” (APE), la principal xarxa europea de ciutats amb gestió pública de l’aigua","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101752","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Política ambiental. Aigua","Medi ambient","notes de premsa","","Barcelona s’integra a la xarxa europea de ciutats que gestionen públicament l’aigua","","text",""
"","Servei de Premsa","Barcelona","","2017-04-25","2017-04-25","","L'Ajuntament de Barcelona programa tot un seguit d'activitats al voltant del Dia Internacional de la Conscienciació sobre el Soroll (26 d'abril) El Pla de Reducció de la Contaminació Acústica i el Mapa de Soroll de Barcelona segueixen la directiva de la Unió Europea sobre l'avaluació i gestió del soroll ambiental, amb l'objectiu de concretar una política comunitària comuna en la lluita contra el soroll","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/102012","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Civisme. Soroll. Contaminació acústica","Societat i benestar","notes de premsa","Pla per a la Reducció de la Contaminació Acústica 2010-2020 (Barcelona)","Barcelona sensibilitza la ciutadania perquè hi hagi menys soroll a la ciutat","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","2017","2017-10-16","2017-10-16","Podeu consultar la versió en català a: http://hdl.handle.net/11703/106007","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/106009","cas","","http://hdl.handle.net/11703/106007","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Treball nocturn. Soroll. Espais públics","Medi ambient","notes de premsa","","La síndica ha supervisado durante el año 2017 cinco quejas por molestias de ruido nocturno que provoca la carga y descarga en diferentes establecimientos de la ciudad","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona. Districte 3. Sants-Montjuïc. Poble Sec (Barcelona : Barri). Mare de Déu del Port, Carrer (Barcelona)","","2018-01-10","2018-01-10","Podeu consultar un dictamen sobre aquest tema a: http://hdl.handle.net/11703/107249","La Síndica posa de  relleu la seva  preocupació  pel  manteniment  del  recinte  del  Cementiri  de  Montjuïc i pel mal estat de conservació dels nínxols","","application/pdf","4 p.","","","Mandat 2015-","http://hdl.handle.net/11703/107250","cat","","http://hdl.handle.net/11703/107249","","","","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","Tombes. Ensorrament. Cementiri de Montjuïc (Barcelona)","Societat i benestar","dictàmens. notes de premsa","","La sindica alerta de la manca de manteniment i el mal estat de conservació en moltes de les construccions funeràries del Cementiri de Montjuïc","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-10-26","2016-10-26","Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/98709","","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/98708","cat","","http://hdl.handle.net/11703/98709","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Seguretat en el treball","Seguretat","notes de premsa","","La síndica diu que els i les vigilants de l'àrea verda i la blava d'aparcament siguin considerats agents de l'autoritat per evitar agressions","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2017-03-14","2017-03-14","Podeu consultar la versió en castellà a:  http://hdl.handle.net/11703/101421","","","application/pdf","4 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101419","cat","","http://hdl.handle.net/11703/101421","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Convivència. Ordenances municipals. Civisme","Societat i benestar","notes de premsa","","Assumpció Vilà: ""L'Ordenança de convivència no és eficaç per promoure el civisme i castiga indegudament els col·lectius vulnerables""","","text",""
"","Sindicatura de Greuges de Barcelona. Servei de Premsa","Barcelona","","2016-05-02","2016-05-02","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/97204","cat","","http://hdl.handle.net/11703/97205","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","","notes de premsa","","La síndica reclama incrementar les inspeccions dels pisos turístics il•legals i dels que causen molèsties a la Barceloneta","","text",""
"","Sindicatura de Greuges de Barcelona","Raval (Barcelona : Barri). Barcelona. Districte 1. Ciutat Vella","","2016-11-22","2016-11-22","Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/99103","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/99102","cat","","http://hdl.handle.net/11703/99103","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Esport","notes de premsa","","Vilà insta a l'Ajuntament a salvar el gimnàs Sant Pau del Raval","","text",""
"","Servei de Premsa","Barcelona","","2017-04-05","2017-04-05","","Els municipis demanen que el pressupost de l’Estat s’acosti al dels països de l’entorn i que reguli en contra dels lloguers abusius o bé cedeixi les competències i els recursos a les grans ciutats afectades","","application/pdf","4 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101774","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Política de l'habitatge. Dret a l'habitatge","Habitatge","notes de premsa","","Les principals ciutats metropolitanes reclamen més pressupost i que es convoqui el Pacte Nacional pel Dret a l’Habitatge","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2017-01-18","2017-01-18","Podeu consultar la versió en català a: http://hdl.handle.net/11703/99718","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/99719","cas","","http://hdl.handle.net/11703/99718","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Gossos. Convivència","Societat i benestar","notes de premsa","","La síndica propone establecer una limitación horaria de las zonas de recreo de perros para garantizar el descanso vecinal","","text",""
"","Servei de Premsa","Barcelona","","2015-12-01","2015-12-01","","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84321","cat","","","","","","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","","","notes de premsa","","Colau: “Fira de Barcelona ha de consolidar les seves bones perspectives de futur i avançar en el retorn social de la seva activitat","","text",""
"","Servei de Premsa","Barcelona","","2015-11-30","2015-11-30","","","","application/pdf","4 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84318","cat","","","","","","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","","","notes de premsa","","Barcelona posa en marxa un servei d’atenció a la pobresa energètica a Nou Barris, Sant Andreu i Sant Martí","","text",""
"","Servei de Premsa","Barcelona","","2015-11-23","2015-11-23","","","","application/pdf","13 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84306","cat","","","","","","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","Masclisme. Violència envers les dones. Prevenció","Societat i benestar","notes de premsa","","Barcelona desplega un nou paquet de mesures per lluitar contra la violència masclista","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-06-21","2016-06-21","","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/97489","cat","","http://hdl.handle.net/11703/97488","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Escoles bressol. Qualitat total en l'educació","Educació","notes de premsa","","La síndica diu que l'externalització i l'augment de la ratio d'infants per aula han pogut tenir impacte en la qualitat educativa en les escoles bressol municipals.","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-10-26","2016-10-26","Podeu consultar la versió en català a: http://hdl.handle.net/11703/98708","","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/98709","cas","","http://hdl.handle.net/11703/98708","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Seguretat en el treball","Seguretat","notes de premsa","","La síndica dice que los y las vigilantes del àrea verde y la azul de aparcamiento sean considerados agentes de la autoridad para evitar agresiones.","","text",""
"","Servei de Premsa","Barcelona","","2015-11-17","2015-11-17","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84302","cat","","","","","","","CC-BY","openAccess","","http://creativecommons.org/licenses/by/4.0/deed.ca","","Ciència i tecnologia","notes de premsa","","Ada Colau inaugura l’Smart City Expo World Congress 2015","","text",""
"","Transports Metropolitans de Barcelona. Servei de Premsa","Barcelona","","2014-07-01","2014-07-01","","","","application/pdf","4 p.","18013","","Mandat 2011-2015","http://hdl.handle.net/11703/89927","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Autobusos. Transports Metropolitans de Barcelona. Transport urbà","","notes de premsa","","L'alcalde de Barcelona destaca que aquest any s'arribarà a gairebé el 50% de la Nova Xarxa de Bus","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2017-02-13","2017-02-13","Podeu consultar la versió en català a: http://hdl.handle.net/11703/100444","","","application/pdf","8 p.","","","Mandat 2015-","http://hdl.handle.net/11703/100445","cas","","http://hdl.handle.net/11703/100444","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Mobilitat. Turisme. Serveis socials. Reclamacions","Societat i benestar","notes de premsa","","Mobilidad, Turismo y Servicios Sociales, tres de los principales motivos de queja a la Síndica de Barcelona durante el año 2016","","text",""
"","Servei de Premsa","Barcelona","","2017-03-21","2017-03-21","","Un grup de treball constituït per administracions locals, operadors públics i moviments socials defineixen les bases per impulsar la gestió pública del servei","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101758","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Política ambiental. Aigua","","notes de premsa","","Ciutats, experts i entitats acorden a Barcelona els nous principis per a la gestió pública de l’aigua","","text",""
"","Institut Barcelona Esports","Barcelona","2017","2017-05-19","2017-05-19","","Durant l’acte s’ha destacat reiteradament el paper dels Jocs Paralímpics de Barcelona 92 com a potenciadors de l’esport adaptat, dels canvis urbanístics de la ciutat en pro de la mobilitat sense barreres arquitectòniques i de l’acceptació per part de la ciutadania d’aquesta realitat.","","application/pdf","2 p.","","organismes autònoms","Mandat 2015-","http://hdl.handle.net/11703/102461","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Jocs Paralímpics. Aniversaris. Esports. Competicions esportives. Logotips (Símbols)","Esport","notes de premsa","","Presentat el logotip commemoratiu del 25è aniversari del Jocs Paralímpics de Barcelona 92","","text",""
"","Servei de Premsa","Barcelona","","2017-02-22","2017-02-22","","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/100826","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Medalles d'Honor de Barcelona","Sector públic","notes de premsa","","L'Ajuntament reconeix Muriel Casals amb la Medalla d'Or de la Ciutat","","text",""
"","Institut Barcelona Esports","Barcelona. Districte 7. Horta-Guinardó","2017","2017-03-16","2017-03-16","","Es tracta d’una festa de participació oberta a tothom qui vulgui tastar l’ampli ventall d’esports de roda petita, com a practicant o com a espectador.","","application/pdf","1 p.","","organismes autònoms","Mandat 2015-","http://hdl.handle.net/11703/101744","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Patinatge sobre rodes","Esport","notes de premsa","","Torna la festa ‘Roda Barcelona’","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-09-05","2016-09-05","Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/98099","","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/98098","cat","","http://hdl.handle.net/11703/98099","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Sindicatura de Greuges de Barcelona","Societat i benestar","notes de premsa","","La síndica potenciarà la mediació i crearà un consell assessor aquest mandat","","text",""
"","Institut Barcelona Esports","Barcelona","2017","2017-05-30","2017-05-30","","Juntament amb les autoritats presents i convidats assistents, la regidora de Feminismes i LGTBI, Laura Pérez, i el comissionat d'Esports, David Escudé han atorgat el premi a la Dona Esportista a Erika Villaécija; el premi Mitjà de Comunicació a Laia Sanz i Eloi Vila; el premi al club esportiu al Club d'Atletisme Nou Barris; i el premi Mireia Tapiador a Encarnación Hernández","","application/pdf","2 p.","","organismes autònoms","Mandat 2015-","http://hdl.handle.net/11703/102464","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Premi Dona i Esport. Esports. Dones","Esport","notes de premsa","","Lliurament dels 10ns Premis Dona i Esport","","text",""
"","Servei de Premsa","Barcelona","","2014-01-29","2014-01-29","","","","application/pdf","5 p.","13003","","Mandat 2011-2015","http://hdl.handle.net/11703/89829","cat","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Comerç. Formació ocupacional. Barcelona Activa, S.A.","","notes de premsa","Programa Formatiu de Suport al Comerç de Proximitat 2012-2015 (Barcelona)","Obert al futur : Programa de formació de suport al comerç","","text",""
"","Servei de Premsa","Barcelona","","2015-10-30","2015-10-30","","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84068","cat","","","","","Codi Ètic del grup municipal Barcelona en Comú","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Organització i organigrames. Eleccions","Sector públic","notes de premsa","","Raimundo Viejo deixa avui el càrrec de regidor","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2017-09-14","2017-09-14","","","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/105316","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","","notes de premsa","","La síndica dóna la raó al veïnat d'una finca de Sants-Montjuïc al qual l'Ajuntament va multar per no reparar amb diligència uns danys a la façana causats per un camió d'escombraries","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-11-14","2016-11-14","Podeu consultar la versió en català a: http://hdl.handle.net/11703/98941","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/98944","cas","","http://hdl.handle.net/11703/98941","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Serveis funeraris. Preus","","notes de premsa","","El Ayuntamiento acepta diferentes recomendaciones de la síndica y tomará medidas para abaratar el precio de los servicios funerarios en Barcelona, uno de los mas caros de España","","text",""
"","Servei de Premsa","Barcelona. Districte 3. Sants-Montjuïc. Zona Franca (Barcelona : Barri)","","2017-03-31","2017-03-31","","El Consell Plenari dona el vistiplau al compromís pel qual el consistori es dota de dues parcel·les que se cediran a la Generalitat perquè hi construeixi dos nous centres penitenciaris","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101770","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Presons. Presó Model de Barcelona. Ordenació del territori. Rehabilitació urbana","Urbanisme i infraestructures","notes de premsa","","L’Ajuntament ratifica les permutes de terrenys acordades amb el Consorci de la Zona Franca per al trasllat de les presons Model i de Trinitat Vella","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-11-02","2016-11-02","Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/98768. Podeu consultar un dictamen sobre aquest tema a: http://hdl.handle.net/11703/98778","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/98767","cat","","http://hdl.handle.net/11703/98768. http://hdl.handle.net/11703/98778","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Parcs infantils. Reclamacions. Supressió de barreres arquitectòniques","Societat i benestar. Cultura i oci","notes de premsa","","La síndica demana l'Ajuntament que construeixi més zones de jocs infantils plenament accessibles i adaptades a persones amb discapacitat.","","text",""
"","Servei de Premsa","Barcelona","","2017-03-13","2017-03-13","Es basa en: Introducció d'un sistema de tarifació social al servei d'Escoles Bressol Municipals de Barcelona : mesura de govern [http://hdl.handle.net/11703/105410]","L’objectiu és corregir el que succeïa fins ara, quan una família de quatre membres que ingressava 27.000 euros/any pagava el mateix que una família de quatre membres que ingressava més de 75.000 euros/any","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101751","cat","","","http://hdl.handle.net/11703/105410","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Escoles bressol. Política econòmica. Preus","Educació","notes de premsa","","Barcelona implanta la tarifació social a les escoles bressol públiques","","text",""
"","Servei de Premsa","Barcelona","","2017-02-22","2017-02-22","","","","application/pdf","1 p.","","","Mandat 2015-","http://hdl.handle.net/11703/100832","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Festes de la Mercè (Barcelona). Ciutats","Cultura i oci","notes de premsa","","Reykjavík serà la ciutat convidada per la Mercè 2017","","text",""
"","Servei de Premsa","Barcelona","","2017-02-24","2017-02-24","","L’alcaldessa ha defensat les polítiques d’habitatge del consistori, que han multiplicat per quatre el seu pressupost i que han permès incrementar els ajuts a famílies perquè aquestes no perdin el seu habitatge per impagament del lloguer. També ha defensat el protocol d’actuació de la Guàrdia Urbana davant de l’assetjament immobiliari","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101768","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Colau, Ada. Consell Municipal de Barcelona. Plenari","Sector públic","notes de premsa","","Sessió de control a l’alcaldessa","","text",""
"","Servei de Premsa","Barcelona","2016","2017-03-01","2017-03-01","","La liquidació del pressupost 2016 s’aprova amb un grau d’execució del 97,6%, un dels índex més alts dels últims 20 anys","","application/pdf","4 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101746","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals. Política econòmica. Superàvit","Economia","notes de premsa","","Barcelona proposa destinar el superàvit a reforçar la liquiditat municipal i a inversions financerament sostenibles","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-11-02","2016-11-02","Podeu consultar la versió en català a: http://hdl.handle.net/11703/98767","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/98768","cas","","http://hdl.handle.net/11703/98767","","http://hdl.handle.net/11703/98778","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Parcs infantils. Supressió de barreres arquitectòniques. Reclamacions","Societat i benestar. Cultura i oci","notes de premsa","","La síndica pide al Ayuntamiento que construya más zonas de juegos infantiles plenamente accesibles y adaptadas a personas con discapacidad","","text",""
"","Servei de Premsa","Barcelona","","2015-11-29","2015-11-29","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84317","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Canvis climàtics. Política ambiental","Medi ambient","notes de premsa","","Barcelona mostra el seu compromís amb la justícia climàtica desplegant una pancarta a la façana de l’Ajuntament","","text",""
"","Servei de Premsa","Barcelona","","2017-02-22","2017-02-22","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/100830","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Refugiats. Manifestacions","Societat i benestar","notes de premsa","","L'alcaldessa demana omplir els carrers de Barcelona dissabte per reclamar a Europa vies segures “per als qui fugen de l'horror”","","text",""
"","Servei de Premsa","Barcelona","","2017-02-22","2017-02-22","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/100820","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Alfabetització digital. Tecnologia de la informació. Empreses","Ciència i tecnologia","notes de premsa","","Barcelona s'alia amb les grans empreses telefòniques i tecnològiques per reduir la bretxa digital i maximitzar l'impacte dels seus programes socials","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-03-09","2016-03-09","Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/89679. Podeu consultar un dictamen sobre aquest tema: http://hdl.handle.net/11703/91771","","","application/pdf","4 p.","","","Mandat 2015-","http://hdl.handle.net/11703/89678","cat","","http://hdl.handle.net/11703/89679. http://hdl.handle.net/11703/91771","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Menjadors escolars. Beques","Educació","notes de premsa","","La síndica proposa que les beques de menjador extraordinàries, les que cobreixen tots els àpats, siguin una prioritat","","text",""
"","Servei de Premsa","París (França)","2015","2015-12-03","2015-12-03","","","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84325","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Canvis climàtics. Política ambiental","Medi ambient","notes de premsa","","Barcelona tindrà un paper actiu en la trobada mundial de ciutats contra el canvi climàtic, a París","Conferència de les Parts de la Convenció Marc de Nacions Unides sobre Canvi Climàtic (COP21 / CMP11) (21a : 2015 : Paris)","text",""
"","Servei de Premsa","Barcelona","","2017-04-10","2017-04-10","Fa referència al document Oportunitats educatives a Barcelona: l'educació de la infància i l'adolescència a la ciutat: informe [http://hdl.handle.net/11703/101885]","Difusió de l'Informe d'Oportunitats Educatives en la Infància i l'Adolescència. Elaborat per l'Institut d'Infància i Adolescència, l'informe recull les dades educatives de la ciutat, detallades per districtes","","application/pdf","6 p.","","","Mandat 2015-","http://hdl.handle.net/11703/105301","cat","","","","","http://hdl.handle.net/11703/101885","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Política educativa. Educació infantil. Educació primària. Educació secundària obligatòria","","notes de premsa","","Barcelona elabora el primer Informe d'Oportunitats Educatives en la Infància i l'Adolescència, recollint els indicadors educatius per districte","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-12-13","2016-12-13","Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/99315","","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/99314","cat","","http://hdl.handle.net/11703/99315","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Residus. Conducta compulsiva","Salut","notes de premsa","","La síndica alerta del risc per a la salut i la seguretat que pot suposar la lenta i poc adequada actuació municipal davant dels casos de síndrome de Diógenes a Barcelona","","text",""
"","Servei de Premsa","Barcelona","2016","2017-03-19","2017-03-19","","L’ajuntament invertirà 33 milions d’euros al 2017 en la reforma i nova construcció de nous mercats a la ciutat. Són 11 milions més que els que es van invertir l’any 2016","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/101755","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Mercats. Indicadors econòmics","Comerç","notes de premsa","","Els mercats de Barcelona continuen augmentant el nombre de visites amb 66,8 milions l’any 2016","","text",""
"","Servei de Premsa","París (França)","2015","2015-12-04","2015-12-04","","","","application/pdf","4 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84329","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Política ambiental. Canvis climàtics","Medi ambient","notes de premsa","","Barcelona presenta als líders locals de tot el món el seu “Compromís pel Clima”","Conferència de les Parts de la Convenció Marc de Nacions Unides sobre Canvi Climàtic (COP21 / CMP11) (21a : 2015 : Paris)","text",""
"","Servei de Premsa","Bon Pastor (Barcelona : Barri). Barcelona. Districte 9. Sant Andreu","","2015-11-11","2015-11-11","","","","application/pdf","4 p.","","","Mandat 2015-","http://hdl.handle.net/11703/84113","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Habitatge públic. Urbanisme. Patronat Municipal de l'Habitatge de Barcelona","Urbanisme i infraestructures","notes de premsa","","L’Ajuntament posa en marxa una nova fase de la remodelació de les cases barates del Bon Pastor","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2016-03-03","2016-03-03","","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/89639","cas","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Projectes urbanístics","Urbanisme i infraestructures","notes de premsa","","La síndica consigue que el Ayuntamiento devuelva un aval de unos 120.000 euros que un constructor de Gracia depositó en 1997","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona","","2017-02-24","2017-02-24","Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/100842","","","application/pdf","3 p.","","","Mandat 2015-","http://hdl.handle.net/11703/100841","cat","","http://hdl.handle.net/11703/100842","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Contaminació acústica. Política ambiental","Medi ambient","notes de premsa","","La síndica demana polítiques i recursos per combatre la contaminació atmosfèrica","","text",""
"","Sindicatura de Greuges de Barcelona","Barcelona. Districte 1. Ciutat Vella. Raval (Barcelona : Barri). Drassanes, Avinguda (Barcelona)","","2017-05-18","2017-05-18","Podeu consultar la versió en català a: http://hdl.handle.net/11703/102292","","","application/pdf","2 p.","","","Mandat 2015-","http://hdl.handle.net/11703/102293","cas","","http://hdl.handle.net/11703/102292","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Reclamacions. Construcció. Hotels. Turisme i urbanisme","Urbanisme i infraestructures","notes de premsa","","Recibida una queja de la Plataforma salvem les Drassanes por ""falta de transparencia"" del Ayuntamiento en el proyecto de construcción de un hotel en el Raval","","text",""
"","Institut Barcelona Esports","Barcelona","","2017-02-22","2017-02-22","","","","application/pdf","1 p.","","organismes autònoms","Mandat 2015-","http://hdl.handle.net/11703/100798","cat","","","","","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Esports. Competicions esportives. Futbol. Futbol Club Barcelona","Esport","notes de premsa","","David Escudé assisteix al partit entre el FCBarcelona i la UD Las Palmas","","text",""
