"Anys_Periode","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Nombre"
"2011-2015",1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera",474
"2011-2015",2,"Eixample",5,"el Fort Pienc",865
"2011-2015",2,"Eixample",6,"la Sagrada Família",1519
"2011-2015",2,"Eixample",7,"la Dreta de l'Eixample",1662
"2011-2015",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",1252
"2011-2015",2,"Eixample",9,"la Nova Esquerra de l'Eixample",1424
"2011-2015",2,"Eixample",10,"Sant Antoni",1078
"2011-2015",3,"Sants-Montjuïc",11,"el Poble Sec",924
"2011-2015",3,"Sants-Montjuïc",12,"la Marina del Prat Vermell",48
"2011-2015",3,"Sants-Montjuïc",13,"la Marina de Port",568
"2011-2015",3,"Sants-Montjuïc",14,"la Font de la Guatlla",365
"2011-2015",3,"Sants-Montjuïc",15,"Hostafrancs",352
"2011-2015",3,"Sants-Montjuïc",16,"la Bordeta",430
"2011-2015",3,"Sants-Montjuïc",17,"Sants - Badal",508
"2011-2015",3,"Sants-Montjuïc",18,"Sants",1100
"2011-2015",4,"Les Corts",19,"les Corts",1131
"2011-2015",4,"Les Corts",20,"la Maternitat i Sant Ramon",474
"2011-2015",4,"Les Corts",21,"Pedralbes",259
"2011-2015",5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes",131
"2011-2015",5,"Sarrià-Sant Gervasi",23,"Sarrià",742
"2011-2015",5,"Sarrià-Sant Gervasi",24,"les Tres Torres",330
"2011-2015",5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova",698
"2011-2015",5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany",1305
"2011-2015",5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró",691
"2011-2015",6,"Gràcia",28,"Vallcarca i els Penitents",425
"2011-2015",6,"Gràcia",29,"el Coll",122
"2011-2015",6,"Gràcia",30,"la Salut",398
"2011-2015",6,"Gràcia",31,"la Vila de Gràcia",1512
"2011-2015",6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova",945
"2011-2015",7,"Horta-Guinardó",33,"el Baix Guinardó",866
"2011-2015",7,"Horta-Guinardó",34,"Can Baró",243
"2011-2015",7,"Horta-Guinardó",35,"el Guinardó",856
"2011-2015",7,"Horta-Guinardó",36,"la Font d'en Fargues",265
"2011-2015",7,"Horta-Guinardó",37,"el Carmel",569
"2011-2015",7,"Horta-Guinardó",38,"la Teixonera",238
"2011-2015",7,"Horta-Guinardó",39,"Sant Genís dels Agudells",242
"2011-2015",7,"Horta-Guinardó",40,"Montbau",327
