"ID","METODE","DATA","Codi_Districte","Nom_Districte","F0","F1","F2","RENDA","Q1","Q2","EDAT","ID4","ID4_PAIS","ID5","P9","ID7","ID8","ID9","P1","P1A","Q1A","P1B","P2_1","P2_2","P2_3","P2_4","P2_6","P2_7","P2_5","P2_5B","P2","P2A","P2B","P3_1","P3_2","P3_3","P3_0","P3_95","P3_98","P3_99","P4","P5A_1","P5A_2","P5A_3","P5A_4","P5A_5","P5A_6","P5A_7","P5A_8","P5A_9","P5A_10","P5A_11","P5A_12","P5A_13","P5A_14","P5A_15","P5A_16","P5A_17","P5A_18","P5A_19","P5A_20","P5A_18_cod","P6","P7","Q8","P8B","P9B","P10","P10B_1","P10B_2","P10B_3","P10B_4","P10B_5","P10B_6","P10B_95","P10B_98","P10B_99","P11_0","P11_1","P11_2","P11_3","P11_4","P11_5","P11_98","P11_99","P11B","P11C_1","P11C_2","P11C_3","P11C_4","P11C_5","P11C_6","P11C_95","P11C_98","P11C_99","P12","Q12","P13","P13B_1","P13B_2","P13B_3","P13B_4","P13B_5","P13B_98","P13B_99","ID10","ID11","P14","P14_1cod","P14_2cod","P5A_1rec","P5A_2rec","P5A_3rec","P5A_4rec","P5A_5rec","P5A_6rec","P5A_7rec","P5A_8rec","P5A_9rec","P5A_10rec","P5A_11rec","P5A_12rec","P5A_13rec","P5A_14rec","P5A_15rec","P5A_16rec","P5A_17rec","P5A_18rec","P5A_19rec","P5A_20rec","P2_LLAR","Longitud","Latitud","Pes"
5356,1,20201028,8,"Nou Barris",1,1,1,1,2,20,1,1,"",5,"",6,5,1,1,2.0,8.0,"",7,5,3,1,2,2,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,5.0,5.0,1.0,1.0,"",1.0,5,8.0,"","",2.0,"","","",4.0,"","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",2,7.0,3,"","","","","","","",4,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,16.0,2.1833801,41.4490679,0.7339180000000001
5357,1,20201030,7,"Horta - Guinardó",1,1,1,2,2,48,4,1,"",1,5.0,2,4,0,2,"","",95.0,4,1,2,1,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,5.0,5.0,5.0,5.0,4.0,1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,5.0,5.0,1.0,4.0,"",1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",3,2,"","","",1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,2.1772949,41.4046924,1.6428029999999998
5358,1,20201030,9,"Sant Andreu",1,1,1,1,2,30,2,3,152.0,1,1.0,2,14,4,1,1.0,2.0,"",9,1,2,2,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,1.0,4.0,5.0,1.0,3.0,2.0,3.0,2.0,5.0,5.0,5.0,3.0,4.0,5.0,2.0,1.0,2.0,2.0,2.0,0,"",4.0,2.0,2.0,"","","","","","",95.0,"","",0.0,"","","","","","","","","","","","","","","","","",1,"",2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,14.0,2.1790453999999997,41.3886584,0.694187
5369,1,20201030,5,"Sarrià - Sant Gervasi",2,1,1,5,2,41,3,3,250.0,1,3.0,4,4,2,1,1.0,9.0,"",2,2,2,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,4.0,5.0,4.0,1.0,1.0,2.0,1.0,4,5.0,"",2.0,1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,9.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,2.1784893,41.3991096,0.6917369999999999
5377,1,20201030,10,"Sant Martí",1,1,1,4,1,53,4,1,"",1,5.0,4,5,3,1,2.0,8.0,"",4,2,1,1,1,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,5.0,5.0,1.0,2.0,5.0,3.0,2.0,5.0,5.0,5.0,3.0,2.0,3.0,5.0,2.0,5.0,"",2.0,0,"",1.0,"",1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,4.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,8.0,2.1976313999999997,41.4036385,0.670283
5378,1,20201028,10,"Sant Martí",1,1,1,4,1,44,3,1,"",1,5.0,4,3,1,1,2.0,9.0,"",3,2,2,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,5.0,5.0,5.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,5.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,1.0,5,8.0,"","",1.0,"","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",1,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,"","",0.7611
5379,1,20201028,2,"Eixample",2,1,1,3,1,52,4,1,"",1,3.0,3,2,0,1,2.0,8.0,"",2,0,2,0,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,3.0,5.0,1.0,4.0,3.0,2.0,2.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0,2.0,"",1.0,0,"",2.0,2.0,"","","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",2,8.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.1776517,41.402182200000006,0.9237799999999999
5380,1,20201028,4,"Les Corts",1,1,1,4,1,27,2,1,"",1,5.0,3,2,0,1,2.0,9.0,"",2,0,2,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,5.0,5.0,5.0,2.0,5.0,2.0,4.0,1.0,4.0,5.0,1.0,3.0,5.0,4.0,5.0,1.0,3.0,"",2.0,6,1.0,"","","","","","","","","","","","","","","","",4.0,"","","",1.0,"","","","","","","","","",0,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0,2.1402134,41.385949,0.696377
5387,1,20201028,8,"Nou Barris",2,1,1,1,1,44,3,1,"",1,5.0,3,2,0,1,2.0,8.0,"",3,0,1,1,0,2,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,4.0,2.0,4.0,5.0,1.0,3.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,1.0,4.0,1.0,2.0,1.0,6,5.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",2,"","","","","","","",4,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,5.0,2.1797685,41.4392028,0.656777
5388,1,20201028,2,"Eixample",1,1,1,3,1,54,4,1,"",1,2.0,4,3,1,1,2.0,7.0,"",2,1,2,1,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,4.0,3.0,5.0,2.0,1.0,5.0,1.0,1.0,0,"",2.0,1.0,2.0,"","","","",5.0,"","","","",0.0,"","","","","","","","","","","","","","","","","",2,7.0,1,"",2.0,3.0,"","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,6.0,2.1566317,41.3781821,0.9237799999999999
5390,1,20201028,1,"Ciutat Vella",2,1,1,2,1,29,2,3,250.0,1,4.0,1,1,0,1,2.0,10.0,"",1,0,1,0,1,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,3.0,4.0,5.0,5.0,4.0,5.0,2.0,2.0,1.0,2.0,1.0,0,"",1.0,1.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.1782917,41.3829711,1.8377240000000001
5393,1,20201028,5,"Sarrià - Sant Gervasi",1,1,1,5,2,41,3,1,"",1,2.0,4,3,0,1,2.0,1.0,"",3,1,3,2,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,5.0,3.0,"",1.0,0,"",1.0,1.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,6.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,9.0,2.1394007,41.4117774,0.6917369999999999
5395,1,20201028,1,"Ciutat Vella",2,1,2,3,2,34,2,2,"",1,5.0,3,2,0,1,1.0,7.0,"",2,1,2,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,1.0,2.0,5.0,5.0,3.0,4.0,4.0,1.0,4.0,4.0,1.0,5.0,5.0,5.0,2.0,5.0,1.0,2.0,1.0,0,"",3.0,"","","","","","","","","","","","","","","","",5.0,"","",1.0,"","","","","","","","","",0,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,5.0,2.1807287,41.3879705,0.989123
5396,1,20201028,4,"Les Corts",1,1,1,4,2,42,3,1,"",1,2.0,1,1,0,1,2.0,10.0,"",1,0,1,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,3.0,4.0,5.0,5.0,1.0,3.0,1.0,4.0,2.0,4.0,4.0,5.0,3.0,3.0,5.0,5.0,1.0,1.0,"",1.0,0,"",1.0,2.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,8.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.1171646,41.3769609,0.754207
5398,1,20201028,4,"Les Corts",2,1,1,4,1,21,1,1,"",1,4.0,4,3,0,1,2.0,8.0,"",3,1,2,0,0,1,1,1.0,1,1.0,"",1.0,"","","","","","",1,1.0,1.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,5.0,5.0,2.0,1.0,"",1.0,4,6.0,"",2.0,"","","","","","","","","","","","","","","",5.0,"","",1.0,"","","","","","","","","",2,7.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.1266317999999997,41.380264600000004,0.721884
5399,1,20201028,8,"Nou Barris",1,1,2,1,1,75,7,1,"",3,"",1,1,0,1,2.0,10.0,"",1,1,1,0,0,1,0,"",1,1.0,"",1.0,"","","","","","",1,3.0,1.0,5.0,1.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,1.0,"",2.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,98.0,3,"","","","","","","",5,2,"","","",1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.1820827,41.4303297,0.643562
5400,1,20201029,2,"Eixample",1,1,1,4,2,54,4,1,"",1,5.0,4,4,1,1,2.0,8.0,"",4,1,1,1,0,0,0,"",1,2.0,2.0,1.0,"","","","","","",1,1.0,1.0,5.0,1.0,4.0,5.0,1.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,"",1.0,4,8.0,"","",1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,9.0,2,"","","","","","","",5,2,"","","",1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,7.0,2.1499164,41.3821027,0.730645
5401,1,20201028,5,"Sarrià - Sant Gervasi",2,1,1,5,2,30,2,3,604.0,1,5.0,1,1,0,1,2.0,8.0,"",1,0,0,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,5.0,1.0,5.0,5.0,2.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,"",1.0,5,10.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,10.0,2,"","","","","","","",4,2,"","","",1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.1285505000000002,41.3992416,0.723572
5403,1,20201028,1,"Ciutat Vella",1,1,1,3,1,31,2,1,"",1,2.0,3,2,0,1,2.0,9.0,"",2,1,0,1,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,3.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,1.0,1.0,"",1.0,0,"",2.0,2.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,9.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.17515,41.385194399999996,0.952199
5405,1,20201028,2,"Eixample",2,1,1,5,2,27,2,3,642.0,1,5.0,2,2,0,1,2.0,8.0,"",2,1,1,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,2.0,1.0,5.0,1.0,5.0,5.0,1.0,2.0,3.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,"",2.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",2,"","","","","","","",4,2,"","","",1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,2.1670548,41.3960169,0.723572
5407,1,20201028,8,"Nou Barris",1,1,1,1,1,75,7,1,"",3,"",3,2,0,1,1.0,7.0,"",2,0,1,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,4.0,1.0,5.0,2.0,5.0,5.0,2.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,"",1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,5.0,3,"","","","","","","",2,2,"","","",1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.1786866000000003,41.443298600000006,0.643562
5412,1,20201028,5,"Sarrià - Sant Gervasi",1,1,1,5,2,62,5,1,"",1,1.0,3,2,0,1,2.0,9.0,"",2,2,1,1,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,1.0,4.0,"",1.0,0,"",1.0,0.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,8.0,3,"","","","","","","",2,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,2.1236922000000003,41.398859,0.572459
5414,1,20201028,10,"Sant Martí",2,1,2,4,1,38,3,3,68.0,1,3.0,2,2,0,2,"","",2.0,2,0,2,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,5.0,2.0,5.0,3.0,5.0,5.0,2.0,1.0,"",1.0,4,6.0,"",2.0,"","","","","","","","","","","","",2.0,"","","","","",1.0,"","","","","","","","","",0,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,"","",0.7611
5415,1,20201028,5,"Sarrià - Sant Gervasi",1,1,1,5,1,46,4,1,"",1,1.0,4,4,1,1,2.0,9.0,"",4,1,3,0,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,2.0,"",2.0,0,"",2.0,2.0,1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,2.141537,41.398924900000004,0.7253569999999999
5416,1,20201028,8,"Nou Barris",1,1,1,1,1,54,4,1,"",1,5.0,4,4,0,1,2.0,8.0,"",4,1,4,1,0,0,1,2.0,1,1.0,"",1.0,"","","","","","",1,1.0,1.0,4.0,1.0,4.0,1.0,1.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,1.0,5,5.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,8.0,3,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0,2.1776218,41.4463877,0.591631
5417,1,20201102,5,"Sarrià - Sant Gervasi",2,1,1,5,1,31,2,1,"",1,3.0,2,2,0,1,2.0,8.0,"",2,1,1,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,2.0,5.0,5.0,1.0,3.0,3.0,4.0,2.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,2.0,1.0,"",1.0,0,"",1.0,1.0,"","","","","","","","","","","","","","","",5.0,"","",1.0,"","","","","","","","","",0,"",2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.1317147999999997,41.3935773,0.815068
5420,1,20201028,3,"Sants - Montjuïc",3,1,1,2,1,50,4,1,"",1,2.0,4,4,1,1,2.0,8.0,"",4,0,2,3,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,3.0,5.0,5.0,5.0,1.0,2.0,2.0,3.0,1.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,1.0,3.0,"",1.0,0,"",2.0,2.0,1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,8.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,9.0,2.1411345,41.3835593,1.8575540000000001
5426,1,20201029,2,"Eixample",1,1,1,3,1,61,5,1,"",3,"",4,4,0,1,2.0,8.0,"",10,3,7,3,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,4.0,5.0,1.0,2.0,4.0,4.0,2.0,2.0,4.0,1.0,4.0,4.0,5.0,2.0,2.0,3.0,2.0,1.0,6,2.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,23.0,2.1473843999999995,41.3791399,0.741578
5427,1,20201028,5,"Sarrià - Sant Gervasi",1,1,1,5,1,37,3,1,"",1,2.0,4,3,1,1,1.0,6.0,"",2,1,2,1,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,4.0,5.0,1.0,1.0,4.0,4.0,1.0,4.0,4.0,5.0,5.0,2.0,5.0,5.0,2.0,1.0,"",1.0,6,5.0,"",1.0,1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,2.1426731,41.3976005,0.7929689999999999
5428,1,20201028,9,"Sant Andreu",2,1,1,2,2,32,2,1,"",1,2.0,4,3,1,1,2.0,8.0,"",2,0,1,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,2.0,1.0,3.0,2.0,5.0,5.0,2.0,2.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,3.0,2.0,"",1.0,0,"",1.0,1.0,1.0,"","","","","","","","","","","",2.0,"","","","","",1.0,"","","","","","","","","",2,9.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.1800465,41.4236197,2.062154
5433,1,20201028,5,"Sarrià - Sant Gervasi",1,1,1,5,2,30,2,1,"",1,99.0,3,2,0,1,2.0,8.0,"",1,1,2,0,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,1.0,"",1.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",2,"","","","","","","",4,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.1743558,41.4036299,0.723572
5434,1,20201028,8,"Nou Barris",1,1,1,1,1,20,1,1,"",1,5.0,4,5,0,1,2.0,7.0,"",5,0,2,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,1.0,1.0,98.0,1.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,7.0,"","",0.9425290000000001
5437,1,20201028,1,"Ciutat Vella",1,1,1,3,1,52,4,1,"",1,4.0,4,4,1,1,2.0,8.0,"",4,2,2,3,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,0,"",3.0,2.0,1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,7.0,1,1.0,"","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,11.0,2.1782777,41.381918,0.9237799999999999
5438,1,20201028,1,"Ciutat Vella",2,1,1,3,2,21,1,1,"",5,"",4,4,0,1,2.0,10.0,"",4,1,3,1,0,1,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,1.0,5.0,5.0,1.0,4.0,2.0,3.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,1.0,"",1.0,6,5.0,"","","","","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",2,10.0,2,"","","","","","","",4,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,9.0,2.1804143,41.3837717,1.047664
5439,1,20201028,5,"Sarrià - Sant Gervasi",2,1,1,5,1,32,2,1,"",2,"",3,2,0,1,2.0,7.0,"",2,0,2,1,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,3.0,5.0,1.0,3.0,1.0,3.0,2.0,4.0,4.0,1.0,4.0,4.0,4.0,5.0,1.0,1.0,"",1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,2.1396045,41.410675399999995,0.815068
5440,1,20201029,2,"Eixample",2,1,1,3,1,42,3,1,"",1,2.0,3,2,0,1,2.0,10.0,"",2,1,2,0,1,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,1.0,1.0,4.0,2.0,1.0,3.0,3.0,3.0,1.0,3.0,3.0,5.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,1.0,0,"",3.0,1.0,"","","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",2,10.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.1493121,41.376302100000004,0.845786
