"ID","METODE","DATA","Codi_Districte","Nom_Districte","F0","F1","F2","RENDA","Q1","Q2","EDAT","ID4","ID4_PAIS","ID5","P9","ID7","ID8","ID9","P1","P1A","Q1A","P1B","P2_1","P2_2","P2_3","P2_4","P2_6","P2_7","P2_5","P2_5B","P2","P2A","P2B","P3_1","P3_2","P3_3","P3_0","P3_95","P3_98","P3_99","P4","P5A_1","P5A_2","P5A_3","P5A_4","P5A_5","P5A_6","P5A_7","P5A_8","P5A_9","P5A_10","P5A_11","P5A_12","P5A_13","P5A_14","P5A_15","P5A_16","P5A_17","P5A_18","P5A_19","P5A_20","P5A_18_cod","P6","P7","Q8","P8B","P9B","P10","P10B_1","P10B_2","P10B_3","P10B_4","P10B_5","P10B_6","P10B_95","P10B_98","P10B_99","P11_0","P11_1","P11_2","P11_3","P11_4","P11_5","P11_98","P11_99","P11B","P11C_1","P11C_2","P11C_3","P11C_4","P11C_5","P11C_6","P11C_95","P11C_98","P11C_99","P12","Q12","P13","P13B_1","P13B_2","P13B_3","P13B_4","P13B_5","P13B_98","P13B_99","ID10","ID11","P14","P14_1cod","P14_2cod","P5A_1rec","P5A_2rec","P5A_3rec","P5A_4rec","P5A_5rec","P5A_6rec","P5A_7rec","P5A_8rec","P5A_9rec","P5A_10rec","P5A_11rec","P5A_12rec","P5A_13rec","P5A_14rec","P5A_15rec","P5A_16rec","P5A_17rec","P5A_18rec","P5A_19rec","P5A_20rec","P2_LLAR","Longitud","Latitud","Pes"
1976,1,20201022,10,"Sant Martí",1,1,1,2,1,67,6,1,"",3,"",1,1,0,1,2.0,8.0,"",1,1,0,1,0,1,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,2.0,4.0,4.0,1.0,4.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0,1.0,1.0,"",1.0,0,"",3.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,2.1872773,41.412134,1.981732
1978,1,20201022,1,"Ciutat Vella",2,1,1,2,1,40,3,3,12.0,1,5.0,4,5,3,1,2.0,5.0,"",3,0,1,1,0,1,0,"",1,1.0,"","","",3.0,"","","","",1,1.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"",1.0,0,"",2.0,"",1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,2.198482,41.440843,1.8220919999999998
1979,1,20201022,9,"Sant Andreu",1,1,1,2,2,58,5,1,"",1,1.0,1,1,0,1,2.0,8.0,"",1,1,1,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,3.0,1.0,4.0,5.0,3.0,2.0,3.0,4.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,1.0,1.0,"",1.0,0,"",2.0,2.0,"","","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",2,9.0,2,"","","","","","","",2,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,2.1798551,41.4247589,1.7400630000000001
1980,1,20201022,9,"Sant Andreu",2,1,1,2,2,34,2,1,"",1,2.0,4,4,2,1,2.0,8.0,"",2,1,1,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,3.0,1.0,5.0,5.0,1.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,5.0,5.0,1.0,2.0,"",2.0,0,"",2.0,1.0,1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,8.0,2,"","","","","","","",4,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.1946103,41.4301182,2.062154
1981,1,20201022,5,"Sarrià - Sant Gervasi",2,1,1,5,2,29,2,1,"",1,1.0,4,4,2,1,1.0,9.0,"",2,1,2,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,3.0,1.0,5.0,5.0,2.0,5.0,4.0,4.0,2.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,"",1.0,0,"",2.0,0.0,2.0,"","",3.0,"","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,2.1689776000000003,41.398292,0.723572
1983,1,20201022,7,"Horta - Guinardó",2,1,1,2,2,31,2,3,600.0,2,"",4,5,1,1,98.0,8.0,"",2,0,0,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,2.0,1.0,1.0,2.0,5.0,5.0,1.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,4.0,3.0,5.0,5.0,5.0,1.0,"",1.0,1,5.0,"","",1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,8.0,3,"","","","","","","",2,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.1762482000000003,41.4166072,2.062154
1985,1,20201022,2,"Eixample",1,1,1,5,2,72,6,1,"",3,"",3,2,0,1,2.0,8.0,"",2,0,1,0,0,0,0,"",1,2.0,5.0,1.0,"","","","","","",2,3.0,1.0,5.0,4.0,5.0,5.0,2.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,"",2.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,10.0,3,"","","","","","","",5,2,"","","",1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,2.1662471,41.4007917,0.637826
1987,1,20201022,2,"Eixample",3,1,1,3,2,60,5,1,"",4,"",3,2,0,1,1.0,8.0,"",2,1,0,1,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,2.0,2.0,5.0,5.0,1.0,3.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,2.0,2.0,"",1.0,1,9.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,7.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.1606444,41.3819398,0.8096399999999999
1991,1,20201022,5,"Sarrià - Sant Gervasi",2,1,1,5,2,46,4,1,"",4,"",5,3,1,1,2.0,7.0,"",3,1,3,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,4.0,1.0,5.0,5.0,2.0,4.0,4.0,4.0,2.0,1.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,2.0,"",1.0,0,"",1.0,"",2.0,"","","","","","",95.0,"","","","","","","",5.0,"","",1.0,"","","","","","","","","",2,4.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,7.0,2.1250402999999998,41.389977200000004,0.6277689999999999
1993,1,20201022,1,"Ciutat Vella",1,1,2,3,1,54,4,1,"",2,"",1,1,0,1,2.0,8.0,"",2,0,1,0,0,1,0,"",1,2.0,1.0,1.0,"","","","","","",1,1.0,1.0,2.0,5.0,5.0,5.0,2.0,4.0,5.0,5.0,5.0,1.0,5.0,1.0,5.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,0,"",2.0,"","","","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",1,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.1753662,41.385793,0.9237799999999999
1995,1,20201022,5,"Sarrià - Sant Gervasi",1,1,1,5,1,20,1,1,"",5,"",4,3,0,1,2.0,9.0,"",3,2,2,2,1,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,2.0,1.0,1.0,1.0,0,"",2.0,"","","","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",2,8.0,3,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,9.0,2.1220021,41.399786299999995,0.761076
2007,1,20201022,7,"Horta - Guinardó",1,1,1,2,1,19,1,1,"",5,"",4,3,0,1,2.0,8.0,"",3,1,2,0,1,0,1,2.0,1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,2.0,5.0,1.0,1.0,2.0,4.0,4.0,5.0,1.0,5.0,5.0,3.0,4.0,5.0,5.0,2.0,1.0,"",1.0,0,"",2.0,"","","","","","","","","","","","",1.0,"","","","","","",1.0,"","","","","","","","","",1,"",3,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,6.0,2.1730739,41.4245089,1.852006
2011,1,20201022,6,"Gràcia",2,1,1,4,2,29,2,3,862.0,2,"",3,2,0,1,2.0,8.0,"",2,1,1,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,2.0,3.0,5.0,2.0,5.0,1.0,3.0,4.0,5.0,5.0,1.0,2.0,"",1.0,0,"",1.0,"","","","","","","","","","","","","","","",4.0,"","","",1.0,"","","","","","","","","",0,"",3,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.1645385,41.4012665,0.742053
2012,1,20201022,2,"Eixample",2,1,1,3,2,37,3,3,428.0,1,1.0,1,1,0,1,2.0,9.0,"",1,0,0,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,2.0,5.0,1.0,3.0,2.0,2.0,1.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,0,"",1.0,2.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.1737787999999996,41.4015073,0.9271299999999999
2016,1,20201029,1,"Ciutat Vella",2,1,1,3,1,39,3,3,32.0,2,"",3,2,0,1,2.0,8.0,"",2,1,2,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,4.0,5.0,5.0,5.0,1.0,"",2.0,5,1.0,"","","","","","","","","","","","","","","","","",5.0,"","",1.0,"","","","","","","","","",2,4.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.1769986,41.3809057,0.845786
2017,1,20201022,8,"Nou Barris",1,1,1,1,1,35,3,1,"",2,"",4,3,1,1,2.0,8.0,"",2,0,1,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,5.0,5.0,2.0,5.0,5.0,5.0,2.0,5.0,5.0,1.0,1.0,"",2.0,98,"","","",1.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",2,2,"","","",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.1753631,41.4484524,0.656777
2020,1,20201022,4,"Les Corts",1,1,1,4,1,65,6,1,"",3,"",3,2,0,1,2.0,9.0,"",2,1,2,0,0,1,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,2.0,5.0,5.0,5.0,1.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,"",2.0,5,8.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,9.0,2,"","","","","","","",3,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,2.138819,41.3836236,0.7479180000000001
2021,1,20201022,2,"Eixample",1,1,1,3,1,23,1,1,"",5,"",2,2,0,1,2.0,8.0,"",2,1,3,1,0,1,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,4.0,1.0,1.0,5.0,1.0,2.0,2.0,3.0,2.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,2.0,1.0,"",1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",2,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,7.0,2.145613,41.3849612,1.0625790000000002
2025,1,20201022,8,"Nou Barris",2,1,1,1,2,80,7,1,"",3,"",3,2,0,1,2.0,9.0,"",2,0,1,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,2.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"",2.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",1,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.1757783,41.432064399999994,0.616644
2026,1,20201022,2,"Eixample",1,1,1,3,1,64,5,1,"",3,"",3,2,0,1,2.0,6.0,"",2,2,1,0,0,2,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,2.0,3.0,1.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,3.0,1.0,1.0,2.0,5,5.0,"","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,10.0,1,"","","","",5.0,"","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,2.1772214,41.4131124,0.741578
2027,1,20201022,4,"Les Corts",1,1,1,4,1,31,2,1,"",1,1.0,4,3,0,1,2.0,6.0,"",3,2,2,2,0,3,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,2.0,5.0,1.0,3.0,4.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,2.0,"",1.0,0,"",3.0,0.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,7.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,9.0,2.1156653,41.376562400000005,0.696377
2031,1,20201022,6,"Gràcia",2,1,1,4,2,22,1,3,862.0,5,"",2,2,0,1,2.0,8.0,"",1,0,1,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,1.0,5.0,5.0,2.0,2.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,"",1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",3,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.1542756,41.399046899999995,0.818024
2034,1,20201022,6,"Gràcia",1,1,1,3,2,54,4,1,"",1,5.0,4,3,0,1,2.0,7.0,"",2,1,1,0,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,2.0,1.0,4.0,5.0,5.0,2.0,1.0,4.0,4.0,4.0,3.0,1.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,4.0,"",1.0,0,"",4.0,"","","","","","","","","","","","","","","",4.0,"","","",1.0,"","","","","","","","","",2,8.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.1636647,41.404715,0.8630540000000001
2035,1,20201022,8,"Nou Barris",2,1,1,1,2,65,6,1,"",3,"",1,1,0,1,1.0,10.0,"",1,0,0,0,0,0,0,"",1,2.0,5.0,1.0,"","","","","","",1,5.0,1.0,1.0,5.0,5.0,5.0,1.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"",1.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",3,2,"","","",2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.1784506,41.4417419,0.5989869999999999
2039,1,20201022,2,"Eixample",1,1,1,3,1,62,5,1,"",3,"",3,2,0,1,2.0,6.0,"",1,1,1,1,0,1,0,"",2,"","",1.0,"","","","","","",1,1.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,5.0,5.0,2.0,1.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",1,"",2.0,"","","","","",5,2,"","","",1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0,2.1778279,41.4075576,0.741578
2041,1,20201022,3,"Sants - Montjuïc",1,1,1,2,1,30,2,1,"",1,4.0,2,3,0,1,2.0,7.0,"",3,1,2,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,4.0,1.0,5.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,4.0,5.0,4.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,0,"",2.0,0.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,7.0,2.1579478,41.40981970000001,1.8377240000000001
2043,1,20201022,7,"Horta - Guinardó",1,1,2,2,1,25,2,1,"",1,3.0,3,2,0,1,2.0,8.0,"",4,0,3,1,1,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,3.0,1.0,5.0,2.0,1.0,4.0,4.0,1.0,2.0,5.0,5.0,4.0,3.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,0,"",2.0,0.0,"","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,4.0,3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,2.1363505000000003,41.3806875,1.8377240000000001
2046,1,20201022,1,"Ciutat Vella",2,1,1,3,2,23,1,3,212.0,1,5.0,4,3,1,1,2.0,10.0,"",2,1,0,0,0,1,0,"",1,2.0,1.0,1.0,"","","","","","",1,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,"",2.0,0,"",1.0,"",2.0,1.0,"","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",2,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.178243,41.3853283,1.047664
2048,1,20201030,8,"Nou Barris",2,1,1,1,1,32,2,3,504.0,1,5.0,1,1,0,2,"","",2.0,1,0,0,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,1.0,1.0,5.0,5.0,1.0,2.0,5.0,5.0,3.0,4.0,5.0,1.0,5.0,1.0,5.0,5.0,5.0,1.0,"",1.0,0,"",3.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",2,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.1740185000000003,41.440839700000005,0.7303470000000001
2050,1,20201022,6,"Gràcia",2,1,1,3,2,34,2,1,"",2,"",3,2,0,1,2.0,10.0,"",2,1,2,2,1,0,4,2.0,1,1.0,"",1.0,"","","","","","",1,1.0,1.0,3.0,1.0,2.0,5.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,1.0,1.0,"",1.0,6,5.0,"","","","","","","","","","","","","","","","","",5.0,"","",1.0,"","","","","","","","","",2,10.0,2,"","","","","","","",4,2,"","","",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,2.1675085,41.407633399999995,0.989123
2051,1,20201022,6,"Gràcia",1,1,1,3,2,75,7,1,"",3,"",1,1,0,1,2.0,7.0,"",1,1,1,0,0,0,1,3.0,1,2.0,2.0,1.0,"","","","","","",1,1.0,1.0,98.0,1.0,5.0,5.0,1.0,98.0,98.0,3.0,98.0,5.0,5.0,5.0,4.0,4.0,5.0,98.0,2.0,2.0,"",1.0,98,"","","","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",2,8.0,2,"","","","","","","",5,2,"","","",1.0,1.0,98.0,1.0,2.0,2.0,1.0,98.0,98.0,1.0,98.0,2.0,2.0,2.0,1.0,1.0,2.0,98.0,1.0,1.0,3.0,2.1649035,41.4022081,0.918977
2052,1,20201022,5,"Sarrià - Sant Gervasi",2,1,1,5,2,82,7,1,"",3,"",1,1,0,1,1.0,8.0,"",1,1,0,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",4,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"",2.0,0,"",1.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",5,2,"","","",2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.1423772999999997,41.4039733,0.6122529999999999
2053,1,20201022,1,"Ciutat Vella",2,1,1,3,2,33,2,3,380.0,1,99.0,2,2,0,1,1.0,7.0,"",2,1,2,0,0,0,0,"",1,1.0,"",1.0,"","","","","","",1,1.0,1.0,4.0,1.0,5.0,5.0,1.0,1.0,3.0,4.0,1.0,4.0,5.0,1.0,4.0,2.0,5.0,5.0,4.0,1.0,"",1.0,2,6.0,"","","","","","","","","","","","","","","","","",5.0,"","",2.0,"","","",4.0,"","","","","",2,8.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,5.0,2.1781299,41.3815834,0.989123
2054,1,20201022,5,"Sarrià - Sant Gervasi",1,1,1,5,2,37,3,1,"",1,1.0,4,4,2,1,2.0,9.0,"",3,1,2,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,1.0,5.0,5.0,1.0,3.0,3.0,4.0,2.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,1.0,1.0,"",1.0,6,98.0,"",2.0,1.0,"","","","","","","","","","","","",3.0,"","","","",1.0,"","","","","","","","","",2,10.0,2,"","","","","","","",5,2,"","","",1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,7.0,2.147737,41.401747,0.6917369999999999
2055,1,20201022,3,"Sants - Montjuïc",1,1,1,2,2,45,4,1,"",1,98.0,4,3,1,1,1.0,7.0,"",1,1,2,1,0,0,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,1.0,2.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,2.0,2.0,5.0,4.0,3.0,4.0,98.0,4.0,1.0,1.0,2.0,1.0,0,"",2.0,"",3.0,"","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",0,"",3,"","","","","","","",5,2,"","","",1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,98.0,1.0,1.0,1.0,5.0,2.1616401,41.372394899999996,1.6428029999999998
2057,1,20201022,10,"Sant Martí",3,1,1,2,2,58,5,1,"",1,5.0,3,2,0,1,2.0,10.0,"",2,1,0,1,0,1,0,"",1,1.0,"",1.0,2.0,"","","","","",1,1.0,4.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,"",2.0,0,"",2.0,"","","","","","","","","","","",0.0,"","","","","","","","","","","","","","","","","",1,"",3,"","","","","","","",4,2,"","","",1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,2.1888785,41.377260799999995,1.7400630000000001
