"POLIGON","CAPACITAT","GEOM_WKT"
27063,"C3","MULTIPOLYGON (((433867.522008433 4587813.78045162,433867.522164182 4587813.77732681,433867.521346688 4587813.77430681,433867.519635974 4587813.77168724,433867.517199497 4587813.76972452,433867.514275755 4587813.76861078,433867.511150944 4587813.76845503,433867.508130944 4587813.76927252,433867.505511373 4587813.77098323,433867.503548652 4587813.77341971,433867.502434906 4587813.77634345,433853.110716067 4587882.34620353,433853.110560318 4587882.34932834,433853.111377811 4587882.35234834,433853.113088525 4587882.35496791,433853.115525002 4587882.35693063,433853.118448744 4587882.35804437,433853.121573555 4587882.35820012,433853.124593555 4587882.35738263,433853.127213126 4587882.35567192,433853.129175847 4587882.35323544,433853.130289593 4587882.3503117,433867.522008433 4587813.78045162)))"
6159,"C3","MULTIPOLYGON (((431801.503822534 4581392.96796544,431801.506904185 4581392.96850592,431801.510002028 4581392.96806767,431801.512812825 4581392.96669358,431801.515061436 4581392.96451816,431801.51652775 4581392.96175436,431801.517068235 4581392.95867271,431801.516629983 4581392.95557486,431801.515255896 4581392.95276407,431801.513080477 4581392.95051546,431801.510316671 4581392.94904914,431695.996383554 4581356.72514729,431695.993301903 4581356.72460681,431695.99020406 4581356.72504506,431695.987393263 4581356.72641915,431695.985144653 4581356.72859456,431695.983678339 4581356.73135837,431695.983137854 4581356.73444002,431695.983576105 4581356.73753786,431695.984950193 4581356.74034866,431695.987125612 4581356.74259727,431695.989889417 4581356.74406359,431801.503822534 4581392.96796544)))"
6162,"C3","MULTIPOLYGON (((431843.236739878 4581460.66687739,431843.234181586 4581460.66867845,431843.232305066 4581460.67118192,431843.231294004 4581460.67414274,431843.231247372 4581460.67727109,431843.232169732 4581460.68026073,431843.233970798 4581460.68281902,431843.23647427 4581460.68469554,431843.239435089 4581460.6857066,431843.242563431 4581460.68575323,431843.245553071 4581460.68483087,431886.552444581 4581439.42589389,431886.555002873 4581439.42409282,431886.556879393 4581439.42158935,431886.557890455 4581439.41862853,431886.557937087 4581439.41550019,431886.557014727 4581439.41251055,431886.555213661 4581439.40995226,431886.552710189 4581439.40807574,431886.54974937 4581439.40706468,431886.546621028 4581439.40701804,431886.543631388 4581439.4079404,431843.236739878 4581460.66687739)))"
25751,"C3","MULTIPOLYGON (((432233.144860828 4581641.77036377,432233.147739561 4581641.77158916,432233.150856067 4581641.771865,432233.15390528 4581641.77116429,432233.156588721 4581641.76955561,432233.158643718 4581641.76719644,432233.159869111 4581641.76431771,432233.160144952 4581641.7612012,432233.15944424 4581641.75815199,432233.157835564 4581641.75546855,432233.155476393 4581641.75341355,432151.242502548 4581590.45302809,432151.239623814 4581590.45180269,432151.236507308 4581590.45152685,432151.233458096 4581590.45222757,432151.230774654 4581590.45383624,432151.228719658 4581590.45619541,432151.227494264 4581590.45907415,432151.227218423 4581590.46219065,432151.227919136 4581590.46523986,432151.229527812 4581590.46792331,432151.231886982 4581590.4699783,432233.144860828 4581641.77036377)))"
25186,"C3","MULTIPOLYGON (((432576.02564174 4581947.74785383,432576.028273145 4581947.74954629,432576.031298757 4581947.75034276,432576.034422409 4581947.75016528,432576.037338335 4581947.74903123,432576.039761105 4581947.74705161,432576.04145356 4581947.74442021,432576.042250033 4581947.7413946,432576.042072557 4581947.73827095,432576.040938507 4581947.73535502,432576.03895889 4581947.73293225,432424.354539187 4581812.35825521,432424.351907782 4581812.35656275,432424.34888217 4581812.35576628,432424.345758518 4581812.35594376,432424.342842592 4581812.35707781,432424.340419822 4581812.35905742,432424.338727367 4581812.36168883,432424.337930895 4581812.36471444,432424.33810837 4581812.36783809,432424.339242421 4581812.37075402,432424.341222038 4581812.37317679,432576.02564174 4581947.74785383)))"
17016,"A4","MULTIPOLYGON (((431419.131425939 4582021.29534975,431419.133643488 4582021.29755682,431419.136434526 4582021.29897061,431419.139525846 4582021.29945273,431419.142614849 4582021.29895598,431419.145399161 4582021.29752898,431419.147606234 4582021.29531144,431419.149020024 4582021.2925204,431419.149502141 4582021.28942908,431419.149005391 4582021.28634008,431419.147578399 4582021.28355576,431399.01570201 4581993.71192502,431399.01348446 4581993.70971795,431399.010693422 4581993.70830416,431399.007602102 4581993.70782204,431399.0045131 4581993.70831879,431399.001728788 4581993.70974579,431398.999521715 4581993.71196333,431398.998107924 4581993.71475437,431398.997625808 4581993.71784569,431398.998122558 4581993.72093469,431398.999549549 4581993.72371901,431419.131425939 4582021.29534975)))"
27129,"C3","MULTIPOLYGON (((431015.761577428 4588418.1577196,431015.758601186 4588418.15675489,431015.755472497 4588418.1567571,431015.75249762 4588418.15772602,431015.749967757 4588418.1595668,431015.748130549 4588418.16209926,431015.747165833 4588418.16507551,431015.747168044 4588418.16820419,431015.748136964 4588418.17117907,431015.749977749 4588418.17370893,431015.75251021 4588418.17554614,431108.162060722 4588465.17835711,431108.165036965 4588465.17932183,431108.168165653 4588465.17931961,431108.17114053 4588465.17835069,431108.173670393 4588465.17650991,431108.175507602 4588465.17397745,431108.176472317 4588465.17100121,431108.176470107 4588465.16787252,431108.175501187 4588465.16489764,431108.173660402 4588465.16236778,431108.17112794 4588465.16053057,431015.761577428 4588418.1577196)))"
27122,"C3","MULTIPOLYGON (((431107.667773224 4588464.8203637,431107.664760991 4588464.81951804,431107.661634862 4588464.81964459,431107.658700845 4588464.82073098,431107.65624614 4588464.82267085,431107.654511033 4588464.82527433,431107.653665366 4588464.82828656,431107.653791921 4588464.83141269,431107.654878308 4588464.83434671,431107.656818185 4588464.83680142,431107.659421663 4588464.83853652,431192.753046516 4588503.94443942,431192.756058749 4588503.94528509,431192.759184878 4588503.94515853,431192.762118895 4588503.94407214,431192.7645736 4588503.94213227,431192.766308707 4588503.93952879,431192.767154374 4588503.93651656,431192.767027819 4588503.93339043,431192.765941432 4588503.93045641,431192.764001555 4588503.92800171,431192.761398077 4588503.9262666,431107.667773224 4588464.8203637)))"
28705,"B1","MULTIPOLYGON (((429200.294549461 4584478.82228622,429200.295766884 4584478.8194041,429200.296034099 4584478.81628685,429200.295324951 4584478.81323958,429200.293708855 4584478.81056061,429200.291344006 4584478.80851215,429200.288461892 4584478.80729472,429200.285344635 4584478.80702751,429200.282297373 4584478.80773666,429200.279618394 4584478.80935275,429200.277569934 4584478.8117176,429151.1018821 4584557.81732248,429151.100664677 4584557.82020459,429151.100397462 4584557.82332185,429151.10110661 4584557.82636911,429151.102722706 4584557.82904809,429151.105087555 4584557.83109655,429151.107969669 4584557.83231397,429151.111086926 4584557.83258119,429151.114134188 4584557.83187204,429151.116813167 4584557.83025594,429151.118861627 4584557.8278911,429200.294549461 4584478.82228622)))"
28722,"B2","MULTIPOLYGON (((428434.002796207 4584869.41888274,428434.004721554 4584869.42134886,428434.00731474 4584869.42309931,428434.010321926 4584869.42396275,428434.013448747 4584869.42385466,428434.016389129 4584869.42278562,428434.018855247 4584869.42086027,428434.020605699 4584869.41826708,428434.02146914 4584869.4152599,428434.021361049 4584869.41213308,428434.020292007 4584869.40919269,428404.997379976 4584817.00705327,428404.99545463 4584817.00458715,428404.992861444 4584817.0028367,428404.989854258 4584817.00197326,428404.986727436 4584817.00208135,428404.983787054 4584817.00315039,428404.981320936 4584817.00507574,428404.979570484 4584817.00766892,428404.978707044 4584817.01067611,428404.978815135 4584817.01380293,428404.979884176 4584817.01674331,428434.002796207 4584869.41888274)))"
31643,"B1","MULTIPOLYGON (((427101.099625702 4582871.94133103,427101.102056751 4582871.94330047,427101.104977407 4582871.94442228,427101.108101776 4582871.94458666,427101.111124021 4582871.94377751,427101.113748306 4582871.94207403,427101.115717746 4582871.93964298,427101.11683956 4582871.93672233,427101.117003936 4582871.93359796,427101.116194783 4582871.93057571,427101.114491308 4582871.92795143,427082.293621498 4582851.01674348,427082.291190449 4582851.01477404,427082.288269793 4582851.01365223,427082.285145425 4582851.01348785,427082.282123179 4582851.014297,427082.279498894 4582851.01600048,427082.277529454 4582851.01843153,427082.27640764 4582851.02135218,427082.276243265 4582851.02447655,427082.277052417 4582851.0274988,427082.278755892 4582851.03012308,427101.099625702 4582871.94133103)))"
27192,"C3","MULTIPOLYGON (((428022.79628101 4585391.96830205,428022.794745338 4585391.96557617,428022.792442485 4585391.96345826,428022.78959787 4585391.96215562,428022.786489944 4585391.96179577,428022.783422931 4585391.96241394,428022.780697053 4585391.96394961,428022.778579138 4585391.96625247,428022.777276501 4585391.96909708,428022.776916655 4585391.97220501,428022.777534822 4585391.97527202,428046.810239068 4585456.61279857,428046.811774739 4585456.61552444,428046.814077592 4585456.61764236,428046.816922207 4585456.618945,428046.820030133 4585456.61930484,428046.823097146 4585456.61868667,428046.825823024 4585456.617151,428046.827940939 4585456.61484815,428046.829243576 4585456.61200354,428046.829603422 4585456.60889561,428046.828985255 4585456.6058286,428022.79628101 4585391.96830205)))"
27189,"C3","MULTIPOLYGON (((428046.000964488 4585453.29074574,428045.999428868 4585453.28801984,428045.997126055 4585453.28590188,428045.994281464 4585453.28459919,428045.991173544 4585453.28423928,428045.98810652 4585453.28485739,428045.985380613 4585453.28639301,428045.983262655 4585453.28869582,428045.981959965 4585453.29154042,428045.981600059 4585453.29464833,428045.982218169 4585453.29771536,428070.013912428 4585517.93624886,428070.015448048 4585517.93897477,428070.017750861 4585517.94109273,428070.020595452 4585517.94239542,428070.023703371 4585517.94275532,428070.026770395 4585517.94213721,428070.029496302 4585517.94060159,428070.031614261 4585517.93829878,428070.032916951 4585517.93545419,428070.033276856 4585517.93234627,428070.032658746 4585517.92927925,428046.000964488 4585453.29074574)))"
27187,"C3","MULTIPOLYGON (((428109.8098867 4585634.77449111,428109.808462513 4585634.77170537,428109.806247187 4585634.76949606,428109.803457575 4585634.76807946,428109.800366742 4585634.76759423,428109.79727724 4585634.76808787,428109.794491493 4585634.76951206,428109.792282188 4585634.77172738,428109.790865587 4585634.774517,428109.790380358 4585634.77760783,428109.790873997 4585634.78069733,428161.998241692 4585794.71762965,428161.999665879 4585794.7204154,428162.001881205 4585794.7226247,428162.004670818 4585794.7240413,428162.007761651 4585794.72452653,428162.010851152 4585794.72403289,428162.013636899 4585794.72260871,428162.015846204 4585794.72039338,428162.017262805 4585794.71760377,428162.017748035 4585794.71451293,428162.017254395 4585794.71142343,428109.8098867 4585634.77449111)))"
27182,"C3","MULTIPOLYGON (((428192.678989121 4585861.83560717,428192.677451654 4585861.8328823,428192.675147406 4585861.83076591,428192.672301933 4585861.82946514,428192.66919377 4585861.82910735,428192.666127166 4585861.82972753,428192.663402301 4585861.831265,428192.661285903 4585861.83356925,428192.659985141 4585861.83641472,428192.659627343 4585861.83952289,428192.660247531 4585861.84258949,428224.151071279 4585946.36865434,428224.152608746 4585946.37137921,428224.154912994 4585946.3734956,428224.157758467 4585946.37479637,428224.16086663 4585946.37515417,428224.163933234 4585946.37453398,428224.1666581 4585946.37299651,428224.168774497 4585946.37069226,428224.170075259 4585946.36784679,428224.170433057 4585946.36473863,428224.169812869 4585946.36167202,428192.678989121 4585861.83560717)))"
27184,"C3","MULTIPOLYGON (((428130.526854703 4585803.82735964,428130.525241599 4585803.82467886,428130.522879039 4585803.82262776,428130.519998286 4585803.82140712,428130.516881329 4585803.82113642,428130.513833278 4585803.82184217,428130.511152496 4585803.82345527,428130.509101397 4585803.82581783,428130.507880757 4585803.82869859,428130.507610062 4585803.83181554,428130.508315808 4585803.8348636,428158.684095371 4585873.44452632,428158.685708475 4585873.4472071,428158.688071035 4585873.4492582,428158.690951788 4585873.45047884,428158.694068745 4585873.45074953,428158.697116796 4585873.45004379,428158.699797578 4585873.44843068,428158.701848677 4585873.44606812,428158.703069317 4585873.44318737,428158.703340012 4585873.44007041,428158.702634266 4585873.43702236,428130.526854703 4585803.82735964)))"
27181,"C3","MULTIPOLYGON (((428158.702694705 4585874.2662058,428158.70112799 4585874.26349764,428158.698801089 4585874.26140617,428158.695941776 4585874.26013612,428158.692829941 4585874.25981181,428158.689770192 4585874.26046498,428158.687062038 4585874.2620317,428158.684970572 4585874.2643586,428158.683700521 4585874.26721791,428158.683376208 4585874.27032974,428158.684029377 4585874.27338949,428255.640565801 4586126.19453217,428255.642132517 4586126.19724032,428255.644459417 4586126.19933179,428255.64731873 4586126.20060184,428255.650430565 4586126.20092615,428255.653490314 4586126.20027298,428255.656198469 4586126.19870627,428255.658289935 4586126.19637937,428255.659559985 4586126.19352005,428255.659884299 4586126.19040822,428255.659231129 4586126.18734847,428158.702694705 4585874.2662058)))"
25163,"C3","MULTIPOLYGON (((428127.691901408 4585767.37744255,428127.690310123 4585767.37474876,428127.687964293 4585767.37267855,428127.685093546 4585767.37143456,428127.681978889 4585767.37113857,428127.678925208 4585767.37181954,428127.676231418 4585767.37341083,428127.674161205 4585767.37575666,428127.672917217 4585767.3786274,428127.672621223 4585767.38174206,428127.673302199 4585767.38479574,428140.404655424 4585799.58756569,428140.40624671 4585799.59025948,428140.408592539 4585799.59232969,428140.411463286 4585799.59357368,428140.414577943 4585799.59386967,428140.417631624 4585799.59318869,428140.420325415 4585799.59159741,428140.422395627 4585799.58925158,428140.423639616 4585799.58638083,428140.423935609 4585799.58326618,428140.423254634 4585799.5802125,428127.691901408 4585767.37744255)))"
