"N_EXPEDIENT","DISTRICTE","BARRI","TIPUS_CARRER","CARRER","TIPUS_NUM","NUM1","LLETRA1","NUM2","LLETRA2","BLOC","PORTAL","ESCALA","PIS","PORTA","NUMERO_REGISTRE_GENERALITAT","NUMERO_PLACES","LONGITUD_X","LATITUD_Y"
"02-2014-0664","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BAILEN",1,41,"","","","","","","1","2B","HUTB-009952",7.0,2.17377004,41.39171278
"04-2014-0187","LES CORTS","la Maternitat i Sant Ramon","Carrer","BENAVENT",1,39,"","","","","","","2","","HUTB-010841",7.0,2.1234898230000003,41.37685957
"10-2014-0650","SANT MARTI","el Poblenou","Carrer","RAMON TURRO",2,226,"","","","","","","1","2","HUTB-012111",6.0,2.202905983,41.39870426
"04-2014-0160","LES CORTS","la Maternitat i Sant Ramon","Avinguda","MADRID",1,63,"",73.0,"","","","","1","5","HUTB-011524",4.0,2.125359154,41.37624806
"02-2014-0331","L'EIXAMPLE","la Sagrada Família","Avinguda","GAUDI",1,79,"","","","","","","3","3","HUTB-008607",6.0,2.173085861,41.40852951
"02-2014-0906","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",1,109,"","","","","","","PR","1","HUTB-010336",5.0,2.156133641,41.37413053
"02-2014-0908","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",1,117,"","","","","","","PR","1","HUTB-009796",3.0,2.156840266,41.37466416
"02-2014-0909","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",1,109,"","","","","","","PR","2","HUTB-010337",5.0,2.156133641,41.37413053
"02-2014-0912","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",1,117,"","","","","","","PR","2","HUTB-009797",3.0,2.156840266,41.37466416
"02-2014-0914","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",1,117,"","","","","","","1","1","HUTB-009799",10.0,2.156840266,41.37466416
"02-2014-0915","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",1,109,"","","","","","","1","1","HUTB-010339",12.0,2.156133641,41.37413053
"02-2014-0917","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",1,117,"","","","","","","1","2","HUTB-009800",9.0,2.156840266,41.37466416
"02-2014-0918","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",1,109,"","","","","","","1","2","HUTB-010342",12.0,2.156133641,41.37413053
"02-2014-0919","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",1,117,"","","","","","","2","1","HUTB-009801",10.0,2.156840266,41.37466416
"02-2014-0920","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",1,109,"","","","","","","2","1","HUTB-010343",11.0,2.156133641,41.37413053
"02-2014-0922","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",1,109,"","","","","","","3","1","HUTB-010345",11.0,2.156133641,41.37413053
"02-2014-0923","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",1,109,"","","","","","","2","2","HUTB-010331",12.0,2.156133641,41.37413053
"03-2014-0365","SANTS-MONTJUÏC","el Poble Sec","Carrer","CONCORDIA",1,59,"","","","","","","AT","2","HUTB-009679",5.0,2.157310676,41.36993247
"03-2014-0367","SANTS-MONTJUÏC","el Poble Sec","Carrer","CONCORDIA",1,59,"","","","","","","4","1","HUTB-009681",5.0,2.157310676,41.36993247
"03-2014-0368","SANTS-MONTJUÏC","el Poble Sec","Carrer","CONCORDIA",1,59,"","","","","","","1","1","HUTB-009682",5.0,2.157310676,41.36993247
"03-2014-0369","SANTS-MONTJUÏC","el Poble Sec","Carrer","CONCORDIA",1,59,"","","","","","","SA","1","HUTB-009683",2.0,2.157310676,41.36993247
"03-2014-0370","SANTS-MONTJUÏC","el Poble Sec","Carrer","CONCORDIA",1,59,"","","","","","","3","1","HUTB-009684",5.0,2.157310676,41.36993247
"02-2014-1323","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","ARAGO",2,346,"","","","","","A","PR","2","HUTB-009701",3.0,2.169573518,41.39448042
"02-2014-1325","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","ARAGO",2,346,"","","","","","","PR","2B","HUTB-009702",3.0,2.169573518,41.39448042
"02-2014-1477","L'EIXAMPLE","la Sagrada Família","Avinguda","GAUDI",1,73,"","","","","","","4","2","HUTB-010766",6.0,2.173090773,41.40820255
"02-2014-1486","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BALMES",2,8,"","","","","","","3","1","HUTB-010832",5.0,2.16586034,41.384351200000005
"03-2014-0234","SANTS-MONTJUÏC","Hostafrancs","Carrer","RECTOR TRIADO",2,40,"","","","","","","2","2","HUTB-009360",4.0,2.143272521,41.37502795
"04-2014-0112","LES CORTS","les Corts","Carrer","VALLESPIR",1,163,"","","","","","","4","1","HUTB-009524",6.0,2.1329911,41.38183163
"02-2014-0973","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BALMES",2,82,"",84.0,"","","","","2","2","HUTB-010004",27.0,2.15939242,41.38921333
"04-2014-0230","LES CORTS","les Corts","Carrer","GUITARD",2,80,"","","","","","","1","3","HUTB-012437",5.0,2.135227411,41.38258147
"02-2014-1059","L'EIXAMPLE","Sant Antoni","Carrer","COMTE BORRELL",1,65,"","","","","","","PR","3","HUTB-009936",2.0,2.160509462,41.37614361
"04-2014-0231","LES CORTS","les Corts","Carrer","GUITARD",2,80,"","","","","","","1","4","HUTB-012438",6.0,2.135227411,41.38258147
"03-2014-0488","SANTS-MONTJUÏC","Sants","Carrer","RIEGO",2,14,"","","","","","","2","3","HUTB-010854",4.0,2.137302186,41.37464307
"02-2014-1704","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",2,254,"","","","","","","4","3","HUTB-011175",4.0,2.159983341,41.38563352
"05-2014-0252","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","ARIBAU",1,237,"",241.0,"","","","","3","4","HUTB-010796",6.0,2.146076811,41.39597134
"02-2014-1721","L'EIXAMPLE","la Sagrada Família","Avinguda","GAUDI",1,5,"",7.0,"","","","","3","1","HUTB-011469",11.0,2.173160139,41.40328726
"02-2014-0336","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","PAU CLARIS",2,74,"","","","","","","3","1","HUTB-008710",7.0,2.1706424319999997,41.38753304
"06-2014-0347","GRACIA","el Coll","Carrer","MORA D'EBRE",2,44,"","","","","","A","SO","2","HUTB-009581",6.0,2.1473420869999997,41.41518298
"02-2014-1260","L'EIXAMPLE","la Sagrada Família","Carrer","PROVENÇA",1,379,"","","","","","","EN","4","HUTB-010316",9.0,2.169942539,41.40020899
"02-2014-1496","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",2,8,"","","","","","","5","7","HUTB-011042",2.0,2.166914399,41.38608815
"03-2014-0446","SANTS-MONTJUÏC","el Poble Sec","Carrer","ROSER",2,32,"","","","","","","2","2","HUTB-010868",4.0,2.165417671,41.37141092
"03-2014-0477","SANTS-MONTJUÏC","el Poble Sec","Carrer","CREU DELS MOLERS",1,45,"","","","","","","1","2","HUTB-011268",2.0,2.160390823,41.37116945
"03-2014-0485","SANTS-MONTJUÏC","el Poble Sec","Carrer","POETA CABANYES",2,22,"","","","","","","2","2","HUTB-010805",6.0,2.1643027569999997,41.37211531
"03-2014-0316","SANTS-MONTJUÏC","el Poble Sec","Carrer","MARGARIT",2,28,"","","","","","","EN","1","HUTB-010431",2.0,2.16233483,41.37162749
"02-2014-1073","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BAILEN",1,81,"",83.0,"","","","","1","3","HUTB-010055",4.0,2.170284325,41.39434786
"02-2014-1072","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BAILEN",1,81,"",83.0,"","","","","1","2","HUTB-010054",4.0,2.170284325,41.39434786
"02-2014-1075","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BAILEN",1,81,"",83.0,"","","","","1","4","HUTB-010056",4.0,2.170284325,41.39434786
"02-2014-1077","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BAILEN",1,81,"",83.0,"","","","","2","1","HUTB-010057",4.0,2.170284325,41.39434786
"02-2014-1079","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BAILEN",1,81,"",83.0,"","","","","2","2","HUTB-010058",4.0,2.170284325,41.39434786
"02-2014-1081","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BAILEN",1,81,"",83.0,"","","","","2","3","HUTB-010059",4.0,2.170284325,41.39434786
"05-2014-0208","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","ARIBAU",2,228,"","","","","","E","4","2","HUTB-009940",13.0,2.14943453,41.3933219
"05-2014-0209","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","ARIBAU",2,226,"","","","","","","4","D","HUTB-009765",8.0,2.14943453,41.3933219
"02-2014-0344","L'EIXAMPLE","la Dreta de l'Eixample","Gran Via","CORTS CATALANES",2,640,"","","","","","","2","2","HUTB-008773",9.0,2.168259495,41.38806128
"02-2014-0429","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","VALENCIA",2,358,"","","","","","E","2","1","HUTB-012618",6.0,2.169130249,41.39591373
"04-2014-0219","LES CORTS","la Maternitat i Sant Ramon","Travessera","CORTS",1,31,"","","","","","","AT","2","HUTB-012029",6.0,2.118158421,41.37491202
"06-2014-0142","GRACIA","la Vila de Gràcia","Carrer","LLIBERTAT",1,7,"","","","","","","PR","2","HUTB-009207",7.0,2.159774858,41.39765004
"06-2014-0159","GRACIA","Vallcarca i els Penitents","Avinguda","REPUBLICA ARGENTINA",2,36,"","","","","","","3","1","HUTB-009363",4.0,2.146068573,41.40690194
"07-2014-0361","HORTA-GUINARDÓ","Can Baró","Carrer","FRANCESC ALEGRE",1,11,"","","","","","","BJ","2","HUTB-012919",4.0,2.1655139969999997,41.41402651
"03-2014-0113","SANTS-MONTJUÏC","el Poble Sec","Carrer","POETA CABANYES",2,22,"B","","","","","","PR","1","HUTB-008726",4.0,2.16426399,41.37205646
"06-2014-0346","GRACIA","Vallcarca i els Penitents","Avinguda","REPUBLICA ARGENTINA",2,248,"","","","","","","BJ","2","HUTB-010353",10.0,2.138535571,41.41096279
"02-2014-1243","L'EIXAMPLE","el Fort Pienc","Carrer","MARINA",1,189,"","","","","","","PR","4","HUTB-010487",6.0,2.178344628,41.39830251
"02-2014-1245","L'EIXAMPLE","el Fort Pienc","Carrer","MARINA",1,189,"","","","","","","1","3","HUTB-010488",6.0,2.178344628,41.39830251
"02-2014-1246","L'EIXAMPLE","el Fort Pienc","Carrer","MARINA",1,189,"","","","","","","PR","3","HUTB-010489",6.0,2.178344628,41.39830251
"07-2014-0150","HORTA-GUINARDÓ","el Guinardó","Avinguda","MARE DE DEU DE MONTSERRAT",1,105,"","","","","","A","4","3","HUTB-010474",6.0,2.167228487,41.41399921
"07-2014-0152","HORTA-GUINARDÓ","el Guinardó","Avinguda","MARE DE DEU DE MONTSERRAT",1,105,"","","","","","A","1","1","HUTB-010475",4.0,2.167228487,41.41399921
"07-2014-0154","HORTA-GUINARDÓ","el Guinardó","Avinguda","MARE DE DEU DE MONTSERRAT",1,105,"","","","","","A","AT","2","HUTB-010476",7.0,2.167228487,41.41399921
"02-2014-0502","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","GIRONA",1,17,"","","","","","","PR","1","HUTB-009172",10.0,2.174089164,41.38976354
"02-2014-0655","L'EIXAMPLE","la Sagrada Família","Carrer","VALENCIA",2,494,"",498.0,"","","","E","EN","3","HUTB-009482",4.0,2.178378838,41.40284447
"02-2014-0867","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","COMTE D'URGELL",2,90,"","","","","","","3","1","HUTB-009945",7.0,2.156569272,41.38116362
"02-2014-1350","L'EIXAMPLE","la Sagrada Família","Carrer","VALENCIA",1,435,"","","","","","","2","1","HUTB-012145",3.0,2.1750503880000003,41.40063116
"02-2014-1360","L'EIXAMPLE","el Fort Pienc","Carrer","MARINA",2,212,"","","","","","","6","4","HUTB-011748",10.0,2.17815442,41.39919629
"02-2014-1372","L'EIXAMPLE","el Fort Pienc","Carrer","MARINA",2,212,"","","","","","","4","3","HUTB-011745",10.0,2.17815442,41.39919629
"02-2014-1378","L'EIXAMPLE","el Fort Pienc","Carrer","MARINA",2,212,"","","","","","","9","1","HUTB-011750",8.0,2.17815442,41.39919629
"02-2014-1385","L'EIXAMPLE","el Fort Pienc","Carrer","MARINA",2,212,"","","","","","","6","3","HUTB-011747",10.0,2.17815442,41.39919629
"02-2014-1393","L'EIXAMPLE","el Fort Pienc","Carrer","MARINA",2,212,"","","","","","","2","3","HUTB-011744",10.0,2.17815442,41.39919629
"09-2014-0253","SANT ANDREU","Navas","Carrer","INDUSTRIA",2,356,"","","","","","","1","1","HUTB-012439",4.0,2.184278178,41.41586305
"06-2014-0537","GRACIA","la Vila de Gràcia","Carrer","MOZART",2,20,"","","","","","","EN","2","HUTB-012602",3.0,2.15705214,41.3976391
"06-2014-0535","GRACIA","la Vila de Gràcia","Carrer","MOZART",2,20,"",22.0,"","","","","2","1","HUTB-012600",7.0,2.15705214,41.3976391
"10-2014-0377","SANT MARTI","el Parc i la Llacuna del Poblenou","Carrer","JOAN D'AUSTRIA",1,61,"",63.0,"","","","","5","4","HUTB-012440",8.0,2.189676974,41.39159493
"03-2014-0438","SANTS-MONTJUÏC","el Poble Sec","Carrer","PIQUER",1,51,"","","","","","","PR","2","HUTB-011488",5.0,2.1668696990000003,41.37166087
"03-2014-0443","SANTS-MONTJUÏC","el Poble Sec","Carrer","CONCORDIA",2,28,"","","","","","","5","1","HUTB-010902",4.0,2.1591447009999998,41.37175449
"02-2014-1539","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","ENTENÇA",1,137,"B","","","","","","4","1","HUTB-011435",2.0,2.146315111,41.38004561
"02-2014-1560","L'EIXAMPLE","Sant Antoni","Carrer","COMTE D'URGELL",2,52,"","","","","","","3","3","HUTB-011178",6.0,2.1585580109999998,41.37966991
"09-2014-0214","SANT ANDREU","la Sagrera","Carrer","PALENCIA",1,43,"",45.0,"","","","B","3","2","HUTB-012077",9.0,2.189760187,41.41681984
"06-2014-0533","GRACIA","la Vila de Gràcia","Carrer","TORRENT DE L'OLLA",1,113,"","","","","","","3","","HUTB-013059",2.0,2.1556183630000003,41.40060008
"07-2014-0344","HORTA-GUINARDÓ","el Baix Guinardó","Carrer","CAMELIES",1,99,"","","","","","","3","3","HUTB-012892",4.0,2.1634284409999998,41.41231404
"06-2014-0185","GRACIA","el Camp d'en Grassot i Gràcia Nova","Passeig","SANT JOAN",1,199,"","","","","","","3","2","HUTB-009387",6.0,2.1618648069999997,41.40220969
"02-2014-0615","L'EIXAMPLE","la Dreta de l'Eixample","Gran Via","CORTS CATALANES",2,596,"","","","","","","5","1","HUTB-009109",2.0,2.163819801,41.384727399999996
"06-2014-0219","GRACIA","la Vila de Gràcia","Carrer","TORRENT DE L'OLLA",2,114,"","","","","","","BJ","1","HUTB-009448",5.0,2.15627396,41.40021593
"02-2014-0924","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",1,109,"","","","","","","4","1","HUTB-010332",12.0,2.156133641,41.37413053
"02-2014-0925","L'EIXAMPLE","Sant Antoni","Carrer","TAMARIT",1,109,"","","","","","","3","2","HUTB-010335",12.0,2.156133641,41.37413053
"06-2014-0298","GRACIA","Vallcarca i els Penitents","Avinguda","REPUBLICA ARGENTINA",2,36,"","","","","","","2","1","HUTB-010499",2.0,2.146068573,41.40690194
"06-2014-0299","GRACIA","Vallcarca i els Penitents","Avinguda","REPUBLICA ARGENTINA",2,36,"","","","","","","2","2","HUTB-010500",2.0,2.146068573,41.40690194
"02-2014-0951","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","PROVENÇA",2,304,"","","","","","","SA","24","HUTB-010233",5.0,2.16165206,41.39370581
"06-2014-0303","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","BAILEN",2,210,"","","","","","","3","2","HUTB-010016",6.0,2.162849624,41.40025673
"02-2014-1493","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","VALENCIA",1,247,"","","","","","","PR","1A","HUTB-011648",4.0,2.161937033,41.39077614
"02-2014-1501","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","ARAGO",2,266,"","","","","","","7","","HUTB-011094",12.0,2.1628437959999998,41.38938327
"05-2014-0227","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","LAFORJA",1,109,"","","","","","","4","1","HUTB-010005",6.0,2.142089688,41.39326414
"02-2014-1276","L'EIXAMPLE","la Sagrada Família","Carrer","LEPANT",2,338,"","","","","","","AT","2","HUTB-010023",8.0,2.171845416,41.40554281
"02-2014-0441","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BAILEN",2,74,"","","","","","","1","4","HUTB-009023",4.0,2.171298952,41.39385894
"02-2014-0444","L'EIXAMPLE","la Dreta de l'Eixample","Avinguda","DIAGONAL",1,317,"","","","","","","4","4","HUTB-009124",5.0,2.170342261,41.39742247
"02-2014-0544","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","VALENCIA",1,19,"","","","","","B","1","2","HUTB-009479",7.0,2.146291122,41.37899304
"02-2014-0545","L'EIXAMPLE","la Sagrada Família","Carrer","MARINA",2,260,"","","","","","","3","1","HUTB-009261",6.0,2.174984399,41.40152598
"05-2014-0146","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","ARIBAU",1,207,"","","","","","","1","1","HUTB-009014",11.0,2.1478431159999998,41.39429679
"07-2014-0366","HORTA-GUINARDÓ","el Guinardó","Rambla","MUNTANYA",2,8,"","","","","","","1","2","HUTB-012975",6.0,2.177117179,41.42011703
"09-2014-0288","SANT ANDREU","Sant Andreu","Carrer","JOAN TORRAS",2,8,"","","","","","B","3","1","HUTB-012591",8.0,2.189067655,41.43573265
"03-2014-0372","SANTS-MONTJUÏC","el Poble Sec","Carrer","RADAS",1,61,"","","","","","","PR","2","HUTB-010369",6.0,2.15944465,41.37053093
"03-2014-0373","SANTS-MONTJUÏC","el Poble Sec","Carrer","RADAS",1,61,"","","","","","","PR","1","HUTB-010368",6.0,2.15944465,41.37053093
"03-2014-0375","SANTS-MONTJUÏC","el Poble Sec","Carrer","RADAS",1,61,"","","","","","","1","1","HUTB-010370",6.0,2.15944465,41.37053093
"02-2014-1355","L'EIXAMPLE","la Sagrada Família","Carrer","PROVENÇA",1,529,"","","","","","","AT","4","HUTB-010741",5.0,2.17812154,41.40629656
"02-2014-1361","L'EIXAMPLE","la Sagrada Família","Carrer","PROVENÇA",1,529,"","","","","","","AT","3","HUTB-010740",5.0,2.17812154,41.40629656
"02-2014-1364","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","TRAFALGAR",1,15,"","","","","","","4","1","HUTB-011641",6.0,2.173972884,41.38721098
"02-2014-1365","L'EIXAMPLE","la Sagrada Família","Carrer","PROVENÇA",1,529,"","","","","","","AT","1","HUTB-010739",5.0,2.17812154,41.40629656
"02-2014-1374","L'EIXAMPLE","la Sagrada Família","Carrer","PROVENÇA",1,529,"","","","","","","3","4","HUTB-010738",11.0,2.17812154,41.40629656
"02-2014-1379","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","GIRONA",1,79,"","","","","","","3","2","HUTB-010900",6.0,2.1693368580000003,41.39335256
"02-2014-1380","L'EIXAMPLE","la Sagrada Família","Carrer","PROVENÇA",1,529,"","","","","","","3","3","HUTB-010737",9.0,2.17812154,41.40629656
"02-2014-1384","L'EIXAMPLE","la Sagrada Família","Carrer","PROVENÇA",1,529,"","","","","","","3","1","HUTB-010736",11.0,2.17812154,41.40629656
"02-2014-1005","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BALMES",2,24,"","","","","","","2","1","HUTB-010007",8.0,2.1637537119999997,41.38592205
"02-2014-1006","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","ROGER DE FLOR",2,222,"B","","","","","","6","2","HUTB-010510",3.0,2.169459444,41.3986698
"04-2014-0127","LES CORTS","les Corts","Carrer","GALILEU",1,307,"","","","","","","EN","3","HUTB-010283",3.0,2.1303235259999997,41.38347477
"02-2014-1399","L'EIXAMPLE","el Fort Pienc","Carrer","MARINA",2,212,"","","","","","","2","2","HUTB-011743",10.0,2.17815442,41.39919629
"02-2014-1577","L'EIXAMPLE","Sant Antoni","Carrer","SEPULVEDA",1,175,"","","","","","","1","2","HUTB-011618",11.0,2.161560075,41.38160996
"02-2014-1582","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",2,54,"","","","","","","5","1","HUTB-012014",6.0,2.162953522,41.38898722
"02-2014-1588","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",2,54,"","","","","","","AT","2","HUTB-012009",6.0,2.162953522,41.38898722
"02-2014-1595","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",2,54,"","","","","","","1","2","HUTB-012010",3.0,2.162953522,41.38898722
"02-2014-1596","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","CONSELL DE CENT",2,426,"","","","","","","3","1","HUTB-010934",6.0,2.173616027,41.39587377
"02-2014-1599","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",2,54,"","","","","","","5","2","HUTB-012011",5.0,2.162953522,41.38898722
"02-2014-1601","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",2,54,"","","","","","","SA","1","HUTB-012012",6.0,2.162953522,41.38898722
"02-2014-1607","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",2,54,"","","","","","","5","3","HUTB-012013",5.0,2.162953522,41.38898722
"02-2014-1626","L'EIXAMPLE","el Fort Pienc","Carrer","SARDENYA",1,217,"","","","","","","SA","1","HUTB-011569",10.0,2.176946581,41.39784054
"02-2014-1642","L'EIXAMPLE","la Sagrada Família","Carrer","INDUSTRIA",2,116,"","","","","","","3","2","HUTB-011250",3.0,2.170721834,41.40562056
"02-2014-1644","L'EIXAMPLE","la Sagrada Família","Carrer","INDUSTRIA",2,116,"","","","","","","4","1","HUTB-011251",5.0,2.170721834,41.40562056
"02-2014-1648","L'EIXAMPLE","la Sagrada Família","Carrer","INDUSTRIA",2,116,"","","","","","","4","2","HUTB-011252",5.0,2.170721834,41.40562056
"10-2014-0678","SANT MARTI","la Verneda i la Pau","Carrer","CAMP ARRIASSA",1,73,"","","","","","","BJ","","HUTB-011995",3.0,2.203111704,41.42161709
"07-2014-0267","HORTA-GUINARDÓ","el Carmel","Carrer","PASTEUR",1,25,"","","","","","","1","1","HUTB-012467",2.0,2.158388314,41.41587501
"04-2014-0298","LES CORTS","la Maternitat i Sant Ramon","Avinguda","MADRID",1,99,"",101.0,"","","","","1","1","HUTB-012595",5.0,2.126569871,41.37692792
"10-2014-0236","SANT MARTI","el Poblenou","Carrer","LLACUNA",1,13,"","","","","","","3","3","HUTB-009204",2.0,2.201287324,41.39649384
"02-2014-0638","L'EIXAMPLE","el Fort Pienc","Carrer","ALI BEI",1,57,"","","","","","","2","1","HUTB-009001",2.0,2.179427885,41.39163055
"07-2014-0090","HORTA-GUINARDÓ","Can Baró","Carrer","TENERIFE",1,35,"","","","","","","BJ","","HUTB-009905",3.0,2.163555651,41.41407332
"07-2014-0091","HORTA-GUINARDÓ","el Guinardó","Passatge","FLAUGIER",2,12,"","","","","","","1","1","HUTB-010535",8.0,2.176862276,41.41294414
"06-2014-0309","GRACIA","la Vila de Gràcia","Carrer","MILA I FONTANALS",1,31,"","","","","","","2","2","HUTB-009561",2.0,2.160918365,41.39957269
"07-2014-0237","HORTA-GUINARDÓ","el Carmel","Carrer","SANT DALMIR",2,2,"","","","","","","BJ","7","HUTB-012124",9.0,2.150390395,41.42133591
"07-2014-0238","HORTA-GUINARDÓ","el Carmel","Carrer","SANT DALMIR",2,2,"","","","","","","BJ","8","HUTB-012125",8.0,2.150390395,41.42133591
