"N_EXPEDIENT","DISTRICTE","BARRI","TIPUS_CARRER","CARRER","TIPUS_NUM","NUM1","LLETRA1","NUM2","LLETRA2","BLOC","PORTAL","ESCALA","PIS","PORTA","NUMERO_REGISTRE_GENERALITAT","NUMERO_PLACES","LONGITUD_X","LATITUD_Y"
"02-2013-1035","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","CALABRIA",2,104,"","","","","","","1","2P","HUTB-006634",5.0,2.153645469,41.37819784
"02-2013-1042","L'EIXAMPLE","la Sagrada Família","Carrer","MALLORCA",2,496,"","","","","","","AT","1","HUTB-006349",7.0,2.179177834,41.40514984
"02-2013-1045","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","CALABRIA",1,199,"","","","","","","1","4","HUTB-006585",4.0,2.147455758,41.38259356
"10-2013-0422","SANT MARTI","Diagonal Mar i el Front Marítim del Poblenou","Passeig","TAULAT",1,271,"","","","","","","5","5","HUTB-006352      ",4.0,2.2115029369999997,41.403367200000005
"10-2013-0424","SANT MARTI","el Poblenou","Carrer","DOCTOR TRUETA",1,173,"","","","","","B","3","4","HUTB-006395",8.0,2.199409274,41.39501368
"03-2013-0329","SANTS-MONTJUÏC","el Poble Sec","Carrer","OLIVERA",1,29,"","","","","","D","3","","HUTB-006271",4.0,2.156355457,41.37175171
"01-2013-0445","CIUTAT VELLA","el Barri Gòtic","Carrer","SALOMO BEN ADRET",2,14,"","","","","","","4","1","HUTB-002193",3.0,2.174391618,41.381049499999996
"01-2013-0426","CIUTAT VELLA","el Raval","Carrer","CARME",2,10,"","","","","","","PR","4","HUTB-002973",4.0,2.169945817,41.38088211
"01-2013-0433","CIUTAT VELLA","el Raval","Carrer","CARME",2,10,"","","","","","","2","2","HUTB-002963",4.0,2.169945817,41.38088211
"01-2013-0427","CIUTAT VELLA","el Raval","Carrer","CARME",2,10,"","","","","","","1","1","HUTB-002958",4.0,2.169945817,41.38088211
"01-2013-0428","CIUTAT VELLA","el Raval","Carrer","CARME",2,10,"","","","","","","1","2","HUTB-002959",4.0,2.169945817,41.38088211
"01-2013-0429","CIUTAT VELLA","el Raval","Carrer","CARME",2,10,"","","","","","","1","3","HUTB-002960",5.0,2.169945817,41.38088211
"01-2013-0431","CIUTAT VELLA","el Raval","Carrer","CARME",2,10,"","","","","","","1","4","HUTB-002961",4.0,2.169945817,41.38088211
"01-2013-0432","CIUTAT VELLA","el Raval","Carrer","CARME",2,10,"","","","","","","2","1","HUTB-002962",4.0,2.169945817,41.38088211
"10-2014-0091","SANT MARTI","el Poblenou","Carrer","LLULL",1,223,"","","","","","","3","3","HUTB-008623",6.0,2.2031708759999997,41.40089757
"02-2013-0996","L'EIXAMPLE","la Sagrada Família","Carrer","SICILIA",1,211,"","","","","","","2","","HUTB-006488",7.0,2.17265167,41.3993843
"06-2014-0616","GRACIA","la Vila de Gràcia","Carrer","SANT DOMENEC",1,9,"","","","","","","2","1","HUTB-012478",5.0,2.155398096,41.39802638
"06-2014-0617","GRACIA","la Vila de Gràcia","Carrer","SANT DOMENEC",1,9,"","","","","","","2","2","HUTB-012479",6.0,2.155398096,41.39802638
"02-2014-0203","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","GIRONA",1,97,"","","","","","","4","3","HUTB-008612",6.0,2.168088163,41.39429517
"02-2014-0204","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","GIRONA",1,97,"","","","","","","2","2","HUTB-008613",6.0,2.168088163,41.39429517
"05-2013-0319","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","CALVET",1,15,"","","","","","","2","1","HUTB-006265",11.0,2.143137046,41.39214199
"01-2013-0411","CIUTAT VELLA","el Barri Gòtic","Carrer","SERRA",2,8,"","","","","","","2","","HUTB-013143",7.0,2.177013178,41.37815307
"06-2013-0306","GRACIA","la Vila de Gràcia","Carrer","LLIBERTAT",1,43,"","","","","","","2","1","HUTB-006267",3.0,2.161168738,41.3986607
"10-2013-0391","SANT MARTI","la Vila Olímpica del Poblenou","Carrer","ROSA SENSAT",1,31,"","","","","","","3","3","HUTB-006297",5.0,2.193164831,41.39060747
"03-2013-0320","SANTS-MONTJUÏC","el Poble Sec","Avinguda","PARAL.LEL",1,113,"","","","","","","1","1","HUTB-006262",8.0,2.1611494419999997,41.372953100000004
"02-2013-0974","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CORSEGA",1,193,"","","","","","","3","2","HUTB-006313",8.0,2.1497251630000003,41.38840448
"02-2013-0976","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CORSEGA",1,193,"","","","","","","2","2","HUTB-006315",9.0,2.1497251630000003,41.38840448
"02-2013-0977","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CORSEGA",1,193,"","","","","","","EN","2","HUTB-006314",7.0,2.1497251630000003,41.38840448
"02-2013-0973","L'EIXAMPLE","la Dreta de l'Eixample","Rambla","CATALUNYA",1,113,"","","","","","","PR","1","HUTB-006292",18.0,2.158153087,41.392087100000005
"02-2013-2004","L'EIXAMPLE","Sant Antoni","Carrer","SEPULVEDA",1,151,"","","","","","","SA","2","HUTB-007756",3.0,2.160072838,41.38049604
"06-2013-0640","GRACIA","la Vila de Gràcia","Carrer","PERE SERAFI",2,38,"","","","","","","1","3","HUTB-007755",5.0,2.15369764,41.39980243
"01-2018-0197","CIUTAT VELLA","el Barri Gòtic","Carrer","PETRITXOL",1,17,"","","","","","","3","2","HUTB-041022",4.0,2.171404247,41.38132773
"01-2018-0195","CIUTAT VELLA","el Barri Gòtic","Carrer","PETRITXOL",1,17,"","","","","","","3","1","HUTB-041021",5.0,2.171404247,41.38132773
"07-2014-0358","HORTA-GUINARDÓ","el Guinardó","Carrer","LLOBET I VALL-LLOSERA",2,8,"","","","","","","EN","3","HUTB-012943",5.0,2.171452438,41.42007916
"02-2014-0340","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","MALLORCA",1,217,"","","","","","","1","2","HUTB-008625",12.0,2.157695021,41.38928535
"02-2013-2098","L'EIXAMPLE","la Dreta de l'Eixample","Gran Via","CORTS CATALANES",1,667,"","","","","","","PR","2","HUTB-007838",4.0,2.1728872480000003,41.39220146
"02-2014-0485","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","TRAFALGAR",1,33,"","","","","","","1","1","HUTB-009459",2.0,2.175683718,41.38793316
"02-2014-0486","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","TRAFALGAR",1,33,"","","","","","","1","3","HUTB-009458",4.0,2.175683718,41.38793316
"02-2014-0509","L'EIXAMPLE","Sant Antoni","Avinguda","PARAL.LEL",2,188,"","","","","","","2","4","HUTB-009312",7.0,2.152103386,41.37335108
"02-2010-0560","L'EIXAMPLE","la Dreta de l'Eixample","Passeig","GRACIA",2,108,"","","","","","","6","3","HUTB-000545",4.0,2.159288147,41.39436648
"02-2010-0561","L'EIXAMPLE","la Dreta de l'Eixample","Passeig","GRACIA",2,108,"","","","","","","6","2","HUTB-000546",4.0,2.159288147,41.39436648
"02-2010-0567","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","BRUC",1,5,"","","","","","","3","1","HUTB-004081",4.0,2.174674135,41.38761522
"02-2010-0565","L'EIXAMPLE","Sant Antoni","Carrer","ROCAFORT",2,46,"","","","","","","1","1","HUTB-001687",7.0,2.154593333,41.37578339
"03-2010-0231","SANTS-MONTJUÏC","el Poble Sec","Carrer","ROSER",1,21,"","","","","","","3","4","HUTB-002025",3.0,2.165835396,41.37182292
"02-2010-0601","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","VALENCIA",1,115,"","","","","","","5","1","HUTB-001323",4.0,2.1534544280000003,41.38439822
"06-2008-0259","GRACIA","la Vila de Gràcia","Passeig","GRACIA",1,115,"","","","","","","3","3","HUTB-000554",8.0,2.157234259,41.39520062
"06-2008-0260","GRACIA","la Vila de Gràcia","Passeig","GRACIA",1,115,"","","","","","","2","1","HUTB-000555",2.0,2.157234259,41.39520062
"06-2008-0261","GRACIA","la Vila de Gràcia","Passeig","GRACIA",1,115,"","","","","","","4","1","HUTB-000556",4.0,2.157234259,41.39520062
"02-2008-0523","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","PAU CLARIS",2,76,"","","","","","","PR","2B","HUTB-002660",4.0,2.170546022,41.38760519
"02-2008-0567","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,283,"","","","","","","1","2","HUTB-003451",4.0,2.160208159,41.38607673
"02-2008-0568","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,283,"","","","","","","2","1","HUTB-003452",3.0,2.160208159,41.38607673
"02-2008-0569","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,283,"","","","","","","2","2","HUTB-003453",4.0,2.160208159,41.38607673
"02-2008-0570","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,283,"","","","","","","3","1","HUTB-003454",3.0,2.160208159,41.38607673
"02-2008-0525","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","PAU CLARIS",2,76,"","","","","","","PR","2A","HUTB-002661",4.0,2.170546022,41.38760519
"02-2008-0535","L'EIXAMPLE","la Sagrada Família","Avinguda","DIAGONAL",2,320,"B","","","","","","4","2","HUTB-003052",5.0,2.174525106,41.39896737
"02-2008-0663","L'EIXAMPLE","la Sagrada Família","Carrer","MARINA",1,223,"","","","","","","3","2","HUTB-001128",6.0,2.176312153,41.40023555
"02-2010-0623","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,221,"","","","","","D","2","2","HUTB-003437",8.0,2.156769394,41.38348959
"02-2008-0571","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,283,"","","","","","","3","2","HUTB-003455",4.0,2.160208159,41.38607673
"02-2008-0572","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,283,"","","","","","","4","1","HUTB-003456",3.0,2.160208159,41.38607673
"02-2008-0573","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,283,"","","","","","","4","2","HUTB-003457",4.0,2.160208159,41.38607673
"02-2008-0574","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,283,"","","","","","","5","1","HUTB-003458",2.0,2.160208159,41.38607673
"03-2008-0319","SANTS-MONTJUÏC","Sants","Rambla","BADAL",2,148,"","","","","","","EN","1","HUTB-003928",3.0,2.13045688,41.37123368
"03-2008-0320","SANTS-MONTJUÏC","Sants","Rambla","BADAL",2,148,"","","","","","","EN","2","HUTB-003929",3.0,2.13045688,41.37123368
"03-2008-0321","SANTS-MONTJUÏC","Sants","Rambla","BADAL",2,148,"","","","","","","1","1","HUTB-003930",3.0,2.13045688,41.37123368
"03-2008-0322","SANTS-MONTJUÏC","Sants","Rambla","BADAL",2,148,"","","","","","","1","2","HUTB-003931",3.0,2.13045688,41.37123368
"03-2008-0323","SANTS-MONTJUÏC","Sants","Rambla","BADAL",2,148,"","","","","","","2","1","HUTB-003932",3.0,2.13045688,41.37123368
"03-2008-0324","SANTS-MONTJUÏC","Sants","Rambla","BADAL",2,148,"","","","","","","2","2","HUTB-003933",3.0,2.13045688,41.37123368
"03-2008-0325","SANTS-MONTJUÏC","Sants","Rambla","BADAL",2,148,"","","","","","","3","1","HUTB-003934",3.0,2.13045688,41.37123368
"03-2008-0326","SANTS-MONTJUÏC","Sants","Rambla","BADAL",2,148,"","","","","","","3","2","HUTB-003935",3.0,2.13045688,41.37123368
"02-2008-0590","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","ARAGO",1,291,"","","","","","","2","2","HUTB-003710",4.0,2.165824025,41.39206256
"02-2008-0656","L'EIXAMPLE","la Sagrada Família","Avinguda","GAUDI",2,66,"","","","","","","1","3","HUTB-000323",6.0,2.173409877,41.40838069
"02-2008-0537","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","ARIBAU",1,59,"","","","","","","2","","HUTB-003824",14.0,2.157845401,41.38669516
"10-2008-0259","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","INDEPENDENCIA",2,350,"","","","","","","1","","HUTB-000764",3.0,2.178111049,41.40925546
"05-2008-0142","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","CALVET",1,17,"","","","","","","7","2","HUTB-002929",7.0,2.1429761569999997,41.39226742
"05-2008-0143","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","CALVET",1,17,"","","","","","","3","3","HUTB-002930",7.0,2.1429761569999997,41.39226742
"05-2008-0144","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","CALVET",1,17,"","","","","","","3","2","HUTB-002931",7.0,2.1429761569999997,41.39226742
"06-2008-0232","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","VENTALLO",2,48,"","","","","","","EN","2","HUTB-001468",3.0,2.164017954,41.40653013
"06-2008-0234","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","VENTALLO",2,48,"","","","","","","1","4","HUTB-001478",4.0,2.164017954,41.40653013
"06-2008-0235","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","VENTALLO",2,48,"","","","","","","2","1","HUTB-001479",3.0,2.164017954,41.40653013
"06-2008-0236","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","VENTALLO",2,48,"","","","","","","3","1","HUTB-001477",4.0,2.164017954,41.40653013
"06-2008-0237","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","VENTALLO",2,48,"","","","","","","3","2","HUTB-001469",4.0,2.164017954,41.40653013
"10-2008-0260","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","INDEPENDENCIA",2,350,"","","","","","","2","","HUTB-000765",3.0,2.178111049,41.40925546
"10-2008-0261","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","INDEPENDENCIA",2,350,"","","","","","","3","","HUTB-000766",3.0,2.178111049,41.40925546
"02-2008-0681","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","VALENCIA",1,101,"","","","","","","AT","1","HUTB-001311",6.0,2.153010572,41.38406717
"10-2008-0448","SANT MARTI","el Poblenou","Carrer","BAC DE RODA",1,63,"","","","","","","5","3","HUTB-003913",6.0,2.205815252,41.40326571
"10-2008-0270","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","INDEPENDENCIA",2,350,"","","","","","","4","","HUTB-000767",6.0,2.178111049,41.40925546
"06-2008-0176","GRACIA","la Vila de Gràcia","Carrer","GRAN DE GRACIA",2,250,"","","","","","","2","","HUTB-000659",10.0,2.149846058,41.4034006
"05-2008-0332","SARRIA-SANT GERVASI","el Putxet i el Farró","Ronda","GENERAL MITRE",2,226,"","","","","","","2","3","HUTB-000352",4.0,2.1463782190000003,41.40378385
"10-2008-0271","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","INDEPENDENCIA",2,350,"","","","","","","5","","HUTB-000768",11.0,2.178111049,41.40925546
"10-2008-0272","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","INDEPENDENCIA",2,350,"","","","","","","AT","","HUTB-000769",8.0,2.178111049,41.40925546
"02-2008-0548","L'EIXAMPLE","el Fort Pienc","Carrer","AUSIAS MARC",1,95,"","","","","","","1","1","HUTB-003882",5.0,2.179298012,41.39321753
"02-2008-0549","L'EIXAMPLE","el Fort Pienc","Carrer","AUSIAS MARC",1,95,"","","","","","","1","2","HUTB-003883",5.0,2.179298012,41.39321753
"02-2008-0550","L'EIXAMPLE","el Fort Pienc","Carrer","AUSIAS MARC",1,95,"","","","","","","2","1","HUTB-003884",5.0,2.179298012,41.39321753
"02-2008-0551","L'EIXAMPLE","el Fort Pienc","Carrer","AUSIAS MARC",1,95,"","","","","","","2","2","HUTB-003885",5.0,2.179298012,41.39321753
"07-2008-0185","HORTA-GUINARDÓ","el Baix Guinardó","Carrer","MARINA",2,366,"","","","","","","2","","HUTB-000019",4.0,2.168556122,41.40643512
"07-2008-0186","HORTA-GUINARDÓ","el Baix Guinardó","Carrer","MARINA",2,366,"","","","","","","1","","HUTB-000020",4.0,2.168556122,41.40643512
"10-2008-0384","SANT MARTI","Diagonal Mar i el Front Marítim del Poblenou","Carrer","PELLAIRES",1,25,"","","","","","","1","A","HUTB-002695",4.0,2.209114497,41.40285246
"10-2008-0386","SANT MARTI","Diagonal Mar i el Front Marítim del Poblenou","Carrer","PELLAIRES",1,25,"","","","","","","1","B","HUTB-002700",4.0,2.209114497,41.40285246
"10-2008-0387","SANT MARTI","Diagonal Mar i el Front Marítim del Poblenou","Carrer","PELLAIRES",1,25,"","","","","","","1","C","HUTB-002697",4.0,2.209114497,41.40285246
"10-2008-0388","SANT MARTI","Diagonal Mar i el Front Marítim del Poblenou","Carrer","PELLAIRES",1,25,"","","","","","","2","A","HUTB-002698",4.0,2.209114497,41.40285246
"10-2008-0389","SANT MARTI","Diagonal Mar i el Front Marítim del Poblenou","Carrer","PELLAIRES",1,25,"","","","","","","2","B","HUTB-002699",8.0,2.209114497,41.40285246
"05-2008-0141","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","CALVET",1,17,"","","","","","","1","4","HUTB-002928",5.0,2.1429761569999997,41.39226742
"02-2008-0552","L'EIXAMPLE","el Fort Pienc","Carrer","AUSIAS MARC",1,95,"","","","","","","3","1","HUTB-003886",5.0,2.179298012,41.39321753
"02-2008-0554","L'EIXAMPLE","el Fort Pienc","Carrer","AUSIAS MARC",1,95,"","","","","","","3","2","HUTB-003887",5.0,2.179298012,41.39321753
"02-2008-0555","L'EIXAMPLE","el Fort Pienc","Carrer","AUSIAS MARC",1,95,"","","","","","","4","1","HUTB-003888",5.0,2.179298012,41.39321753
"02-2008-0557","L'EIXAMPLE","el Fort Pienc","Carrer","AUSIAS MARC",1,95,"","","","","","","4","2","HUTB-003889",5.0,2.179298012,41.39321753
"02-2008-0559","L'EIXAMPLE","el Fort Pienc","Carrer","AUSIAS MARC",1,95,"","","","","","","5","1","HUTB-003890",5.0,2.179298012,41.39321753
"05-2008-0322","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","SAGUES",1,11,"",13.0,"","","","","EN","3","HUTB-002114",2.0,2.144008102,41.39219826
"05-2008-0323","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Passatge","MARIMON",1,11,"","","","","","","3","2","HUTB-001121",7.0,2.1467381000000003,41.39274076
"05-2008-0324","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Passatge","MARIMON",1,11,"","","","","","","2","2","HUTB-001122",7.0,2.1467381000000003,41.39274076
"06-2008-0207","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","INDUSTRIA",2,16,"","","","","","","2","2","HUTB-000809",10.0,2.164617873,41.40100946
"06-2008-0208","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","INDUSTRIA",2,16,"","","","","","","7","1","HUTB-000810",7.0,2.164617873,41.40100946
"06-2008-0209","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","INDUSTRIA",2,16,"","","","","","","4","2","HUTB-000811",10.0,2.164617873,41.40100946
"10-2008-0390","SANT MARTI","Diagonal Mar i el Front Marítim del Poblenou","Carrer","PELLAIRES",1,25,"","","","","","","2","C","HUTB-002696",8.0,2.209114497,41.40285246
"10-2008-0398","SANT MARTI","el Parc i la Llacuna del Poblenou","Carrer","ALMOGAVERS",2,54,"","","","","","","2","1","HUTB-003678",4.0,2.184051389,41.39148505
"02-2008-0591","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","BALMES",1,87,"","","","","","","5","2","",16.0,2.158910411,41.389304100000004
"06-2008-0187","GRACIA","la Vila de Gràcia","Carrer","BONAVISTA",2,4,"","","","","","","BJ","1","HUTB-004048",6.0,2.157951896,41.39594281
"02-2008-0560","L'EIXAMPLE","el Fort Pienc","Carrer","AUSIAS MARC",1,95,"","","","","","","5","2","HUTB-003891",5.0,2.179298012,41.39321753
"02-2008-0562","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,283,"","","","","","","PR","1","HUTB-003448",3.0,2.160208159,41.38607673
"02-2008-0563","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,283,"","","","","","","PR","2","HUTB-003449",4.0,2.160208159,41.38607673
"02-2008-0565","L'EIXAMPLE","l'Antiga Esquerra de l'Eixample","Carrer","CONSELL DE CENT",1,283,"","","","","","","1","1","HUTB-003450",3.0,2.160208159,41.38607673
"05-2008-0325","SARRIA-SANT GERVASI","Sant Gervasi - Galvany","Carrer","SAGUES",1,11,"",13.0,"","","","","3","2","HUTB-002115",2.0,2.144008102,41.39219826
"05-2008-0334","SARRIA-SANT GERVASI","el Putxet i el Farró","Ronda","GENERAL MITRE",2,226,"","","","","","","2","4","HUTB-000354",4.0,2.1463782190000003,41.40378385
"06-2008-0163","GRACIA","la Vila de Gràcia","Carrer","FRANCISCO GINER",2,50,"","","","","","","1","","HUTB-000229",7.0,2.157277421,41.39801189
"03-2008-0271","SANTS-MONTJUÏC","el Poble Sec","Carrer","SALVA",2,78,"",80.0,"","","","","1","1","HUTB-002119",4.0,2.163793304,41.36965445
"03-2008-0272","SANTS-MONTJUÏC","el Poble Sec","Carrer","SALVA",2,78,"",80.0,"","","","","1","3","HUTB-002120",6.0,2.163793304,41.36965445
"03-2008-0273","SANTS-MONTJUÏC","el Poble Sec","Carrer","SALVA",2,78,"",80.0,"","","","","BJ","2","HUTB-002121",6.0,2.163793304,41.36965445
"06-2008-0188","GRACIA","la Vila de Gràcia","Carrer","BONAVISTA",2,4,"","","","","","","BJ","2","HUTB-004049",7.0,2.157951896,41.39594281
"02-2008-0476","L'EIXAMPLE","la Nova Esquerra de l'Eixample","Carrer","CALABRIA",2,160,"","","","","","","3","4","HUTB-004114",12.0,2.150920871,41.38025671
"02-2008-0495","L'EIXAMPLE","la Dreta de l'Eixample","Gran Via","CORTS CATALANES",1,651,"","","","","","","4","3","HUTB-003557",13.0,2.171428475,41.39110452
"10-2008-0311","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","MALLORCA",2,534,"","","","","","","1","","HUTB-001066",7.0,2.1809646000000003,41.40648573
"10-2008-0312","SANT MARTI","el Camp de l'Arpa del Clot","Carrer","MALLORCA",2,534,"","","","","","","3","","HUTB-001067",7.0,2.1809646000000003,41.40648573
"06-2008-0138","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","NAPOLS",2,282,"",284.0,"","","","","1","4","HUTB-002428",8.0,2.168306955,41.40123877
"06-2008-0238","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","VENTALLO",2,48,"","","","","","","3","3","HUTB-001476",3.0,2.164017954,41.40653013
"06-2008-0239","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","VENTALLO",2,48,"","","","","","","EN","1","HUTB-001470",6.0,2.164017954,41.40653013
"06-2008-0240","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","VENTALLO",2,48,"","","","","","","EN","4","HUTB-001475",4.0,2.164017954,41.40653013
"02-2008-0544","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","ROGER DE LLURIA",1,27,"","","","","","","SA","","HUTB-042966",2.0,2.169339311,41.38993808
"02-2008-0690","L'EIXAMPLE","la Dreta de l'Eixample","Carrer","TRAFALGAR",1,13,"","","","","","","PR","","HUTB-001220",39.0,2.173860864,41.38721082
"02-2008-0649","L'EIXAMPLE","la Sagrada Família","Carrer","ROSSELLO",1,419,"","","","","","","6","1","HUTB-002062",10.0,2.171161707,41.40282667
"07-2008-0184","HORTA-GUINARDÓ","el Baix Guinardó","Carrer","MARINA",2,366,"","","","","","","3","1","HUTB-000018",7.0,2.168556122,41.40643512
"02-2008-0470","L'EIXAMPLE","la Dreta de l'Eixample","Ronda","SANT PERE",2,38,"","","","","","","1","1","HUTB-002279",29.0,2.174134096,41.38787851
"06-2008-0241","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","VENTALLO",2,48,"","","","","","","1","2","HUTB-001471",4.0,2.164017954,41.40653013
"06-2008-0242","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","VENTALLO",2,48,"","","","","","","2","2","HUTB-001474",5.0,2.164017954,41.40653013
"06-2008-0243","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","VENTALLO",2,48,"","","","","","","2","4","HUTB-001472",4.0,2.164017954,41.40653013
"06-2008-0244","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","VENTALLO",2,48,"","","","","","","1","1","HUTB-001473",4.0,2.164017954,41.40653013
"06-2008-0125","GRACIA","el Camp d'en Grassot i Gràcia Nova","Carrer","ROSSELLO",1,411,"","","","","","","1","","HUTB-002061",5.0,2.17040927,41.40226522
