"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidfinal","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptionLegislationChanges","dcdescriptionabstract","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcdescriptionversion","dcdisposal","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifierisbn","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasformat","dcrelationhaspart","dcrelationhasversion","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationispartof","dcrelationisreferencedby","dcrelationisreplacedby","dcrelationisrequiredby","dcrelationisversionof","dcrelationreferences","dcrelationreplaces","dcrelationrequires","dcrelationuri","dcrights","dcrightsaccessrights","dcrightsnotes","dcrightsrightsHolder","dcrightsuri","dcsource","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 61"
"","","Hall, David","","Barcelona | Barcelona | Barcelona","","","2016-11","2016-12-01","","","Ponència del professor David Hall amb motiu de les Jornades ""La remunicipalització, reptes i oportunitats"", celebrades a Barcelona el dia 01-12-2016","","","","","","","","application/pdf","45 p.","application/pdf","","","","","","","http://hdl.handle.net/11703/100145","eng | spa","","","","","","","","","","","","","","","","","","CC-BY-NC-ND","info:eu-repo/semantics/openAccess","","David Hall","http://creativecommons.org/licenses/by-nc-nd/4.0/deed.ca","","Privatització | Municipalització | Serveis públics | Privatization | Corporatization | Public utilities | Privatización | Municipalización | Servicios públicos","Economia | Sector públic","conferències i ponències","","Re-municipalisation and the role of public services in economic, social, and green development","Jornades ""La remunicipalització, reptes i oportunitats"" (1eres : 2016 : Barcelona)","text","info:eu-repo/semantics/conferenceObject | info:eu-repo/semantics/other",""
"","","Gerència de Recursos Humans i Organització","","","","","2016-11","2016-12-01","","","Ponència presentada per Ferran Daroca Esquirol, gerent de Recursos Humans i Organització de l'Ajuntament de Barcelona amb motiu de les Jornades ""La remunicipalització, reptes i oportunitats"", celebrades a Barcelona el dia 01-12-2016","","","","","","","","application/pdf","13 p.","application/pdf","","","","","","","http://hdl.handle.net/11703/100107","cat","","","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Municipalització | Recursos humans | Serveis públics | Escoles bressol | Punts d'Informació i Atenció a les Dones (PIADs) | Corporatization | Human capital | Public utilities | Kindergarten | Punts d'Informació i Atenció a les Dones (PIADs) | Municipalización | Recursos humanos | Servicios públicos | Guarderías | Punts d'Informació i Atenció a les Dones (PIADs)","Sector públic | Ocupació","conferències i ponències","","Internalització de serveis a l'Ajuntament de Barcelona: perspectiva des de la gestió de Recursos Humans","Jornades ""La remunicipalització, reptes i oportunitats"" (1eres : 2016 : Barcelona)","text","info:eu-repo/semantics/conferenceObject | info:eu-repo/semantics/other",""
"","","Servei de Documentació i Accés al Coneixement | Ràfales Caelles, Marta","","Barcelona | Barcelona | Barcelona","","","2019-10","2019-10-11","","","Ponència de la Sra. Marta Ràfales, Cap del Servei de Documentació i Accés al Coneixement (SEDAC), al Museu d'Història de Barcelona el 11-10-2019","","","","","","","","application/pdf","12 p.","application/pdf","","","","","","","http://hdl.handle.net/11703/115678","spa","","","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Servei de Documentació i Accés al Coneixement | Servei de Documentació i Accés al Coneixement | Servei de Documentació i Accés al Coneixement | Repositori Obert de Coneixement de l’Ajuntament de Barcelona (BCNROC) | Repositori Obert de Coneixement de l’Ajuntament de Barcelona (BCNROC) | Repositori Obert de Coneixement de l’Ajuntament de Barcelona (BCNROC) | Accés obert | Open access publishing | Acceso libre | Dipòsits institucionals | Institutional repositories | Depósitos institucionales | Transparència política | Transparency in government | Transparencia política | Documents públics | Public records | Documentos públicos","Cultura i oci | Sector públic","conferències i ponències","","BCNROC : un repositorio institucional para impulsar el acceso libre y gratuito a la documentación municipal pública","","text","info:eu-repo/semantics/conferenceObject | info:eu-repo/semantics/other",""
"","","Servei de Documentació d'Educació Ambiental (Barcelona) | Àrea d'Hàbitat Urbà","","Barcelona | Barcelona | Barcelona","","","2014-12","2014-12","","","Forma part de la col·lecció: Recull de Recursos","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","11 p.","application/pdf","BAB_18188","","","","","","http://hdl.handle.net/11703/91392","cat","Ajuntament de Barcelona. Hàbitat Urbà","","","","","","","","","","","","http://hdl.handle.net/11703/91273","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Canvis climàtics | Climatologia | Efecte hivernacle (Meteorologia) | Climatic changes | Climatology | Greenhouse effect, Atmospheric | Cambios climáticos | Climatología | Efecto invernadero","Medi ambient","monografies","","Canvi climàtic","","text","info:eu-repo/semantics/book",""
"","","Institut Municipal d'Hisenda (Barcelona) | Generalitat de Catalunya. Direcció General de Dret i d'Entitats Jurídiques | Agència Tributària de Catalunya","","Barcelona | Barcelona | Barcelona","","","2009-03","2009-03","","","","","","","","","","","application/pdf","40 p.","application/pdf","GUIAOBLBEF_CAT","","","","","","http://hdl.handle.net/11703/91426","cat","Agencia Tributaria | Agència Tributària de Catalunya | Generalitat de Catalunya. Direcció General de Dret i d'Entitats Jurídiques | Institut Municipal d'Hisenda (Barcelona)","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","","","","","Fundacions | Entitats sense ànim de lucre | Dret fiscal | Endowments | Nonprofit organizations | Tax law | Fundaciones | Organizaciones no lucrativas | Derecho fiscal","Hisenda","monografies","","Guia d'obligacions i de beneficis fiscals de les entitats sense ànim de lucre","","text","info:eu-repo/semantics/book",""
"","","Ajuntament de Barcelona | Xarxa de Centres Cívics (Barcelona)","","Barcelona | Barcelona | Barcelona","","","2010","2010","","","","","","","","","","Drets revisats. No s'ha parlat amb els responsables de les il·lustracions i fotografies, per tant s'ha establert CC-BY [només pel text] ; Tots els drets reservats [per les fotografies].","application/pdf","29 p.","application/pdf","8639","","","","","","http://hdl.handle.net/11703/90878","cat","Ajuntament de Barcelona. Sector d'Educació, Cultura i Benestar","","","","","","","","","","","","","","","","","CC-BY [només pel text] ; Tots els drets reservats [per les fotografies]","info:eu-repo/semantics/openAccess","","De l'edició: Ajuntament de Barcelona | Dels textos: Ajuntament de Barcelona | De les fotografies: els seus autors","http://creativecommons.org/licenses/by/4.0/deed.ca","","Centres cívics | Civisme | Civic centers | Civics | Centros cívicos | Civismo","Societat i benestar | Cultura i oci","monografies","","Tornem a saltar les muralles!!: Barcelona, ciutat oberta: 35 propostes per eixamplar la vida ciutadana des de la convivència i la creativitat","Amb els centres cívics","text","info:eu-repo/semantics/book",""
"","","Direcció d'Immigració","","Barcelona. Districte 7. Horta-Guinardó | Barcelona. District 7. Horta-Guinardó | Barcelona. Distrito 7. Horta-Guinardó","","","2006","2006","","","","","","","","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes.","application/pdf","16 p.","application/pdf","GUIARECPEN_HG_CAT-ROM","","","","","","http://hdl.handle.net/11703/98779","cat | ron","Ajuntament de Barcelona","http://hdl.handle.net/11703/91442 | http://hdl.handle.net/11703/91443 | http://hdl.handle.net/11703/91444","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Immigrants | Emigració i immigració | Immigrants | Emigration and immigration | Emigrantes | Emigración e inmigración","Societat i benestar","monografies","","Guia de recursos : Horta-Guinardó [versió en català i romanès]","Ghidul resulselor [versió en català i romanès]","text","info:eu-repo/semantics/book",""
"","","Consell Econòmic i Social de Barcelona | Fundació Jaume Bofill (Barcelona)","","Barcelona | Barcelona | Barcelona","","","2007","2007","","","Forma part de la col·lecció: Quaderns del CESB","","","","","","","","application/pdf","203 p.","application/pdf","IMMIMERTRC","","","consells | fundacions","","","http://hdl.handle.net/11703/90339","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","Tots els drets reservats","info:eu-repo/semantics/openAccess","","","","","Emigració i immigració | Mercat de treball | Emigration and immigration | Labor market | Emigración e inmigración | Mercado de trabajo","Ocupació","monografies","","Immigració i Mercat de Treball a la ciutat de Barcelona","","text","info:eu-repo/semantics/book",""
"","","Àrea de Descentralització i de Participació ciutadana","","","","","1987","1987","","","Forma part de la col·lecció: Papers; 0","","","","Digitalitzat per l’empresa Artyplan per encàrrec del SEDAC","","","","application/pdf","6 p.","application/pdf","","","","","","","http://hdl.handle.net/11703/99981","cat","Ajuntament de Barcelona","","","","","","","Reproducció digital del document en suport original","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Descentralització administrativa | Districtes municipals | Divisions administratives i polítiques | Participació ciutadana | Decentralization in government | Local districts | Administrative and political divisions | Citizen participation | Descentralización administrativa | Distritos municipales | Divisiones administrativas y políticas | Participación ciudadana","Sector públic","monografies | documents digitalitzats","","10 preguntes bàsiques","Descentralització i participació ciutadana","text","info:eu-repo/semantics/book",""
"","","Sector d'Urbanisme","","Barcelona | Barcelona | Barcelona","1981 | 1982 | 1983 | 1984 | 1985 | 1986 | 1987 | 1988 | 1989 | 1990 | 1991 | 1992 | 1993 | 1994 | 1995 | 1996 | 1997 | 1998 | 1999 | 2000 | 2001","","2001","2001","","","La data de publicació és aproximada | Podeu consultar la versió en català a: http://hdl.handle.net/11703/101602 | Podeu consultar la versió en castellà a: http://hdl.handle.net/11703/101604 | Forma part de la col·lecció: llibres digitalitzats d'Urbanisme","","","","Digitalitzat per l'empresa Artyplan per encàrrec de la Biblioteca d'Urbanisme","","","Drets revisats. Document amb responsabilitat exclusiva de l'Ajuntament o les seves dependències i entitats autònomes","application/pdf","","application/pdf","","","","","","","http://hdl.handle.net/11703/101603","eng","Ajuntament de Barcelona","http://hdl.handle.net/11703/101602 | http://hdl.handle.net/11703/101604","","","","","","Reproducció digital del document en suport original","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Urbanisme | City planning | Urbanismo","Urbanisme i infraestructures","monografies | documents digitalitzats","","Barcelona: urban spaces 1981-2001","","text","info:eu-repo/semantics/book",""
"","","Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","","No","1982-09-21","1994","1999-06-16","1983-03-02","Aprovada pel Plenari del Consell Municipal de 21-09-1982 | Deroga la ""Ordenanza municipal sobre uso del alcantarillado [1968] | Deroga els articles 1.202 a 1.213 de les Ordenances municipals [1947] | Derogada per l'Ordenança general del medi ambient urbà [1999]","","","","Digitalitzat pel SEDAC","","","","application/pdf","31 p.","application/pdf","6482","","Publicada també al Butlletí Oficial de la Província de Barcelona, núm. 51 (01-03-1983) i a la Gaseta municipal de Barcelona, núm. 7 (10-03-1983)","","8476096518","","http://hdl.handle.net/11703/99316","cat","Ajuntament de Barcelona","","","","","","","","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Medi ambient | Contaminació de l'aigua | Environment | Water pollution | Medio ambiente | Contaminación del agua","Legislació i justícia | Medi Ambient | Societat i benestar","monografies | ordenances municipals | documents digitalitzats","","Ordenança sobre control de la pol·lució i consum d'aigües [1982] [ed. 1994]","","text","info:eu-repo/semantics/book",""
