"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccontributorother","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasversion","dcrelationisbasedon","dcrelationisbasisfor","dcrelationisformatof","dcrelationisrequiredby","dcrelationisversionof","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 43"
"anual","","Centro Iberoamericano de Desarrollo Estratégico Urbano (CIDEU)","","Barcelona | Barcelona | Barcelona","2012","No","2013-04-11","2013","","","","","application/pdf","4 p.","application/pdf","","","","associacions","Mandat 2011-2015","http://hdl.handle.net/11703/110139","spa","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Centro Iberoamericano de Desarrollo Estratégico Urbano (CIDEU)","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Centro Iberoamericano de Desarrollo Estratégico Urbano (CIDEU) | Budget | Centro Iberoamericano de Desarrollo Estratégico Urbano (CIDEU) | Presupuestos | Centro Iberoamericano de Desarrollo Estratégico Urbano (CIDEU)","Economia","pressupostos | documents digitalitzats","Presupuesto anual 2012 del Centro Iberoamericano de Desarrollo Estratégico Urbano (CIDEU)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Institut Municipal de Mercats (Barcelona)","","Barcelona | Barcelona | Barcelona","2017","No","2016","2016","","","","","application/pdf","6 p.","application/pdf","","","","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/110522","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Municipal de Mercats (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Institut Municipal de Mercats (Barcelona) | Municipal budgets | Institut Municipal de Mercats (Barcelona) | Presupuestos municipales | Institut Municipal de Mercats (Barcelona)","Economia","pressupostos","Pressupost anual 2016 de l'Institut Municipal de Mercats (Barcelona) : pròrroga","Pròrroga pressupostària per a l’exercici 2017 de l'Institut Municipal de Mercats (Barcelona)","text","info:eu-repo/semantics/other",""
"Anual","","Agència Local d'Energia de Barcelona","","Barcelona | Barcelona | Barcelona","2011","No","2010-10-04","2010","","Aprovació inicial per l'Assemblea General del Consorci de 04-10-2010 | No s'ha presentat cap al·legació, per tant, està definitivament aprovat | És base per la Liquidació del pressupost 2011 de l'Agència Local d'Energia de Barcelona [http://hdl.handle.net/11703/110441]","","","application/pdf","92 p.","application/pdf","","","","consorcis","Mandat 2007-2011 | Mandat 2011-2015","http://hdl.handle.net/11703/107418","cat","","","","","http://hdl.handle.net/11703/110441","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Agència Local d'Energia de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Agència Local d'Energia de Barcelona | Pressupostos municipals | Agència Local d'Energia de Barcelona | Municipal budgets | Agència Local d'Energia de Barcelona | Presupuestos municipales","Economia","pressupostos | documents digitalitzats","Pressupost anual 2011 de l'Agència Local d'Energia de Barcelona","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"cuatrianual","","Canòdrom, Centre d'Art Contemporani de Barcelona","","Barcelona | Barcelona | Barcelona","2010 | 2011 | 2012 | 2013","No","2008","2008","","","","","application/pdf","1 p.","application/pdf","","","","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/109524","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Canòdrom, Centre d'Art Contemporani de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Canòdrom, Centre d'Art Contemporani de Barcelona | Budget | Canòdrom, Centre d'Art Contemporani de Barcelona | Presupuestos | Canòdrom, Centre d'Art Contemporani de Barcelona","Economia","pressupostos","Pressupost del 2010-2013 del Canòdrom. Centre d'Art Barcelona : proposta","","text","info:eu-repo/semantics/other",""
"anual","","Fundació Teatre Lliure - Teatre Públic de Barcelona","","Barcelona | Barcelona | Barcelona","2012","No","2012-06-15","2011","","Aprovat pel Patronat de la Fundació el 15-06-2012","","","application/pdf","7 p.","application/pdf","","","","fundacions","Mandat 2011-2015","http://hdl.handle.net/11703/110207","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Teatre Lliure - Teatre Públic de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Teatre Lliure - Teatre Públic de Barcelona | Budget | Fundació Teatre Lliure - Teatre Públic de Barcelona | Presupuestos | Fundació Teatre Lliure - Teatre Públic de Barcelona","Economia","pressupostos","Pressupost anual 2012 de la Fundació Teatre Lliure - Teatre Públic de Barcelona","","text","info:eu-repo/semantics/other",""
"anual","","Institut Barcelona Esports","","Barcelona | Barcelona | Barcelona","2017","No","2016","2016","","","","","application/pdf","6 p.","application/pdf","","","","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/110525","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Barcelona Esports","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Institut Barcelona Esports | Municipal budgets | Institut Barcelona Esports | Presupuestos municipales | Institut Barcelona Esports","Economia","pressupostos","Pressupost anual 2016 de l'Institut Barcelona Esports : pròrroga","Pròrroga pressupostària per a l’exercici 2017 de l'Institut Barcelona Esports","text","info:eu-repo/semantics/other",""
"anual","","Xarxa Formació Professional","","Barcelona | Barcelona | Barcelona","2010","No","2009","2009","","","","","application/pdf","1 p.","application/pdf","","","","associacions","Mandat 2007-2011","http://hdl.handle.net/11703/110220","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Xarxa Formació Professional","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Xarxa Formació Professional | Budget | Xarxa Formació Professional | Presupuestos | Xarxa Formació Professional","Economia","pressupostos","Pressupost anual 2010 de la Xarxa Formació Professional","","text","info:eu-repo/semantics/other",""
"anual","","Cementiris de Barcelona, S.A.","","Barcelona | Barcelona | Barcelona","2017","No","2016","2016","","","","","application/vnd.ms-excel","2 fitxers","application/vnd.ms-excel","","","","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/110539","cat","","","","","","","","","","CC0","info:eu-repo/semantics/openAccess","","https://creativecommons.org/choose/zero/?lang=ca","Pressupostos municipals | Cementiris de Barcelona, S.A. | Municipal budgets | Cementiris de Barcelona, S.A. | Presupuestos municipales | Cementiris de Barcelona, S.A.","Economia","pressupostos","Pressupost anual 2017 de Cementiris de Barcelona, S.A.","","dataset","info:eu-repo/semantics/other",""
"Anual","","Consorci del Barri de la Mina (Barcelona)","","Barcelona | Barcelona | Barcelona","2014","No","2013","2013","","","","","application/pdf","46 p.","application/pdf","","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107481","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci del Barri de la Mina (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","Consorci del Barri de la Mina (Barcelona) | Pressupost | Consorci del Barri de la Mina (Barcelona) | Budget | Consorci del Barri de la Mina (Barcelona) | Presupuestos","Economia","pressupostos","Pressupost anual 2014 del Consorci del Barri de la Mina","","text","info:eu-repo/semantics/other",""
"anual","","Pacte Industrial de la Regió Metropolitana de Barcelona","","Barcelona | Barcelona | Barcelona","2013","No","2013-03-18","2013","","Aprovat pel Consell General de l'Associació Pacte Industrial de la Regió Metropolitana de Barcelona el 18-03-2013","","","application/pdf","2 documents","application/pdf","","","","associacions","Mandat 2011-2015","http://hdl.handle.net/11703/110173","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Pacte Industrial de la Regió Metropolitana de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Pacte Industrial de la Regió Metropolitana de Barcelona | Budget | Pacte Industrial de la Regió Metropolitana de Barcelona | Presupuestos | Pacte Industrial de la Regió Metropolitana de Barcelona","Economia","pressupostos | documents digitalitzats","Pressupost anual 2013 del Pacte Industrial de la Regió Metropolitana de Barcelona","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Fundació Privada Museu Marítim i Drassanes Reials de Barcelona","","Barcelona | Barcelona | Barcelona","2016","No","2015-12-16","2015","","Aprovat pel Patronat de la Fundació de 16-12-2015","","Memòria justificativa del pressupost 2016","application/pdf","2 documents","application/pdf","","","","fundacions","Mandat 2015-2019","http://hdl.handle.net/11703/110201","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Privada Museu Marítim i Drassanes Reials de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Privada Museu Marítim i Drassanes Reials de Barcelona | Budget | Fundació Privada Museu Marítim i Drassanes Reials de Barcelona | Presupuestos | Fundació Privada Museu Marítim i Drassanes Reials de Barcelona","Economia","pressupostos","Pressupost anual 2016 de la Fundació Privada Museu Marítim i Drassanes Reials de Barcelona","Pressupost 2016 : memòria","text","info:eu-repo/semantics/other",""
"anual","","Fundació Privada Institut d'Economia de Barcelona","","Barcelona | Barcelona | Barcelona","2015","No","2015-01-13","2015","","Aprovat pel Comité Executiu de la Fundació Privada Institut d'Economia de Barcelona el 13-01-2015","","","application/pdf","2 documents","application/pdf","","","","fundacions","Mandat 2007-2011 | Mandat 2011-2015","http://hdl.handle.net/11703/110059","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Privada Institut d'Economia de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Privada Institut d'Economia de Barcelona | Budget | Fundació Privada Institut d'Economia de Barcelona | Presupuestos | Fundació Privada Institut d'Economia de Barcelona","Economia","pressupostos | documents digitalitzats","Pressupost anual 2015 de la Fundació Privada Institut d'Economia de Barcelona","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Barcelona de Serveis Municipals, S.A. (BSM)","","Barcelona | Barcelona | Barcelona","2016","No","2015-11-25","2016","","És requerit pel Pressupost anual 2016 de Barcelona de Serveis Municipals, S.A. (BSM) : pròrroga [http://hdl.handle.net/11703/110504] | Presentat i aprovat al Consell d'Administració de Barcelona Serveis Municipals S.A. de 25-11-2015","","","application/pdf","32 p.","application/pdf","","","","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/100497","cat","","","","","","","http://hdl.handle.net/11703/110504","","","CC0","info:eu-repo/semantics/openAccess","Barcelona de Serveis Municipals, S.A. (BSM)","https://creativecommons.org/choose/zero/?lang=ca","","Economia","pressupostos","Pressupost general 2016","Pressupost anual : exercici 2016","text","info:eu-repo/semantics/other",""
"anual","","Institut Barcelona Esports","","Barcelona | Barcelona | Barcelona","2016","No","2015","2015","","","","","application/pdf","7 p.","application/pdf","","","","organismes autònoms","Mandat 2015-2019","http://hdl.handle.net/11703/110526","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Barcelona Esports","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Institut Barcelona Esports | Municipal budgets | Institut Barcelona Esports | Presupuestos municipales | Institut Barcelona Esports","Economia","pressupostos","Pressupost anual 2015 de l'Institut Barcelona Esports : pròrroga","Pròrroga pressupostària per a l’exercici 2016 de l'Institut Barcelona Esports","text","info:eu-repo/semantics/other",""
"anual","","Fundació Privada Parc Científic de Barcelona","","Barcelona | Barcelona | Barcelona","2013","No","2012","2012","","","","","application/pdf","7 p.","application/pdf","","","","fundacions","Mandat 2011-2015","http://hdl.handle.net/11703/109608","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Privada Parc Científic de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Privada Parc Científic de Barcelona | Budget | Fundació Privada Parc Científic de Barcelona | Presupuestos | Fundació Privada Parc Científic de Barcelona","Economia","pressupostos","Pressupost anual 2013 de la Fundació Privada Parc Científic de Barcelona","","text","info:eu-repo/semantics/other",""
"Anual","","Consorci de Serveis Socials de Barcelona","","Barcelona | Barcelona | Barcelona","2010","No","2011","2011","","","","","application/pdf","1 p.","application/pdf","","","","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/107495","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci de Serveis Socials de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Consorci de Serveis Socials de Barcelona | Pressupostos municipals | Consorci de Serveis Socials de Barcelona | Municipal budgets | Consorci de Serveis Socials de Barcelona | Presupuestos municipales","Economia","pressupostos | documents digitalitzats","Liquidació del pressupost 2010 del Consorci de Serveis Socials de Barcelona","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Barcelona d'Infraestructures Municipals, S.A.","","Barcelona | Barcelona | Barcelona","2018","Si","2017-09","2017","","","","","application/pdf","39 p.","application/pdf","","","","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/110703","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Barcelona d'Infraestructures Municipals, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Barcelona d'Infraestructures Municipals, S.A. | Municipal budgets | Barcelona d'Infraestructures Municipals, S.A. | Presupuestos municipales | Barcelona d'Infraestructures Municipals, S.A.","Economia","pressupostos","Pressupost anual 2018 de Barcelona d'Infraestructures Municipals, S.A.","","text","info:eu-repo/semantics/other",""
"anual","","Fundació Privada Antoni Tàpies","","Barcelona | Barcelona | Barcelona","2010","No","2009","2009","","","","","application/pdf","1 p.","application/pdf","","","","fundacions","Mandat 2007-2011","http://hdl.handle.net/11703/110120","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Privada Antoni Tàpies","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Privada Antoni Tàpies | Budget | Fundació Privada Antoni Tàpies | Presupuestos | Fundació Privada Antoni Tàpies","Economia","pressupostos","Pressupost anual 2010 de la Fundació Privada Antoni Tàpies","","text","info:eu-repo/semantics/other",""
"Anual","","Ajuntament de Barcelona","","Barcelona | Barcelona | Barcelona","2007","No","2006-11-24","2006-12-13","","Aprovat pel Plenari del Consell Municipal de 24-11-2006","","","application/pdf","3 p.","application/pdf","11761","","Butlletí Oficial de la Província de Barcelona,  núm. 297  (13-12-2006), p. 22-24","","Mandat 2007-2011 | Mandat 2003-2007","http://hdl.handle.net/11703/88922","cat","","","","","http://hdl.handle.net/11703/88933","","","http://hdl.handle.net/11703/87086","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Pressupostos municipals | Municipal budgets | Presupuestos municipales","Economia","pressupostos","Pressupost general 2007","","text","info:eu-repo/semantics/other",""
"Anual","","Consorci de l'Habitatge de Barcelona","","Barcelona | Barcelona | Barcelona","2009","No","2008","2008","","","","","application/pdf","2 documents","application/pdf","","","","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/107504","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci de l'Habitatge de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Consorci de l'Habitatge de Barcelona | Pressupostos municipals | Consorci de l'Habitatge de Barcelona | Municipal budgets | Consorci de l'Habitatge de Barcelona | Presupuestos municipales","Economia","pressupostos | documents digitalitzats","Pressupost anual 2009 del Consorci de l'Habitatge de Barcelona","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Fundació Privada Casa Amèrica a Catalunya","","Barcelona | Barcelona | Barcelona","2008","No","2007","2007","","","","","application/vnd.ms-excel","1 fitxer","application/vnd.ms-excel","","","","fundacions","Mandat 2007-2011","http://hdl.handle.net/11703/109615","cat","","","","","","","","","","CC0","info:eu-repo/semantics/openAccess","","https://creativecommons.org/choose/zero/?lang=ca","Pressupost | Fundació Privada Casa Amèrica a Catalunya | Budget | Fundació Privada Casa Amèrica a Catalunya | Presupuestos | Fundació Privada Casa Amèrica a Catalunya","Economia","pressupostos","Pressupost anual 2008 de la Fundació Privada Casa Amèrica a Catalunya","","dataset","info:eu-repo/semantics/other",""
"Anual","","Consorci Localret","","Barcelona | Barcelona | Barcelona","2015","No","2016-02-18","2016","","Aprovat per Decret de Presidència del Consorci de 18-02-2016 | Es basa en el Pressupost anual 2015 del Consorci Localret [http://hdl.handle.net/11703/110249]","","","application/pdf","82 p.","application/pdf","","","","consorcis","Mandat 2011-2015 | Mandat 2015-2019","http://hdl.handle.net/11703/107450","cat","","","","http://hdl.handle.net/11703/110249","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Localret","http://creativecommons.org/licenses/by/4.0/deed.ca","Consorci Localret | Pressupost | Consorci Localret | Budget | Consorci Localret | Presupuestos","Economia","pressupostos | documents digitalitzats","Liquidació del pressupost 2015 del  Consorci Localret","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Consorci Institut Ramon Llull","","Barcelona | Barcelona | Barcelona","2016","No","2015","2015","","","","","application/pdf","3 p.","application/pdf","","","","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/109517","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Institut Ramon Llull","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Consorci Institut Ramon Llull | Budget | Consorci Institut Ramon Llull | Presupuestos | Consorci Institut Ramon Llull","Economia","pressupostos","Pressupost anual 2016 de l'Institut Ramon Llull","","text","info:eu-repo/semantics/other",""
"anual","","Informació i Comunicació de Barcelona, S.A.","","Barcelona | Barcelona | Barcelona","2016","No","2015","2015","","","","","application/pdf","7 p.","application/pdf","","","","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/110486","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Informació i Comunicació de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Informació i Comunicació de Barcelona, S.A. | Municipal budgets | Informació i Comunicació de Barcelona, S.A. | Presupuestos municipales | Informació i Comunicació de Barcelona, S.A.","Economia","pressupostos","Pressupost anual 2015 d'Informació i Comunicació de Barcelona, S.A. : pròrroga","Pròrroga pressupostària per a l’exercici 2016 d'Informació i Comunicació de Barcelona, S.A.","text","info:eu-repo/semantics/other",""
"anual","","Consorci del Campus Interuniversitari Diagonal-Besòs","","Barcelona | Barcelona | Barcelona","2016","No","2015","2015","","És base per la Liquidació del pressupost 2016 del Campus Interuniversitari Diagonal-Besòs [http://hdl.handle.net/11703/110243]","","","application/pdf","9 p.","application/pdf","","","","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/110242","cat","","","","","http://hdl.handle.net/11703/110243","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci del Campus Interuniversitari Diagonal-Besòs","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Consorci del Campus Interuniversitari Diagonal-Besòs | Budget | Consorci del Campus Interuniversitari Diagonal-Besòs | Presupuestos | Consorci del Campus Interuniversitari Diagonal-Besòs","Economia","pressupostos | documents digitalitzats","Pressupost anual 2016 del Consorci del Campus Interuniversitari Diagonal-Besòs","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Red de Ciudades AVE","","Barcelona | Barcelona | Barcelona","2014","No","2013","2013","","","","","application/pdf","1 p.","application/pdf","","","","associacions","Mandat 2011-2015","http://hdl.handle.net/11703/110184","spa","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Red de ciudades AVE","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Red de Ciudades AVE | Budget | Red de Ciudades AVE | Presupuestos | Red de Ciudades AVE","Economia","pressupostos","Presupuesto anual 2014 de la Red de ciudades AVE","","text","info:eu-repo/semantics/other",""
"Anual","","Consorci de l'Habitatge de Barcelona","","Barcelona | Barcelona | Barcelona","2012","No","2011-11-30","2011","","Aprovat per la Junta General del Consorci de 30-11-2011","","","application/pdf","12 p.","application/pdf","","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107507","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci de l'Habitatge de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Consorci de l'Habitatge de Barcelona | Pressupostos municipals | Consorci de l'Habitatge de Barcelona | Municipal budgets | Consorci de l'Habitatge de Barcelona | Presupuestos municipales","Economia","pressupostos | documents digitalitzats","Pressupost anual 2012 del Consorci de l'Habitatge de Barcelona","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Consorci del Besòs (Barcelona)","","Barcelona | Barcelona | Barcelona","2011","No","2012-02-28","2012","","Aprovat per resolució del president del Consorci de 28-02-2012 | Es basa en el Pressupost anual 2011 del Consorci del Besòs [http://hdl.handle.net/11703/107424]","","Annex 2. Càlcul de l'estabilitat pressupuestària per al Consorci del Besòs","application/pdf","71 p.","application/pdf","","","","consorcis","Mandat 2007-2011 | Mandat 2011-2015","http://hdl.handle.net/11703/110265","cat","","","","http://hdl.handle.net/11703/107424","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci del Besòs (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Consorci del Besòs (Barcelona) | Budget | Consorci del Besòs (Barcelona) | Presupuestos | Consorci del Besòs (Barcelona)","Economia","pressupostos | documents digitalitzats","Liquidació del pressupost 2011 del Consorci del Besòs (Barcelona)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Fundació Barcelona Media Universitat Pompeu Fabra","","Barcelona | Barcelona | Barcelona","2010","No","2010-03-04","2010","","","","","application/pdf","3 p.","application/pdf","","","","fundacions","Mandat 2007-2011","http://hdl.handle.net/11703/109571","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Barcelona Media Universitat Pompeu Fabra","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Barcelona Media Universitat Pompeu Fabra | Budget | Fundació Barcelona Media Universitat Pompeu Fabra | Presupuestos | Fundació Barcelona Media Universitat Pompeu Fabra","Economia","pressupostos","Pressupost anual 2010 de la Fundació Barcelona Media Universitat Pompeu Fabra","","text","info:eu-repo/semantics/other",""
"anual","","Fundació Privada Casa Amèrica a Catalunya","","Barcelona | Barcelona | Barcelona","2010","No","2010-01-22","2010","","Aprovat pel Patronat de la Fundació de 22-01-2010","","","application/pdf","2 documents","application/pdf","","","","fundacions","Mandat 2007-2011","http://hdl.handle.net/11703/109616","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Privada Casa Amèrica a Catalunya","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Fundació Privada Casa Amèrica a Catalunya | Budget | Fundació Privada Casa Amèrica a Catalunya | Presupuestos | Fundació Privada Casa Amèrica a Catalunya","Economia","pressupostos | documents digitalitzats","Pressupost anual 2010 de la Fundació Privada Casa Amèrica a Catalunya","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Asociación de Marcas Renombradas Españolas","","Barcelona | Barcelona | Barcelona","2014","No","2013","2013","","","","","application/pdf","1 p.","application/pdf","","","","associacions","Mandat 2011-2015","http://hdl.handle.net/11703/110221","spa","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Asociación de Marcas Renombradas Españolas","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Asociación de Marcas Renombradas Españolas | Budget | Asociación de Marcas Renombradas Españolas | Presupuestos | Asociación de Marcas Renombradas Españolas","Economia","pressupostos","Presupuesto 2014 de la Asociación de Marcas Renombradas Españolas","","text","info:eu-repo/semantics/other",""
"Anual","","Serveis Funeraris de Barcelona, S.A.","","Barcelona | Barcelona | Barcelona","2000 | 2001 | 2002 | 2003","No","2004","2004","","","","","application/vnd.ms-excel","1 fitxer","application/vnd.ms-excel","","","","societats mercantils","Mandat 1999-2003","http://hdl.handle.net/11703/110769","cat","","","","","","","","","","CC0","info:eu-repo/semantics/openAccess","","https://creativecommons.org/choose/zero/?lang=ca","Pressupost | Serveis Funeraris de Barcelona, S.A. | Budget | Serveis Funeraris de Barcelona, S.A. | Presupuestos | Serveis Funeraris de Barcelona, S.A.","Economia","pressupostos","Liquidació del pressupost 2000-2003 de Serveis Funeraris de Barcelona, S.A.","","dataset","info:eu-repo/semantics/other",""
"anual","","Barcelona-Catalunya Centre Logístic","","Barcelona | Barcelona | Barcelona","2011","No","2010-12-14","2010","","Aprovat per l'Assemblea General de l'Associació de 14-12-2010","","","application/pdf","2 documents","application/pdf","","","","associacions","Mandat 2007-2011 | Mandat 2011-2015","http://hdl.handle.net/11703/110188","cat","","","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Barcelona-Catalunya Centre Logístic","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupost | Barcelona-Catalunya Centre Logístic | Budget | Barcelona-Catalunya Centre Logístic | Presupuestos | Barcelona-Catalunya Centre Logístic","Economia","pressupostos | documents digitalitzats","Pressupost anual 2011 de Barcelona-Catalunya Centre Logístic","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"anual","","Fundació BCN Formació Professional","","Barcelona | Barcelona | Barcelona","2008","No","2007-12-13","2007","","Presentat a la reunió del Patronat de la Fundació de 13-12-2007","","","application/pdf","4 p.","application/pdf","","","","fundacions","Mandat 2007-2011","http://hdl.handle.net/11703/109605","cat","","","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació BCN Formació Professional","http://creativecommons.org/licenses/by/4.0/deed.ca","Pressupostos municipals | Fundació BCN Formació Professional | Fundació BCN Formació Professional | Fundació BCN Formació Professional","Economia","pressupostos","Pressupost anual 2008 de la Fundació BCN Formació Professional : proposta","","text","info:eu-repo/semantics/other",""
"Anual","","Consorci del Museu d'Art Contemporani de Barcelona","","Barcelona | Barcelona | Barcelona","2017","No","2016","2017","","","","","application/pdf","1 document (2 fitxers)","application/pdf","","","","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/100021","cat","","","","","","","","","","CC-BY | CC-BY","info:eu-repo/semantics/openAccess","Consorci del Museu d'Art Contemporani de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Consorci del Museu d'Art Contemporani de Barcelona | Pressupostos municipals | Consorci del Museu d'Art Contemporani de Barcelona | Municipal budgets | Consorci del Museu d'Art Contemporani de Barcelona | Presupuestos municipales","Economia","pressupostos","Pressupost anual 2017 de MACBA","","text","info:eu-repo/semantics/other",""
