"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdescription","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasversion","dcrelationisformatof","dcrelationisrequiredby","dcrelationisversionof","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsource","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 39"
"Anual","","Consorci Sanitari de Barcelona | Institut Municipal d'Assistència Sanitària (Barcelona)","Barcelona | Barcelona | Barcelona","2009","","2010","2010","","","","application/pdf","50 p.","application/pdf","","","organismes autònoms","Mandat 2007-2011","http://hdl.handle.net/11703/107155","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Sanitari de Barcelona | Institut Municipal d'Assistència Sanitària (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Institut Municipal d'Assistència Sanitària (Barcelona) | Finances municipals | Comptabilitat | Institut Municipal d'Assistència Sanitària (Barcelona) | Municipal finance | Accounting | Institut Municipal d'Assistència Sanitària (Barcelona) | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2009 de l'Institut Municipal d'Assistència Sanitària","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci de la Zona Franca de Barcelona","Barcelona | Barcelona | Barcelona","2016","","2017-06-06","2017","Formulats per la Direcció del Consorci de 06-06-2017","","","application/pdf","70 p.","application/pdf","","","","Mandat 2015-2019","http://hdl.handle.net/11703/110592","spa","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci de la Zona Franca de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Comptabilitat | Auditoria | Consorci de la Zona Franca de Barcelona | Accounting | Consorci de la Zona Franca de Barcelona | Contabilidad | Consorci de la Zona Franca de Barcelona","Economia","comptes | documents digitalitzats","Cuentas anuales 2016 del Consorcio de la Zona Franca de Barcelona","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"","","PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","","","2016","2016","","","","application/pdf","90 p.","application/pdf","","","entitats públiques empresarials","Mandat 2015-2019","http://hdl.handle.net/11703/97818","cat","","","","","","","","CC0","info:eu-repo/semantics/openAccess","Barcelona d'Infraestructures Municipals, S.A.","https://creativecommons.org/choose/zero/?lang=ca","","Finances municipals | Comptabilitat | Barcelona d'Infraestructures Municipals, S.A. | Auditoria | Municipal finance | Accounting | Barcelona d'Infraestructures Municipals, S.A. | Auditing | Finanzas municipales | Contabilidad | Barcelona d'Infraestructures Municipals, S.A. | Auditoría","Economia","comptes","Comptes anuals 2015 de Barcelona d'Infraestructures Municipals, S.A. (juntament amb l'informe d'auditoria)","","text","info:eu-repo/semantics/other",""
"Anual","","Consorci de Salut i d'Atenció Social de Catalunya","Barcelona | Barcelona | Barcelona","2015","","2015","2015","","","","application/pdf","26 p.","application/pdf","","","","Mandat 2011-2015","http://hdl.handle.net/11703/110603","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci de Salut i d'Atenció Social de Catalunya","http://creativecommons.org/licenses/by/4.0/deed.ca","","Comptabilitat | Consorci de Salut i d'Atenció Social de Catalunya | Accounting | Consorci de Salut i d'Atenció Social de Catalunya | Contabilidad | Consorci de Salut i d'Atenció Social de Catalunya","Economia","comptes","Comptes anuals 2014 del Consorci de Salut i d'Atenció Social de Catalunya","","text","info:eu-repo/semantics/other",""
"Anual","","Consorci del Campus Interuniversitari Diagonal-Besòs | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2013","","2014-03-27","2014","Aprovació inicial pel President del Consorci de 27-03-2014 | No s'ha presentat cap al·legació, per tant, estan definitivament aprovats","","Informe d'intervenció del compte general de 2013","application/pdf","146 p.","application/pdf","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107121","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci del Campus Interuniversitari Diagonal-Besòs | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci del Campus Interuniversitari del Besòs | Finances municipals | Comptabilitat | Auditoria | Consorci del Campus Interuniversitari del Besòs | Municipal finance | Accounting | Auditing | Consorci del Campus Interuniversitari del Besòs | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2013 del Consorci del Campus Interuniversitari Diagonal-Besòs (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci Mercat de les Flors | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2015","","2016-04-25","2016","Formulats pel Director del Consorci el 25-04-2016","","","application/pdf","112 p.","application/pdf","","","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/106978","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Mercat de les Flors | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci Mercat de les Flors | Finances municipals | Comptabilitat | Auditoria | Consorci Mercat de les Flors | Municipal finance | Accounting | Auditing | Consorci Mercat de les Flors | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2015 del Consorci Mercat de les Flors (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Fundació Barcelona Mobile World Capital Foundation | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2012","","2013","2013","És requerit pels Comptes anuals 2012 de la Fundació Barcelona Mobile World Capital Foundation [http://hdl.handle.net/11703/107197]","","","application/pdf","42 p.","application/pdf","","","fundacions","Mandat 2011-2015","http://hdl.handle.net/11703/107198","cat","","","","Reproducció digital del document en suport original","http://hdl.handle.net/11703/107197","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Barcelona Mobile World Capital Foundation | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Fundació Barcelona Mobile World Capital Foundation | Finances municipals | Comptabilitat | Fundació Barcelona Mobile World Capital Foundation | Municipal finance | Accounting | Fundació Barcelona Mobile World Capital Foundation | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats | informes altres | informes altres","Informe de revisió del compte justificatiu de la subvenció atorgada a l'exercici 2012 per l'Ajuntament de Barcelona a la Fundació Barcelona Mobile World Capital Foundation","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other | info:eu-repo/semantics/report | info:eu-repo/semantics/other | info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"Anual","","Consorci Mercat de les Flors | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2016","","2017-04-24","2017","Formulats per la Directora del Consorci el 24-04-2017","","","application/pdf","87 p.","application/pdf","","","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/107086","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Mercat de les Flors | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci Mercat de les Flors | Finances municipals | Comptabilitat | Auditoria | Consorci Mercat de les Flors | Municipal finance | Accounting | Auditing | Consorci Mercat de les Flors | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2016 del Consorci Mercat de les Flors (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci del Campus Interuniversitari Diagonal-Besòs | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2016","","2017-04-27","2017","Formulats per la Presidenta del Consorci el 27-04-2017","","Informe d'intervenció del compte general de l'exercici 2016","application/pdf","60 p.","application/pdf","","","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/107084","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci del Campus Interuniversitari Diagonal-Besòs | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci del Campus Interuniversitari Diagonal-Besòs | Finances municipals | Comptabilitat | Auditoria | Consorci del Campus Interuniversitari Diagonal-Besòs | Municipal finance | Accounting | Auditing | Consorci del Campus Interuniversitari Diagonal-Besòs | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2016 del Consorci del Campus Interuniversitari Diagonal-Besòs (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Fundació Mies van der Rohe | Faura-Casas Auditors Consultors, S.L.","Barcelona | Barcelona | Barcelona","2016","","2017-03-30","2017","Formulats pel Consell d'Administració de 30-03-2017","","","application/pdf","52 p.","application/pdf","","Núm. Protoc. 7155","fundacions","Mandat 2015-2019","http://hdl.handle.net/11703/107078","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Fundació Mies van der Rohe | Faura-Casas Auditors Consultors, S.L.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Fundació Mies van der Rohe | Finances municipals | Comptabilitat | Auditoria | Fundació Mies van der Rohe | Municipal finance | Accounting | Auditing | Fundació Mies van der Rohe | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2016 de la Fundació Mies van der Rohe (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"","","Fundació Julio Muñoz Ramonet","Barcelona | Barcelona | Barcelona","2018","","2019","2019","","","","application/pdf","25 p.","application/pdf","","","fundacions","Mandat 2015-2019","http://hdl.handle.net/11703/115576","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Finances municipals | Comptabilitat | Fundació Julio Muñoz Ramonet | Municipal finance | Accounting | Fundació Julio Muñoz Ramonet | Finanzas municipales | Contabilidad | Fundació Julio Muñoz Ramonet","Economia","comptes | documents digitalitzats","Comptes anuals 2018 de la Fundació Julio Muñoz Ramonet","Memòria de l'exercici 2018 de la Fundació Julio Muñoz Ramonet","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"","","Selectives Metropolitanes, S.A. (SEMESA) | Tractament i Selecció de Residus, S.A. (TERSA)","Barcelona | Barcelona | Barcelona","2014","","2015-02-12","2015-04-01","","","L'informe de gestió de l'exercici 2014","application/pdf","50 p.","application/pdf","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/97747","cat","","","","Reproducció digital del document en suport original","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Comptabilitat | Selectives Metropolitanes, S.A. (SEMESA) | Auditoria | Accounting | Selectives Metropolitanes, S.A. (SEMESA) | Auditing | Contabilidad | Selectives Metropolitanes, S.A. (SEMESA) | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2014 de SEMESA (juntament amb l'informe de l'auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Gestora de Runes de la Construcció, S.A. | Grant Thornton, S.L.P.","Barcelona | Barcelona | Barcelona","2014","","2015-03-25","2015","Formulats pel Consell d'Administració de la Societat de 25-03-2015","","","application/pdf","59 p.","application/pdf","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/107375","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Gestora de Runes de la Construcció, S.A. | Grant Thornton, S.L.P.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Gestora de Runes de la Construcció, S.A. | Finances municipals | Comptabilitat | Auditoria | Gestora de Runes de la Construcció, S.A. | Municipal finance | Accounting | Auditing | Gestora de Runes de la Construcció, S.A. | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2014 de Gestora de Runes de la Construcció, S.A. (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci de les Drassanes Reials i Museu Marítim de Barcelona","Barcelona | Barcelona | Barcelona","2013","","2014","2014","","","Memòria d'activitats Museu Marítim de Barcelona 2013","application/pdf","2 documents","application/pdf","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107193","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci de les Drassanes Reials i Museu Marítim de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci de les Drassanes Reials i Museu Marítim de Barcelona | Finances municipals | Comptabilitat | Consorci de les Drassanes Reials i Museu Marítim de Barcelona | Municipal finance | Accounting | Consorci de les Drassanes Reials i Museu Marítim de Barcelona | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2013 del Consorci de les Drassanes Reials i Museu Marítim de Barcelona","Compte general 2013 del Consorci de les Drassanes Reials i Museu Marítim de Barcelona","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci del Campus Interuniversitari Diagonal-Besòs | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2014","","2015-04-14","2015","Aprovació inicial pel Consell General del Consorci de 14-04-2015 | No s'ha presentat cap al·legació, per tant, estan definitivament aprovats","","","application/pdf","87 p.","application/pdf","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107125","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci del Campus Interuniversitari Diagonal-Besòs | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci del Campus Interuniversitari del Besòs | Finances municipals | Comptabilitat | Auditoria | Consorci del Campus Interuniversitari del Besòs | Municipal finance | Accounting | Auditing | Consorci del Campus Interuniversitari del Besòs | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2014 del Consorci del Campus Interuniversitari Diagonal-Besòs (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","Oberta","Barcelona Gestió Urbanística, S.A.","Barcelona | Barcelona | Barcelona","2009","No","2010","2010","","","","application/pdf","","application/pdf",19418.0,"","societats mercantils","Mandat 2007-2011","http://hdl.handle.net/11703/87954","cat","Ajuntament de Barcelona","","","","","","","CC0","info:eu-repo/semantics/openAccess","Barcelona Gestió Urbanística, S.A.","https://creativecommons.org/choose/zero/?lang=ca","","Barcelona Gestió Urbanística, S.A. | Barcelona Gestió Urbanística, S.A. | Barcelona Gestió Urbanística, S.A.","Habitatge | Urbanisme i infraestructures","comptes","Comptes anuals i informe de gestió 2009","","text","info:eu-repo/semantics/other",""
"","","Consorci de l'Auditori i l'Orquestra | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2017","","2018","2018","","","","application/pdf","75 p.","application/pdf","","","consorcis","Mandat 2015-2019","http://hdl.handle.net/11703/115562","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci de l'Auditori i l'Orquestra | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Finances municipals | Finanzas municipales | Municipal finance | Comptabilitat | Contabilidad | Accounting | Auditoria | Auditoría | Auditing | Consorci de l'Auditori i l'Orquestra | Consorci de l'Auditori i l'Orquestra | Consorci de l'Auditori i l'Orquestra","Economia","comptes","Comptes anuals 2017 del Consorci de l'Auditori i l'Orquestra (juntament amb l'informe d'auditoria)","Memòria de l'exercici 2017 del Consorci de l'Auditori i l'Orquestra","text","info:eu-repo/semantics/other",""
"Anual","Oberta","Tractament i Selecció de Residus, S.A. (TERSA)","Barcelona | Barcelona | Barcelona","2009","No","2010","2010","","","L'informe de gestió de l'exercici 2009","application/pdf","","application/pdf",6884.0,"","societats mercantils","Mandat 2007-2011","http://hdl.handle.net/11703/87867","cat","Tractament i Selecció de Residus (Barcelona)","","","","","","","CC0","info:eu-repo/semantics/openAccess","Tractament i Selecció de Residus, S.A. (TERSA)","https://creativecommons.org/choose/zero/?lang=ca","","Tractament i Selecció de Residus, S.A. (TERSA) | Comptabilitat | Tractament i Selecció de Residus, S.A. (TERSA) | Accounting | Tractament i Selecció de Residus, S.A. (TERSA) | Contabilidad","Medi ambient | Economia","comptes","Comptes anuals 2009","","text","info:eu-repo/semantics/other",""
"Anual","","Institut Municipal d'Hisenda (Barcelona)","Barcelona | Barcelona | Barcelona","2011","","2012","2012","","","","application/pdf","18 p.","application/pdf","","","organismes autònoms","Mandat 2011-2015","http://hdl.handle.net/11703/106872","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Municipal d'Hisenda (Barcelona)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Institut Municipal d'Hisenda (Barcelona) | Finances municipals | Comptabilitat | Institut Municipal d'Hisenda (Barcelona) | Municipal finance | Accounting | Institut Municipal d'Hisenda (Barcelona) | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2011 de l'Institut Municipal d'Hisenda (Barcelona)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"","","Barcelona Activa, S.A. | Faura-Casas Auditors Consultors, S.L.","Barcelona | Barcelona | Barcelona","2017","No","2018","2018","","","","application/pdf","68 p.","application/pdf","","","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/115553","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Finances municipals | Finanzas municipales | Municipal finance | Comptabilitat | Contabilidad | Accounting | Barcelona Activa, S.A. | Barcelona Activa, S.A. | Barcelona Activa, S.A.","Economia","comptes","Comptes anuals 2017 de Barcelona Activa, S.A.U. (juntament amb l’informe de l’auditoria)","Memòria de l'exercici 2017 de Barcelona Activa, S.A.U.","text","info:eu-repo/semantics/other",""
"Anual","","Barcelona d'Infraestructures Municipals, S.A.","Barcelona | Barcelona | Barcelona","2017","","2018","2018","","","Informe de gestió de l'exercici 2017","application/pdf","49 p.","application/pdf","","","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/109259","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Barcelona d'Infraestructures Municipals, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Barcelona d'Infraestructures Municipals, S.A. | Finances municipals | Comptabilitat | Barcelona d'Infraestructures Municipals, S.A. | Municipal finance | Accounting | Barcelona d'Infraestructures Municipals, S.A. | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2017 de Barcelona d'Infraestructures Municipals, S.A.","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci Mercat de les Flors","Barcelona | Barcelona | Barcelona","2013","","2014","2014-05-08","És requerit pels Comptes anuals 2013 del Consorci Mercat de les Flors [http://hdl.handle.net/11703/107228]","","","application/pdf","2 p.","application/pdf","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107229","cat","","","","Reproducció digital del document en suport original","http://hdl.handle.net/11703/107228","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Mercat de les Flors","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci Mercat de les Flors | Finances municipals | Comptabilitat | Consorci Mercat de les Flors | Municipal finance | Accounting | Consorci Mercat de les Flors | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats | informes altres","Informe de la intervenció del compte general del Consorci Mercat de les Flors 2013","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other | info:eu-repo/semantics/report | info:eu-repo/semantics/other",""
"Anual","","Barcelona de Serveis Municipals, S.A. (BSM)","Barcelona | Barcelona | Barcelona","2012","","2013","2013","","","","application/pdf","54 p.","application/pdf","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/107019","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Barcelona de Serveis Municipals, S.A. (BSM)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Barcelona de Serveis Municipals, S.A. (BSM) | Finances municipals | Comptabilitat | Barcelona de Serveis Municipals, S.A. (BSM) | Municipal finance | Accounting | Barcelona de Serveis Municipals, S.A. (BSM) | Finanzas municipales | Contabilidad","Economia","comptes","Comptes anuals 2012 de Barcelona de Serveis Municipals, S.A.","","text","info:eu-repo/semantics/other",""
"Anual","","Mercabarna, S.A.","Barcelona | Barcelona | Barcelona","2011","","2012-02-21","2012","Formulats pel Consell d'Administació de l'entitat de 21-02-2012","","Informe de gestió de l'exercici 2011","application/pdf","48 p.","application/pdf","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/107000","spa","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Mercabarna, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Mercabarna, S.A. | Finances municipals | Comptabilitat | Mercabarna, S.A. | Municipal finance | Accounting | Mercabarna, S.A. | Finanzas municipales | Contabilidad","Economia","comptes","Cuentas anuales 2011 de Mercabarna, S.A.","Memoria del ejercicio 2011 de Mercabarna, S.A.","text","info:eu-repo/semantics/other",""
"Anual","","Associació Barcelona Clúster Nàutic","Barcelona | Barcelona | Barcelona","2014","","2015-03-30","2015","Aprovats pel President de l'Associació el 30-03-2015","","","application/pdf","2 documents","application/pdf","","","associacions","Mandat 2011-2015","http://hdl.handle.net/11703/106816","spa","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Associació Barcelona Clúster Nàutic","http://creativecommons.org/licenses/by/4.0/deed.ca","","Associació Barcelona Clúster Nàutic | Finances municipals | Comptabilitat | Associació Barcelona Clúster Nàutic | Municipal finance | Accounting | Associació Barcelona Clúster Nàutic | Finanzas municipales | Contabilidad","Economia","comptes","Cuentas anuales 2014 de l'Associació Barcelona Clúster Nàutic","","text","info:eu-repo/semantics/other",""
"Anual","","Institut Barcelona Esports","Barcelona | Barcelona | Barcelona","2011","","2012","2012","","","","application/pdf","22 p.","application/pdf","","","organismes autònoms","Mandat 2011-2015","http://hdl.handle.net/11703/106884","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut Barcelona Esports","http://creativecommons.org/licenses/by/4.0/deed.ca","","Institut Barcelona Esports | Finances municipals | Comptabilitat | Institut Barcelona Esports | Municipal finance | Accounting | Institut Barcelona Esports | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2011 de l'Institut Barcelona Esports","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Agència d'Ecologia Urbana de Barcelona | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2010","","2011-04-07","2011","Aprovació definitiva per l'Assemblea General de l'Agència de 07-04-2011","","","application/pdf","60 p.","application/pdf","","","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/107214","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Agència d'Ecologia Urbana de Barcelona | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Agència d'Ecologia Urbana de Barcelona | Finances municipals | Comptabilitat | Auditoria | Agència d'Ecologia Urbana de Barcelona | Municipal finance | Accounting | Auditing | Agència d'Ecologia Urbana de Barcelona | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2010 de l'Agència d'Ecologia Urbana de Barcelona (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Serveis Funeraris de Barcelona, S.A.","Barcelona | Barcelona | Barcelona","2009","","2010","2010","","","","application/pdf","50 p.","application/pdf","","","societats mercantils","Mandat 2007-2011","http://hdl.handle.net/11703/106854","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Serveis Funeraris de Barcelona, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Serveis Funeraris de Barcelona, S.A. | Finances municipals | Comptabilitat | Serveis Funeraris de Barcelona, S.A. | Municipal finance | Accounting | Serveis Funeraris de Barcelona, S.A. | Finanzas municipales | Contabilidad","Economia","comptes","Comptes anuals 2009 de Serveis Funeraris de Barcelona, S.A.","","text","info:eu-repo/semantics/other",""
"Anual","","Barcelona de Serveis Municipals, S.A. (BSM)","Barcelona | Barcelona | Barcelona","2009","","2010","2010","","","","application/pdf","44 p.","application/pdf","","","societats mercantils","Mandat 2007-2011","http://hdl.handle.net/11703/107015","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Barcelona de Serveis Municipals, S.A. (BSM)","http://creativecommons.org/licenses/by/4.0/deed.ca","","Barcelona de Serveis Municipals, S.A. (BSM) | Finances municipals | Comptabilitat | Barcelona de Serveis Municipals, S.A. (BSM) | Municipal finance | Accounting | Barcelona de Serveis Municipals, S.A. (BSM) | Finanzas municipales | Contabilidad","Economia","comptes","Comptes anuals 2009 de Barcelona de Serveis Municipals, S.A.","","text","info:eu-repo/semantics/other",""
"Anual","","Solucions Integrals per als Residus, S.A. (SIRESA) | PricewaterhouseCoopers Auditores, S.L. | Gabinete Técnico de Auditoría y Consultoría, S.A. | Tractament i Selecció de Residus, S.A. (TERSA)","Barcelona | Barcelona | Barcelona","2011","","2012-02-15","2012","Formulats pel Consell d'Administació de l'entitat de 15-02-2012","","Informe de gestió de l'exercici 2011","application/pdf","40 p.","application/pdf","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/107025","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Solucions Integrals per als Residus, S.A. (SIRESA) | PricewaterhouseCoopers Auditores, S.L. | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Solucions Integrals per als Residus, S.A. (SIRESA) | Finances municipals | Comptabilitat | Auditoria | Solucions Integrals per als Residus, S.A. (SIRESA) | Municipal finance | Accounting | Auditing | Solucions Integrals per als Residus, S.A. (SIRESA) | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2011 de Solucions Integrals per als Residus, S.A. (SIRESA) (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
