"dcAccrualPeriodicity","dcAccrualPolicy","dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdescription","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifierentitat","dcidentifiermandat","dcidentifieruri","dclanguage","dcpublisher","dcrelation","dcrelationhasversion","dcrelationisformatof","dcrelationisrequiredby","dcrelationisversionof","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsource","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 39"
"Anual","","Pla Estratègic Metropolità de Barcelona. Associació | Abante Pich Auditores, S.L.P.","Barcelona | Barcelona | Barcelona","2010","No","2011-03-15","2011","","","","application/pdf","52 p.","application/pdf","","","","Mandat 2007-2011","http://hdl.handle.net/11703/110651","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Pla Estratègic Metropolità de Barcelona. Associació","http://creativecommons.org/licenses/by/4.0/deed.ca","","Pla Estratègic Metropolità de Barcelona. Associació | Comptabilitat | Auditoria | Pla Estratègic Metropolità de Barcelona. Associació | Accounting | Auditing | Pla Estratègic Metropolità de Barcelona. Associació | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2010 del Pla Estratègic Metropolità de Barcelona (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Barcelona d'Infraestructures Municipals, S.A.","Barcelona | Barcelona | Barcelona","2016","","2017","2017","","","Informe de gestió de l'exercici 2016","application/pdf","2 documents","application/pdf","","","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/107064","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Barcelona d'Infraestructures Municipals, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Barcelona d'Infraestructures Municipals, S.A. | Finances municipals | Comptabilitat | Barcelona d'Infraestructures Municipals, S.A. | Municipal finance | Accounting | Barcelona d'Infraestructures Municipals, S.A. | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2016 de Barcelona d'Infraestructures Municipals, S.A.","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Institut de Cultura de Barcelona","Barcelona | Barcelona | Barcelona","2014","","2015-03-13","2015","Formulats pel Consell d'Administració de 13-03-2015","","","application/pdf","39 p.","application/pdf","","","entitats públiques empresarials","Mandat 2011-2015","http://hdl.handle.net/11703/106959","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut de Cultura de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Institut de Cultura de Barcelona | Finances municipals | Comptabilitat | Institut de Cultura de Barcelona | Municipal finance | Accounting | Institut de Cultura de Barcelona | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2014 de l'Institut de Cultura de Barcelona","Memòria de l'exercici 2014 de l'Institut de Cultura de Barcelona","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Parc d'Atraccions del Tibidabo, S.A. | Faura-Casas Auditors Consultors, S.L.","Barcelona | Barcelona | Barcelona","2016","","2017","2017","","","Informe de gestió de l'exercici 2016","application/pdf","51 p.","application/pdf","","Núm. Protoc. 6576","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/107067","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Parc d'Atraccions del Tibidabo, S.A. | Faura-Casas Auditors Consultors, S.L.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Parc d'Atraccions del Tibidabo, S.A. | Finances municipals | Comptabilitat | Auditoria | Parc d'Atraccions del Tibidabo, S.A. | Municipal finance | Accounting | Auditing | Parc d'Atraccions del Tibidabo, S.A. | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2016 del Parc d'Atraccions del Tibidabo, S.A. (juntament amb l'informe de l'auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci de l'Habitatge de Barcelona | Horwath PLM Auditores, S.L.P.","Barcelona | Barcelona | Barcelona","2016","","2017-03-31","2017","Formulats per la Gerència del Consorci de 31-03-2017","","Informe d'activitat 2016","application/pdf","49 p.","application/pdf","","","","Mandat 2015-2019","http://hdl.handle.net/11703/110584","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci de l'Habitatge de Barcelona | Horwath PLM Auditores, S.L.P.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Comptabilitat | Auditoria | Consorci de l'Habitatge de Barcelona | Accounting | Auditing | Consorci de l'Habitatge de Barcelona | Contabilidad | Auditoría | Consorci de l'Habitatge de Barcelona","Economia","comptes | documents digitalitzats","Comptes anuals 2016 del Consorci de l'Habitatge de Barcelona (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci Institut d'Infància i Món Urbà (Barcelona) | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2013","","2014-04-02","2014","Aprovats pel Comitè Executiu del Consorci de 02-04-2014","","Informe d'intervenció del compte general de l'exercici 2013","application/pdf","79 p.","application/pdf","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107342","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Institut d'Infància i Món Urbà (Barcelona) | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci Institut d'Infància i Món Urbà (Barcelona) | Finances municipals | Comptabilitat | Auditoria | Consorci Institut d'Infància i Món Urbà (Barcelona) | Municipal finance | Accounting | Auditing | Consorci Institut d'Infància i Món Urbà (Barcelona) | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2013 del Consorci Institut d'Infància i Món Urbà (Barcelona) (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci Parc de Salut Mar de Barcelona","Barcelona | Barcelona | Barcelona","2010","","2011","2011","","","","application/pdf","40 p.","application/pdf","","","consorcis","Mandat 2007-2011","http://hdl.handle.net/11703/107165","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci Parc de Salut Mar de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci Parc de Salut Mar de Barcelona | Finances municipals | Comptabilitat | Consorci Parc de Salut Mar de Barcelona | Municipal finance | Accounting | Consorci Parc de Salut Mar de Barcelona | Finanzas municipales | Contabilidad","Economia","comptes | documents digitalitzats","Comptes anuals 2010 del Consorci Parc de Salut Mar de Barcelona","Compte general 2010 del Consorci Parc de Salut Mar de Barcelona","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"","","Selectives Metropolitanes, S.A. (SEMESA) | Faura-Casas Auditors Consultors, S.L. | Tractament i Selecció de Residus, S.A. (TERSA)","Barcelona | Barcelona | Barcelona","2018","","2019-04-02","2019","","","L'informe de gestió de l'exercici 2018","application/pdf","54 p.","application/pdf","","","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/115058","cat","","","","Reproducció digital del document en suport original","","","","","","Selectives Metropolitanes, S.A. (SEMESA) | Faura-Casas Auditors Consultors, S.L.","","","Selectives Metropolitanes, S.A. (SEMESA) | Selectives Metropolitanes, S.A. (SEMESA) | Selectives Metropolitanes, S.A. (SEMESA) | Comptabilitat | Contabilidad | Accounting | Auditoria | Auditoría | Auditing","Economia","comptes | documents digitalitzats","Comptes anuals 2018 de SEMESA (juntament amb l'informe de l'auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Informació i Comunicació de Barcelona, S.A. | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2014","","2015-02-23","2015","Formulats pel Consell d'Administració de la Societat 23-02-2015","","Informe de gestió de l'exercici 2014","application/pdf","62 p.","application/pdf","","","societats mercantils","Mandat 2011-2015","http://hdl.handle.net/11703/107408","spa","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Informació i Comunicació de Barcelona, S.A. | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Informació i Comunicació de Barcelona, S.A. | Finances municipals | Comptabilitat | Auditoria | Informació i Comunicació de Barcelona, S.A. | Municipal finance | Accounting | Auditing | Informació i Comunicació de Barcelona, S.A. | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Cuentas anuales 2014 de Informació i Comunicació de Barcelona, S.A. (junto con el informe de auditoría)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2014","","2015-06-12","2015","Formulats pel Consell d'Administració del Consorci de 12-06-2015","","","application/pdf","56 p.","application/pdf","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107157","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona) | Finances municipals | Comptabilitat | Auditoria | Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona) | Municipal finance | Accounting | Auditing | Institut de Prestacions d’Assistència Mèdica al Personal Municipal (Barcelona) | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2014 de l'Institut de Prestacions d’Assistència Mèdica al Personal Municipal (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Barcelona Gestió Urbanística, S.A. | Faura-Casas Auditors Consultors, S.L.","Barcelona | Barcelona | Barcelona","2016","","2017-03-23","2017","Formulats i aprovats pel Consell d'Administració de la Societat de 23-03-2017","","Informe de gestió de l'exercici 2016","application/pdf","2 documents","application/pdf","","Núm. Protoc. 6572","societats mercantils","Mandat 2015-2019","http://hdl.handle.net/11703/107104","cat","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Barcelona Gestió Urbanística, S.A. | Faura-Casas Auditors Consultors, S.L.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Barcelona Gestió Urbanística, S.A. | Finances municipals | Comptabilitat | Auditoria | Barcelona Gestió Urbanística, S.A. | Municipal finance | Accounting | Auditing | Barcelona Gestió Urbanística, S.A. | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Comptes anuals 2016 de Barcelona Gestió Urbanística, S.A. (juntament amb l’informe de l’auditoria)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","","Consorci del Parc de Recerca Biomèdica de Barcelona | BDO Auditores, S.L.P.","Barcelona | Barcelona | Barcelona","2014","","2015-04-17","2015","Formulats per la Comissió Executiva del Consorci de 17-04-2015","","","application/pdf","42 p.","application/pdf","","","consorcis","Mandat 2011-2015","http://hdl.handle.net/11703/107232","cat","","","","","","","","CC-BY","info:eu-repo/semantics/openAccess","Consorci del Parc de Recerca Biomèdica de Barcelona | BDO Auditores, S.L.P.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Consorci del Parc de Recerca Biomèdica de Barcelona | Finances municipals | Comptabilitat | Auditoria | Consorci del Parc de Recerca Biomèdica de Barcelona | Municipal finance | Accounting | Auditing | Consorci del Parc de Recerca Biomèdica de Barcelona | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes","Comptes anuals 2014 del Consorci del Parc de Recerca Biomèdica de Barcelona (juntament amb l'informe de l'auditoria)","Memòria econòmica de l'exercici 2014 del Consorci del Parc de Recerca Biomèdica de Barcelona","text","info:eu-repo/semantics/other",""
"Anual","","Parc d'Atraccions del Tibidabo, S.A. | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","Barcelona | Barcelona | Barcelona","2006","","2007-03-08","2007","Formulats pel Consell d'Administració de la Societat de 08-03-2007","","Informe de gestió de l'exercici 2006","application/pdf","24 p.","application/pdf","","","societats mercantils","Mandat 2003-2007","http://hdl.handle.net/11703/107383","spa","","","","Reproducció digital del document en suport original","","","","CC-BY","info:eu-repo/semantics/openAccess","Parc d'Atraccions del Tibidabo, S.A. | PricewaterhouseCoopers (Firma) | Gabinete Técnico de Auditoría y Consultoría, S.A.","http://creativecommons.org/licenses/by/4.0/deed.ca","","Parc d'Atraccions del Tibidabo, S.A. | Finances municipals | Comptabilitat | Auditoria | Parc d'Atraccions del Tibidabo, S.A. | Municipal finance | Accounting | Auditing | Parc d'Atraccions del Tibidabo, S.A. | Finanzas municipales | Contabilidad | Auditoría","Economia","comptes | documents digitalitzats","Cuentas anuales 2006 del Parc d'Atraccions del Tibidabo, S.A. (junto con el informe de auditoría)","","text","info:eu-repo/semantics/other | info:eu-repo/semantics/other",""
"Anual","Oberta","Tractament i Selecció de Residus, S.A. (TERSA)","Barcelona | Barcelona | Barcelona","2010","No","2011","2011","","","L'informe de gestió de l'exercici 2010","application/pdf","","application/pdf",8575.0,"","societats mercantils","Mandat 2007-2011","http://hdl.handle.net/11703/87870","cat","Tractament i Selecció de Residus (Barcelona)","","","","","","","CC0","info:eu-repo/semantics/openAccess","Tractament i Selecció de Residus, S.A. (TERSA)","https://creativecommons.org/choose/zero/?lang=ca","","Tractament i Selecció de Residus, S.A. (TERSA) | Comptabilitat | Tractament i Selecció de Residus, S.A. (TERSA) | Accounting | Tractament i Selecció de Residus, S.A. (TERSA) | Contabilidad","Medi ambient | Economia","comptes","Comptes anuals 2010","","text","info:eu-repo/semantics/other",""
