"dccontributorauthor","dccoveragespatial","dccoveragetemporal","dccoveragevigencia","dcdatecreated","dcdateissued","dcdatevalidfinal","dcdatevalidinici","dcdescription","dcdescriptionLegislationChangedBy","dcdescriptionLegislationChanges","dcdescriptionsponsorship","dcdescriptiontableofcontents","dcformat","dcformatextent","dcformatmimetype","dcidentifierBG","dcidentifierab","dcidentifiercitation","dcidentifierentitat","dcidentifieruri","dclanguage","dcrelation","dcrelationhasversion","dcrelationisformatof","dcrelationisreplacedby","dcrelationisrequiredby","dcrelationisversionof","dcrelationreplaces","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dcsubjectprogramme","dctitle","dctitlealternative","dctype","dctypedriver","Unnamed: 42"
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2013","No","2013-05-31","2013-06-17","2014-03-27","2013-06-18","Modificacions aprovades pel Plenari del Consell Municipal el 31-05-2013 | Entra en vigor amb la seva publicació al BOPB, i s’aplica amb efectes des de l’1 de juliol de 2013.","","","","","application/pdf","2 p.","application/pdf","12819","","Butlletí Oficial de la Província de Barcelona (17-06-2013)","","http://hdl.handle.net/11703/86870","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals | Local taxation | Impuestos locales","Hisenda","ordenances fiscals","","Ordenances fiscals 2013 i anys següents :3.1 Taxes per serveis generals, 3.10 Taxes per utilització privativa del domini públic municipal i la prestació d'altres serveis","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2010","No","2009-12-23","2009-12-29","2010-12-31","2010-01-01","Modificacions aprovades pel Plenari del Consell Municipal el 23-12-2009","","","","","application/pdf","","application/pdf","12799","","Butlletí Oficial de la Província de Barcelona, núm. 311, Annex I (29-12-2009)","","http://hdl.handle.net/11703/89270","cat","http://hdl.handle.net/11703/88846","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Impostos locals | Local taxation | Impuestos locales","Hisenda","ordenances fiscals","","Ordenances fiscals 2010 i anys següents","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2020","Si","2020-01-31","2020-02-07","","2020-02-07","Aprovació inicial pel Plenari del Consell Municipal de 25-10-2019 | Aprovació definitiva pel Plenari del Consell Municipal de 31-01-2020","","Modifica l'Ordenança fiscal 3.12. Taxa per l'estacionament regulat de vehicles a la via pública de les Ordenances fiscals 2018 i anys següents [http://hdl.handle.net/11703/111116]","","","application/pdf","7 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (07-02-2020)","","http://hdl.handle.net/11703/117277","cat","","","","","http://hdl.handle.net/11703/111116","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Aparcaments | Parking garages | Aparcamiento | Carrers | Streets | Calles | Vehicles | Vehicles | Vehículos | Tarifes | Rates | Tarifas","Hisenda","ordenances fiscals","","Ordenances fiscals 2020 i anys següents : 3.12 Taxa per l'estacionament regulat de vehicles a la via pública","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2014","No","2013-09-18","2013-10-07","","2014-01-01 | 2014-12-31","Aprovats per la Comissió de Govern de 18-09-2013","","","","1r.  Àrea de Qualitat de Vida i Igualtat i Esports:  Serveis per equipaments residencials per persones   amb   discapacitat;   Residències,   habitatges   tutelats   i   centres   de   dia   per   gent   gran;   Serveis   d’atenció domiciliària; Serveis d’àpats en companyia per a la gent gran; Cessió de terrenys d’acampada de la Granja Escola Can Girona; Serveis de l’activitat ""Anem per feina! De què vols treballar?""; Serveis dels centres oberts municipals per infants, adolescents i famílies; Cessió d’ús temporal de sales del Centre d’informació i atenció per a joves, i Servei del projecte ""Temps de barri, temps per a tu"" | 2n. Àrea de Prevenció, Seguretat i Mobilitat: Serveis de la Unitat Muntada, la Secció Canina i la Galeria de Tir de la Guàrdia Urbana; Cursos de formació policial i de seguretat realitzats per la Guàrdia Urbana, i Cursos de formació realitzats pel Servei de Prevenció i Extinció d’Incendis i Salvament | 3r. Àrea d’Hàbitat Urbà: Serveis de recollida de residus comercials i industrials assimilables a municipals i de prestació de serveis especials de neteja i recollida de residus municipals; Activitats d’educació ambiental de l’Àrea de Medi Ambient i altres  prestacions de serveis i cessions d’espais del sector de medi ambient, i   Serveis culturals i lloguer d’espais del Pavelló  Mies van der Rohe | 4t. Àrea de Recursos: Activitats culturals de cursos, seminaris i congressos prestades per l’Arxiu municipal contemporani, els arxius municipals dels districtes i els arxius centrals dels sectors, i pels serveis de reproducció i comunicació de documents, sense caràcter d’expedient administratiu, produïts per l’Ajuntament de Barcelona i prestats per l’Arxiu municipal contemporani, els arxius municipals dels districtes i els arxius centrals dels sectors","application/pdf","","application/pdf","11646 | 11662","","Butlletí Oficial de la Província de Barcelona (07-10-2013) | Publicat també a la Gaseta Municipal de Barcelona, núm. 27 (10-10-2013) , p. 4066-4102","districtes","http://hdl.handle.net/11703/87096","cat","","","","http://hdl.handle.net/11703/88945","","","http://hdl.handle.net/11703/87097","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","","Hisenda","preus públics","","Preus públics per a l'any 2014 i successius : regulació general  i preus  públics","","text","info:eu-repo/semantics/other",""
"Districte 8. Nou Barris","Barcelona. Districte 8. Nou Barris | Barcelona. District 8. Nou Barris | Barcelona. Distrito 8. Nou Barris","2000 | 2001","No","2000-02-11","2000-03-10","2002-02-20","2000-03-10","Aprovats per la Comissió de Govern de 11-02-2000 | No s'inclouen els preus","","","","","application/pdf","1 p.","application/pdf","12718","","Gaseta Municipal de Barcelona, núm. 9 (10-03-2000), p. 547","districtes","http://hdl.handle.net/11703/89043","cat","http://hdl.handle.net/11703/89005","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Equipaments col·lectius | Infrastructure (Economics) | Equipamientos colectivos","Hisenda","preus públics","","Preus públics per a l'any 2000 i successius : centres cívics del Districte de Nou Barris","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2001","No","2000-11-08","2000-12-20","","2001-01-01","Aprovats per la Comissió de Govern de 08-11-2000","","","","","application/pdf","2 p.","application/pdf","12749","","Gaseta Municipal de Barcelona, núm. 34 (20-12-2000), p. 1568-1569","","http://hdl.handle.net/11703/89037","cat","","","","http://hdl.handle.net/11703/89019","http://hdl.handle.net/11703/89023","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Projectes urbanístics | City planning | Planeamiento urbanístico","Hisenda","preus públics","","Preus públics per a l'any 2001 i successius : actes de gestió i planejament urbanístics","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2019","No","2018-12-13","2018-12-21","","2019-01-01","Aprovats per la Comissió de Govern de 13-12-2018","Substituïts pels Preus públics del Parc Zoològic de Barcelona; Parc d’atraccions del Tibidabo; Parc Güell; Arxiu municipal Contemporani de Barcelona, Arxius municipals de Districte i arxius centrals dels Sectors substituïts per les tarifes de l'any 2020 [http://hdl.handle.net/11703/116147] | Substituïts pels Preus públics per a l'any 2020 i successius : Mercat Central de Fruites i Hortalisses, Mercat Central del Peix i Mercabarna [http://hdl.handle.net/11703/117093]","","","Tarifes de Parc Zoològic de Barcelona; Parc d’atraccions del Tibidabo; Parc Güell; Arxiu municipal Contemporani de Barcelona, Arxius municipals de Districte i arxius centrals dels Sectors; Mercat Central de Fruites i Hortalisses, Mercat Central del Peix, i Mercabarna","application/pdf","4 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (21-12-2018)","","http://hdl.handle.net/11703/111836","cat","","","","http://hdl.handle.net/11703/116147 | http://hdl.handle.net/11703/117093","","","http://hdl.handle.net/11703/106664","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Zoo de Barcelona | Parc d'Atraccions del Tibidabo, S.A. | Parc Güell (Barcelona) | Arxius municipals | Mercabarna, S.A. | Mercats | Zoo de Barcelona | Parc d'Atraccions del Tibidabo, S.A. | Parc Güell (Barcelona) | Municipal archives | Mercabarna, S.A. | Markets | Zoo de Barcelona | Parc d'Atraccions del Tibidabo, S.A. | Parc Güell (Barcelona) | Archivos municipales | Mercabarna, S.A. | Mercados","Hisenda","preus públics","","Preus públics per a l'any 2019 i successius : Parc Zoològic de Barcelona; Parc d’atraccions del Tibidabo; Parc Güell; Arxiu municipal Contemporani de Barcelona, Arxius municipals de Districte i arxius centrals dels Sectors; Mercat Central de Fruites i Hortalisses, Mercat Central del Peix, i Mercabarna","Aprovació diverses tarifes","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2001","No","2000-11-08","2000-12-20","2001-12-31","2001-01-01","Aprovats per la Comissió de Govern de 08-11-2000","","","","","application/pdf","2 p.","application/pdf","14969","","Gaseta Municipal de Barcelona, núm. 34 (20-12-2000), 1569-1570","","http://hdl.handle.net/11703/89375","cat","","","","http://hdl.handle.net/11703/89021","http://hdl.handle.net/11703/89023","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Associacionisme | Associationism | Asociacionismo","Hisenda","preus públics","","Preus públics per a l'any 2001 i successius : serveis de Torre Jussana","","text","info:eu-repo/semantics/other",""
"Ajuntament de Barcelona","Barcelona | Barcelona | Barcelona","2020","","2020-02-28","2020-03-09","","2020-07-01","Aprovació inicial pel Plenari del Consell Municipal de 20-12-2019 | Aprovació definitiva pel Plenari del Consell Municipal de 28-02-2020","","","","","application/pdf","8 p.","application/pdf","","","Butlletí Oficial de la Província de Barcelona (09-03-2020)","","http://hdl.handle.net/11703/117748","cat","","","","","","","","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Recollida de residus | Refuse collection | Recogida de residuos | Habitatges | Dwellings | Viviendas","Hisenda","preus públics","","Preus públics per a l'any 2020 i successius: servei de recollida de residus municipals generats en els domicilis particulars","Preus públics. 2020","text","info:eu-repo/semantics/other",""
"Districte 1. Ciutat Vella | Districte 2. Eixample | Districte 3. Sants-Montjuïc | Districte 4. Les Corts | Districte 5. Sarrià-Sant Gervasi | Districte 6. Gràcia | Districte 7. Horta-Guinardó | Districte 8. Nou Barris | Districte 9. Sant Andreu | Districte 10. Sant Martí","Barcelona. Districte 1. Ciutat Vella | Barcelona. Districte 2. Eixample | Barcelona. Districte 3. Sants-Montjuïc | Barcelona. Districte 4. Les Corts | Barcelona. Districte 5. Sarrià-Sant Gervasi | Barcelona. Districte 6. Gràcia | Barcelona. Districte 7. Horta-Guinardó | Barcelona. Districte 8. Nou Barris | Barcelona. Districte 9. Sant Andreu | Barcelona. Districte 10. Sant Martí | Barcelona. District 1. Ciutat Vella | Barcelona. District 2. Eixample | Barcelona. District 3. Sants-Montjuïc | Barcelona. District 4. Les Corts | Barcelona. District 5. Sarrià-Sant Gervasi | Barcelona. District 6. Gràcia | Barcelona. District 7. Horta-Guinardó | Barcelona. District 8. Nou Barris | Barcelona. District 9. Sant Andreu | Barcelona. District 10. Sant Martí | Barcelona. Distrito 1. Ciutat Vella | Barcelona. Distrito 2. Eixample | Barcelona. Distrito 3. Sants-Montjuïc | Barcelona. Distrito 4. Les Corts | Barcelona. Distrito 5. Sarrià-Sant Gervasi | Barcelona. Distrito 6. Gràcia | Barcelona. Distrito 7. Horta-Guinardó | Barcelona. Distrito 8. Nou Barris | Barcelona. Distrito 9. Sant Andreu | Barcelona. Distrito 10. Sant Martí","2000","No","2000-02-11","2000-04-30","2001-01-01","2000-05-01","Aprovats per la Comissió de Govern l'11-02-2000 | Modifiquen les tarifes per a la utilització de les instal·lacions municipals esportives d'àmbit de ciutat i districte per a l'any 2000, per modificació del tipus de l'impost del valor afegit aplicable als serveis prestats a persones físiques que practiquen l'esport o l'educació física, i ésser el tipus reduït del 7% el que correspon aplicar a partir de l'1 de gener de l'any 2000, en substitució del normal del 16% que es venia aplicant fins a l'esmentada data, d'acord amb l'establert a l'article 71 de la Lei 54/1999, de 29 de desembre, dels pressupostos generals de l'estat per a l'any 2000, que modifica el punt 8 de l'apartat 1.2 de l'article 92 de la Llei 37/1992, reguladora de l'impost del valor afegit; i aprovar les tarifes per a la utilització del poliesportiu municipal Marítim per a l'any 2000, segons proposta adjunta","","","","","application/pdf","34 p.","application/pdf","12721","","Gaseta Municipal de Barcelona, núm. 14 (30-04-2000), p. 762-794","districtes","http://hdl.handle.net/11703/89046","cat","","","","http://hdl.handle.net/11703/89031","","","Modifica el preus públics aprovats per la Comissió de Govern en data 10-12-1999","","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Instal·lacions esportives | Sports facilities | Instalaciones deportivas","Hisenda","preus públics","","Preus públics per a l'any 2000 i successius : instal·lacions municipals esportives d'àmbit ciutat i de districte","","text","info:eu-repo/semantics/other",""
"Institut Municipal d'Educació (Barcelona)","Barcelona | Barcelona | Barcelona","2014 | 2015","Si","2014-05-14","2014-05-26","","","Aprovats per la Comissió de Govern de 14-05-2014 | Modificats per la Comissió de Govern de 11-03-2015","","","","Preus públics pels serveis d'educació: Escoles bressol municipals; Escoles municipals de Música; Conservatori municipal de música de Barcelona","application/pdf","13 p.","application/pdf","13763","","Butlletí Oficial de la Província de Barcelona (26-05-2014) | Correcció d'errades: Butlletí Oficial de la Província de Barcelona (20-10-2016)","organismes autònoms","http://hdl.handle.net/11703/88950","cat","","http://hdl.handle.net/11703/96911","","","","","","http://hdl.handle.net/11703/88943","Domini públic","info:eu-repo/semantics/openAccess","","http://creativecommons.org/publicdomain/mark/1.0/deed.ca","Escoles bressol | Escoles municipals | Escoles de música | Conservatori Municipal de Música de Barcelona | Kindergarten | Public schools | Music schools | Conservatori Municipal de Música de Barcelona | Guarderías | Escuelas públicas | Escuelas de música | Conservatori Municipal de Música de Barcelona","Hisenda","preus públics","","Preus públics per al curs 2014-2015 i successius : serveis d’educació","","text","info:eu-repo/semantics/other",""
