"dccontributorauthor","dccoveragespatial","dcdatecreated","dcdateissued","dcdescription","dcdescriptiontableofcontents","dcformat","dcformatextent","dcidentifierab","dcidentifieruri","dclanguage","dcrelationisrequiredby","dcrelationrequires","dcrights","dcrightsaccessrights","dcrightsrightsHolder","dcrightsuri","dcsubject","dcsubjectcategory","dcsubjectforma","dctitle","dctype","Unnamed: 22"
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-06-07","2016-06-07","","","application/pdf","1 p.","Núm. Exp. 0441/16","http://hdl.handle.net/11703/99044","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0441/2016 sobre un cobrament indegut","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-09-20","2016-09-20","","","application/pdf","1 p.","Núm. Exp. 0474/16","http://hdl.handle.net/11703/99594","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0474/2016 sobre una factura controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-11-15","2016-11-15","","","application/pdf","1 p.","Núm. Exp. 0600/16","http://hdl.handle.net/11703/99656","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0600/2016 sobre unes subscripcions controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-07","2017-11-07","","","application/pdf","1 p.","Núm. Exp. 1835/16","http://hdl.handle.net/11703/108031","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Factures","Comerç","laudes","Laude 1835/2016 sobre unes factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-14","2016-04-14","","","application/pdf","1 p.","Núm. Exp. 1776/15","http://hdl.handle.net/11703/99073","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet","Comerç","laudes","Laude 1776/2015 sobre la inhibició per conèixer la controvèrsia, en estar exclosa de l'oferta d'adhesió","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-31","2016-03-31","","","application/pdf","1 p.","Núm. Exp. 1236/15","http://hdl.handle.net/11703/98295","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1236/2015 sobre la reparació d'una caldera","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-24","2016-05-24","","","application/pdf","1 p.","Núm. Exp. 1889/15","http://hdl.handle.net/11703/98921","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laudo 1889/2015 sobre un colchón controvertido","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-14","2017-11-14","","","application/pdf","1 p.","Núm. Exp. 1641/16","http://hdl.handle.net/11703/108116","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Frau","Comerç","laudes","Laudo 1641/2016 sobre una inhibición","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-12","2016-07-12","","","application/pdf","1 p.","Núm. Exp. 1948/15","http://hdl.handle.net/11703/99376","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Telefonia per internet","Comerç","laudes","Laude 1948/2015 sobre les afectacions d'un servei","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-21","2017-11-21","","","application/pdf","1 p.","Núm. Exp. 0051/17","http://hdl.handle.net/11703/108055","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0051/2017 sobre una inhibició","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-08","2016-03-08","","","application/pdf","1 p.","Núm. Exp. 1615/15","http://hdl.handle.net/11703/98176","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1615/2015 sobre la factura de un suministro","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-09-19","2017-09-19","","","application/pdf","1 p.","Núm. Exp. 0887/16","http://hdl.handle.net/11703/107415","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude","Comerç","laudes","Laude 0887/2016 sobre una inhibició","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-29","2017-11-29","Audiència celebrada el 19 d'octubre de 2017","","application/pdf","1 p.","Núm. Exp. 1771/16","http://hdl.handle.net/11703/108000","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Telefonia per internet","Comerç","laudes","Laude 1771/2016 sobre un compromís de permanència","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-12","2016-07-12","","","application/pdf","1 p.","Núm. Exp. 0121/16","http://hdl.handle.net/11703/99375","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet","Comerç","laudes","Laude 0121/2016 sobre el funcionament d'una línia","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-19","2016-04-19","","","application/pdf","1 p.","Núm. Exp. 0009/16","http://hdl.handle.net/11703/98686","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Productes defectuosos","Comerç","laudes","Laude 0009/2016 sobre la reparació d'un terminal","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-14","2016-04-14","","","application/pdf","1 p.","Núm. Exp. 1839/15","http://hdl.handle.net/11703/98663","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Telefonia per internet","Comerç","laudes","Laude 1839/2015 sobre la interrupció d'un servei contractat","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-01-19","2016-01-19","","","application/pdf","1 p.","Núm. Exp. 1482/15","http://hdl.handle.net/11703/97914","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 1482/2015 sobre un compromís de permanència i el retorn de dos equips de fibra","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-01-12","2017-01-12","Corregit pel laude de 02-02-2017 [http://hdl.handle.net/11703/104924]","","application/pdf","1 p.","Núm. Exp. 0799/16","http://hdl.handle.net/11703/104923","cas","","http://hdl.handle.net/11703/104924","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Ferrocarrils. Garantia de qualitat","Comerç","laudes","Laudo 0799/2016 sobre unos billetes de tren","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-18","2016-05-18","","","application/pdf","1 p.","Núm. Exp. 0306/16","http://hdl.handle.net/11703/98908","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0306/2016 sobre unes trucades internacionals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-07","2017-11-07","","","application/pdf","1 p.","Núm. Exp. 2004/16","http://hdl.handle.net/11703/108016","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Productes defectuosos","Comerç","laudes","Laude 2004/2016 sobre un terminal controvertit","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-06-16","2016-06-16","","","application/pdf","1 p.","Núm. Exp. 0483/16","http://hdl.handle.net/11703/99123","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 0483/2016 sobre unes sabates controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-01-19","2016-01-19","","","application/pdf","1 p.","Núm. Exp. 1481/15","http://hdl.handle.net/11703/97916","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1481/2015 sobre estar incorporat en un arxiu d'incompliment d'obligacions dineràries","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-02-02","2017-02-02","","","application/pdf","1 p.","Núm. Exp. 0931/16","http://hdl.handle.net/11703/102542","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0931/2016 sobre l'import associat a una visita tècnica","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-22","2016-07-22","Audiència celebrada el 26 d'abril de 2016","","application/pdf","1 p.","Núm. Exp. 0334/16","http://hdl.handle.net/11703/98765","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0334/2016 sobre incidències en un enviament internacional","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-07-18","2017-07-18","","","application/pdf","1 p.","Núm. Exp. 0737/16","http://hdl.handle.net/11703/106674","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Escoles. Contractes de serveis","Comerç","laudes","Laudo 0737/2016 sobre un contrato de enseñanza","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-14","2016-04-14","","","application/pdf","1 p.","Núm. Exp. 1856/15","http://hdl.handle.net/11703/98664","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 1856/2015 sobre un servei contractat","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-12","2016-07-12","","","application/pdf","2 p.","Núm. Exp. 0315/16","http://hdl.handle.net/11703/99361","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Contractes de serveis","Comerç","laudes","Laude 0315/2016 sobre l'incompliment d'unes condicions contractuals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-28","2017-11-28","","","application/pdf","1 p.","Núm. Exp. 0338/17","http://hdl.handle.net/11703/108256","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 0338/2017 sobre un procés de neteja controvertit","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-07-06","2017-07-06","","","application/pdf","1 p.","Núm. Exp. 1254/16","http://hdl.handle.net/11703/106668","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet. Contractes de serveis","Comerç","laudes","Laude 1254/2016 sobre un servei contractat","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-10-05","2017-10-05","","","application/pdf","1 p.","Núm. Exp. 1385/16","http://hdl.handle.net/11703/107949","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Factures","Comerç","laudes","Laude 1385/2016 sobre una factura controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-04-04","2017-04-04","","","application/pdf","1 p.","Núm. Exp. 1056/16","http://hdl.handle.net/11703/105439","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 1056/2016 sobre el procés de neteja d'unes fundes de coixí","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-24","2016-05-24","","","application/pdf","1 p.","Núm. Exp. 1373/15","http://hdl.handle.net/11703/99024","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 1373/2015 sobre un equip de mesura","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-23","2016-02-23","","","application/pdf","2 p.","Núm. Exp. 1095/14","http://hdl.handle.net/11703/97968","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 1095/2014 sobre un compromís de permanència","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-02","2016-02-02","","","application/pdf","1 p.","Núm. Exp. 1741/15","http://hdl.handle.net/11703/97923","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 1741/2015 sobre el procés de neteja d'un top","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-06-07","2016-06-07","","","application/pdf","1 p.","Núm. Exp. 0208/16","http://hdl.handle.net/11703/99100","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0208/2016 sobre unes factures controvertides d'unes trucades passarel·les internacionals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-19","2016-04-19","","","application/pdf","1 p.","Núm. Exp. 1894/15","http://hdl.handle.net/11703/98677","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Productes defectuosos","Comerç","laudes","Laude 1894/2015 sobre un anell","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-11-29","2016-11-29","","Correcció d'errades [2017-01-19]","application/pdf","","Núm. Exp. 0816/16","http://hdl.handle.net/11703/100129","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0816/2016 sobre una factura controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-02-28","2017-02-28","","","application/pdf","1 p.","Núm. Exp. 1192/16","http://hdl.handle.net/11703/104921","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1192/2016 sobre un compromís de permanència en que s'ha arribat a un acord","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-02","2016-02-02","","","application/pdf","1 p.","Núm. Exp. 1215/15","http://hdl.handle.net/11703/97918","cas","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laudo 1215/2015 sobre la cancelación de un vuelo","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-12","2016-07-12","","","application/pdf","1 p.","Núm. Exp. 1939/15","http://hdl.handle.net/11703/99524","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Telefonia per internet","Comerç","laudes","Laude 1939/2015 sobre la prestació d'un servei contractat","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-09-28","2017-09-28","","","application/pdf","1 p.","Núm. Exp. 1404/16","http://hdl.handle.net/11703/107772","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Mobles. Garantia de qualitat","Comerç","laudes","Laude 1404/2016 sobre un acord","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-10-26","2017-10-26","","","application/pdf","1 p.","Núm. Exp. 0191/17","http://hdl.handle.net/11703/108044","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude","Comerç","laudes","Laude 0191/2017 sobre un desistiment","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-05-04","2017-05-04","","","application/pdf","1 p.","Núm. Exp. 1725/16","http://hdl.handle.net/11703/106000","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1725/2016 sobre l'enviament d'un paquet","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-12","2016-07-12","","","application/pdf","1 p.","Núm. Exp. 0030/16","http://hdl.handle.net/11703/99374","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Productes defectuosos","Comerç","laudes","Laude 0030/2016 sobre la reparació d'un terminal","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-21","2017-11-21","","","application/pdf","1 p.","Núm. Exp. 0121/17","http://hdl.handle.net/11703/108249","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet. Contractes de serveis","Comerç","laudes","Laude 0121/2017 sobre una oferta en una contractació de serveis","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-24","2016-05-24","","","application/pdf","1 p.","Núm. Exp. 0430/16","http://hdl.handle.net/11703/98926","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0430/2016 sobre un enviament controvertit","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-28","2017-11-28","","","application/pdf","1 p.","Núm. Exp. 0201/17","http://hdl.handle.net/11703/108258","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 0201/2017 sobre un procés de neteja controvertit","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-12-12","2017-12-12","","","application/pdf","1 p.","Núm. Exp. 0106/17","http://hdl.handle.net/11703/108305","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Vehicles. Reparacions. Factures","Comerç","laudes","Laude 0106/2017 sobre unes factures controvertides en uns serveis realitzats","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-09-28","2017-09-28","","","application/pdf","1 p.","Núm. Exp. 1403/16","http://hdl.handle.net/11703/107771","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Arrendament","Comerç","laudes","Laude 1403/2016 sobre un dipòsit de garantia en un arrendament","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-05-10","2016-05-10","","","application/pdf","1 p.","Núm. Exp. 1802/15","http://hdl.handle.net/11703/98791","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1802/2015 sobre un servei contractat","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-04-19","2016-04-19","","","application/pdf","1 p.","Núm. Exp. 0100/16","http://hdl.handle.net/11703/98690","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0100/2016 sobre unes trucades de tarificació addicional","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-01","2016-03-01","","","application/pdf","1 p.","Núm. Exp. 1297/11","http://hdl.handle.net/11703/98147","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 1297/2011 sobre una factura controvertida","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-03-28","2017-03-28","","","application/pdf","1 p.","Núm. Exp. 0842/16","http://hdl.handle.net/11703/105094","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia per internet","Comerç","laudes","Laude 0842/2016 sobre la modificació d'unes condicions contractuals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-11-21","2017-11-21","","","application/pdf","1 p.","Núm. Exp. 1998/16","http://hdl.handle.net/11703/108243","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Factures","Comerç","laudes","Laude 1998/2016 sobre unes factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-31","2016-03-31","","","application/pdf","1 p.","Núm. Exp. 1846/15","http://hdl.handle.net/11703/98324","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 1846/2015 sobre una targeta prepagament","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-14","2016-03-14","","","application/pdf","1 p.","Núm. Exp. 1687/13","http://hdl.handle.net/11703/98286","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 1687/2013 sobre el manteniment d'una caldera","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-11-29","2016-11-29","","","application/pdf","1 p.","Núm. Exp. 0393/16","http://hdl.handle.net/11703/99795","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0393/2016 sobre una factura controvertida en un subministrament","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-03-14","2016-03-14","","","application/pdf","1 p.","Núm. Exp. 0992/13","http://hdl.handle.net/11703/98288","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Telefonia per internet","Comerç","laudes","Laude 0992/2013 sobre unes línies telefòniques contractades","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-07-27","2016-07-27","Audiència celebrada el 18 de maig de 2016","","application/pdf","1 p.","Núm. Exp. 0318/16","http://hdl.handle.net/11703/98920","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0318/2016 sobre unes trucades internacionals controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-07-06","2017-07-06","","","application/pdf","1 p.","Núm. Exp. 1546/16","http://hdl.handle.net/11703/106661","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Factures","Comerç","laudes","Laude 1546/2016 sobre unes factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-01-24","2017-01-24","","","application/pdf","1 p.","Núm. Exp. 1049/16","http://hdl.handle.net/11703/100833","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis. Productes defectuosos","Comerç","laudes","Laude 1049/2016 sobre la reparació d'un rentavaixella","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-04-25","2017-04-25","","","application/pdf","1 p.","Núm. Exp. 1144/16","http://hdl.handle.net/11703/105810","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Contractes de serveis","Comerç","laudes","Laude 1144/2016 sobre el compliment d'unes condicions contractuals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-03-09","2017-03-09","","","application/pdf","2 p.","Núm. Exp. 1011/16","http://hdl.handle.net/11703/105089","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Contractes de serveis","Comerç","laudes","Laude 1011/2016 sobre la modificació d'unes condicions contractuals","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-10-19","2017-10-19","","","application/pdf","1 p.","Núm. Exp. 1555/16","http://hdl.handle.net/11703/107988","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil. Factures","Comerç","laudes","Laude 1555/2016 sobre unes factures controvertides","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-12-15","2017-12-15","Audiència celebrada el 28 de novembre de 2017","","application/pdf","1 p.","Núm. Exp. 0092/17","http://hdl.handle.net/11703/108057","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Bugaderia","Comerç","laudes","Laude 0092/2017 sobre un procés de neteja controvertit","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2017-03-21","2017-03-21","","","application/pdf","1 p.","Núm. Exp. 1054/16","http://hdl.handle.net/11703/105093","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Garantia de qualitat. Productes defectuosos","Comerç","laudes","Laude 1054/2016 sobre la compra i instal·lació d'una bola de remolc","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-02-09","2016-02-09","","","application/pdf","1 p.","Núm. Exp. 0022/15","http://hdl.handle.net/11703/97938","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Telefonia mòbil","Comerç","laudes","Laude 0022/2015 sobre el funcionament d'uns serveis contractats","text",""
"Junta Arbitral de Consum de Barcelona","Barcelona","2016-10-04","2016-10-04","","","application/pdf","1 p.","Núm. Exp. 0375/16","http://hdl.handle.net/11703/100100","cat","","","CC-BY","openAccess","Ajuntament de Barcelona","http://creativecommons.org/licenses/by/4.0/deed.ca","Arbitratge i laude. Contractes de serveis","Comerç","laudes","Laude 0375/2016 sobre l'estada en uns apartaments","text",""
